"OpisnyFormularIdentifikator","OpisnyFormularStav","OpisnyFormularNazov","OpisnyFormularKlucoveSlova","OpisnyFormularCpv","OpisnyFormularDruh","OpisnyFormularKategoriaSluzieb","OpisnyFormularUrl","OpisnyFormularPocetVyhlasenychZakaziek","OpisnyFormularObchodovanaSumaBezDPH",
"OF-267612","Po karanténe","Lieky skupiny ATC A11- Vitamíny","Vitamíny","33610000-9 Liečivá pre výživovú sústavu a látkovú premenu; 33690000-3 Rôzne liečivá; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/267612","1","7570,000",
"OF-267620","Po karanténe","Lieky skupiny ATC V02 - Kontrastné látky","Kontrastné látky","33696800-3 Kontrastné prostriedky na röntgenovanie; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/267620","1","74260,000",
"OF-267630","Po karanténe","Hygienické potreby k existujúcim dávkovačom a zásobníkom TORK a ILLE","papierové utierky, toaletný papier, tekuté mydlo, mikroténové hygienické sáčky do dámskych toaliet","33760000-5 Toaletný papier, vreckovky, uteráky na ruky a servítky; 33741000-6 Výrobky na starostlivosť o ruky; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/267630","1","5833,330",
"OF-267642","Po karanténe","Mlieko, mliečne výrobky a syry pre SOŠAaGS  na I. polrok 2023","mlieko, syr, smotana, tvaroh,","15500000-3 Mliečne výrobky; 15511000-3 Mlieko; 15551300-8 Jogurt; 15550000-8 Mliečne výrobky rôznych druhov; 15540000-5 Syrárske výrobky; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/267642","1","0",
"OF-267655","Po karanténe","Originálny optický valec HP","valec, spotrebný materiál","30125120-8 Toner do fotokopírovacích strojov; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/267655","1","73,000",
"OF-267667","Po karanténe","Technické plyny na laboratórne využitie vrátane prenájmu fliaš a redukčných ventilov","Technické plyny","24110000-8 Technické plyny; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/267667","1","87999,000",
"OF-267679","Po karanténe","Tlačiarenské služby","tlač, tlačiarenské služby","79810000-5 Tlačiarenské služby; 60000000-8 Dopravné služby (bez prepravy odpadu)","Služba; Tovar","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/267679","1","690,910",
"OF-267692","Po karanténe","Náhradné diely na Sor NB12,NB18 - elektro","Náhradné diely, autobus,Sor,elektro","34121100-2 Autobusy verejnej dopravy; 31610000-5 Elektrické zariadenia pre motory a vozidlá; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/267692","1","4120,000",
"OF-267700","Po karanténe","Náhradné diely na autobusy Sor NB12,NB18 - Hnacie ústrojenstvo","Náhradné diely, autobus,Sor NB12,NB18,hnacie ústrojenstvo","34121100-2 Autobusy verejnej dopravy; 42111000-0 Motory a hnacie zariadenia; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/267700","0","0",
"OF-267709","Po karanténe","Agrochemikálie a hnojivá","Liadok amónny s vápencom, Močovina, Viaczložkové granulované priemyselné hnojivo NPK","24450000-3 Agrochemikálie; 24410000-1 Dusíkaté priemyselné hnojivá; 24400000-8 Priemyselné hnojivá a zlúčeniny dusíka; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/267709","1","15745,000",
