"OpisnyFormularIdentifikator","OpisnyFormularStav","OpisnyFormularNazov","OpisnyFormularKlucoveSlova","OpisnyFormularCpv","OpisnyFormularDruh","OpisnyFormularKategoriaSluzieb","OpisnyFormularUrl","OpisnyFormularPocetVyhlasenychZakaziek","OpisnyFormularObchodovanaSumaBezDPH",
"OF-249976","Po karanténe","Upratovacie a čistiace služby v administratívnej budove, Bratislava ","upratovanie a čistenie administratívnych priestorov, ošetrovanie  a umývanie podláh, čistenie a dezinfekcia zariadení osobnej hygieny","90911200-8 Čistenie (upratovanie) budov; 90910000-9 Upratovacie služby; 90919200-4 Čistenie (upratovanie) kancelárií","Služba; Tovar","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/249976","1","12389,000",
"OF-251504","Po karanténe","Železiarske výrobky a brusivá","železiarske výrobky, brusivá, petlice, sk pásky, závažie, nalepovacie závažie","44316000-8 Železiarsky tovar; 44520000-1 Zámky, kľúče a pánty; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/251504","1","691,670",
"OF-252901","Po karanténe","Diagnostické činidlá","zdravotnícky spotrebný materiál","33694000-1 Diagnostické činidlá; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/252901","1","0",
"OF-253206","Po karanténe"," APC Smart- UPS 2200VA ","UPS, záložný zdroj","31156000-4 Zdroje nepretržitého/prerušovaného napájania; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/253206","1","1491,670",
"OF-253361","Po karanténe","Zariadenie a pomôcky na manipuláciu s materiálom","Elektrický vysokozdvižný vozík s protizávažím, obkročný vysokozdvižný vozík","42415210-3 Pracovné vozíky opatrené manipulačným zariadením; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/253361","0","0",
"OF-253478","Po karanténe","Originálne tonery","tlač, fotokopírovanie, skenovanie, kopírovanie, tonery","30125100-2 Tonerové náplne; 30125120-8 Toner do fotokopírovacích strojov; 30125110-5 Toner do laserových tlačiarní/faxových prístrojov; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/253478","0","0",
"OF-253556","Po karanténe","Drogistický tovar","Tekuté mydlo, vrecia, handra, utierka, čistiace prostriedky, saponát, metla, prací prášok, rukavice, mydlo, mucholapka, osviežovač vzduchu, hubka, posypová soľ, kefa, zmeták, žinka, hrebeň, zubná kefa, zubná pasta, šampón, krém na holenie, štetka na holenie, holiací strojček, krém na ruky, papierové utierky, toaletný papier, dámske vložky, papierová rolka do dávkovača, umývacia pasta na ruky","39800000-0 Čistiace a leštiace výrobky; 24455000-8 Dezinfekčné prostriedky; 33711900-6 Mydlo; 39831300-9 Čistiace prostriedky na podlahu; 39831600-2 Čistiace prostriedky na toalety; 33741100-7 Čistiace prostriedky na ruky; 33760000-5 Toaletný papier, vreckovky, uteráky na ruky a servítky; 39831000-6 Pracie prostriedky; 33711720-0 Zubná pasta; 33741200-8 Krémy na ruky alebo telové mlieka; 33761000-2 Toaletný papier; 33771100-6 Hygienické vložky alebo tampóny; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/253556","1","0",
"OF-253587","Po karanténe","Zdravotnícke potreby/pomôcky - detská postieľka s príslušenstvom","detská postieľka s príslušenstvom","33196000-0 Zdravotné pomôcky; 39162200-7 Učebné pomôcky a zariadenia; 33192100-3 Lôžka na zdravotnícke účely; 33100000-1 Zdravotnícke vybavenie; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/253587","0","0",
"OF-253637","Po karanténe","Prenosné svietidlá a príslušenstvo","lampa čelová, baterka vrecková","31527210-1 Lampáše; 31521320-3 Vreckové lampáše; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/253637","1","775,000",
"OF-253682","Po karanténe","Mlieko a mliečne výrobky","mlieko, mliečne výrobky, smotana, tvaroh, syr, maslo, jogurt","15511000-3 Mlieko; 15500000-3 Mliečne výrobky; 15551300-8 Jogurt; 15512000-0 Smotana; 15530000-2 Maslo; 15542200-1 Mäkký syr; 15544000-3 Tvrdý syr; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/253682","0","0",
"OF-253693","Po karanténe","Dodávka a montáž  – Dvojkrídlové automatické dvere s požiarnou odolnosťou EI30 D1-C – únikový východ","automatické posuvné dvere, bezpečnostné sklo, požiarna odolnosť","44221230-6 Posuvné dvere; 45215140-0 Stavebné práce na objektoch nemocničných zariadení; 45255400-3 Montážne práce; 45000000-7 Stavebné práce; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/253693","0","0",
"OF-253702","Po karanténe","Nákup a dodanie nitrilových rukavíc","rukavice jednorázové, rukavice nitrilové, rukavice vyšetrovacie","18424300-0 Jednorazové rukavice; 18424000-7 Rukavice; 33140000-3 Zdravotnícky spotrebný materiál; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/253702","2","2207,330",
"OF-253711","Po karanténe","Kancelárske potreby","kancelárske potreby","30192000-1 Kancelárske potreby","Tovar","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/253711","1","0",
"OF-253720","Po karanténe","Opravy a údržba čerpadiel a kompresorov","Výmena poškodeného kompresor","50510000-3 Opravy a údržba čerpadiel, ventilov, kohútov a kovových nádob; 50531300-9 Opravy a údržba kompresorov; 42123300-0 Kompresory pre chladiace zariadenia; 60000000-8 Dopravné služby (bez prepravy odpadu)","Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/253720","1","0",
"OF-252166","Po karanténe","Policajný materiál","Vytyčovacie výstražné pásky","44424300-1 Reflexné pásky; 60000000-8 Dopravné služby (bez prepravy odpadu); 35121300-1 Bezpečnostné príslušenstvo","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/252166","1","248,900",
"OF-252929","Po karanténe","Zneškodnenie odpadov","skládka, zneškodnenie, odpad, zmesový komunálny odpad","90513000-6 Služby na spracovanie a likvidáciu nie nebezpečného odpadu","Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/252929","1","0",
"OF-253270","Po karanténe","eptifibatid","antikoagulanciá, antitrombotiká, antiagreganciá trombocytov","33621000-9 Liečivá pre krv a krvotvorné orgány; 33621100-0 Antitrombotické činidlá","Tovar","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/253270","0","0",
"OF-253396","Po karanténe","Diagnostický materiál","diagnostická zmes, diagnostický spotrebný materiál","33124130-5 Diagnostický spotrebný materiál; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/253396","1","695,000",
"OF-253497","Po karanténe","Podzvodidlová kosa čelne nesená na traktor","kosačka, traktor","16310000-1 Kosačky; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/253497","1","0",
"OF-253558","Po karanténe","Osobný automobil","Preprava osôb","34110000-1 Osobné automobily; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/253558","0","0",
"OF-253591","Po karanténe","Imunocytológia","diagnostiká, roztoky, cytometer","33124130-5 Diagnostický spotrebný materiál; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/253591","0","0",
