"OpisnyFormularIdentifikator","OpisnyFormularStav","OpisnyFormularNazov","OpisnyFormularKlucoveSlova","OpisnyFormularCpv","OpisnyFormularDruh","OpisnyFormularKategoriaSluzieb","OpisnyFormularUrl","OpisnyFormularPocetVyhlasenychZakaziek","OpisnyFormularObchodovanaSumaBezDPH",
"OF-199168","Po karanténe","Dodávka a montáž laboratórneho nábytku_4","laboratórny stôl, laboratórna stolička, bezpečnostná skriňa, mobilné laboratórne pracovisko","39180000-7 Laboratórny nábytok; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/199168","1","0",
"OF-208079","Po karanténe","Združená dodávka plynu","dodávka zemného plynu, preprava a distribúcia","09123000-7 Zemný plyn; 65200000-5 Rozvod plynu a súvisiace služby","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/208079","1","31416,670",
"OF-208082","Po karanténe","Združená dodávka elektrickej energie","dodávka elektrickej energie, distribúcia","09310000-5 Elektrická energia; 65300000-6 Rozvod elektriny a súvisiace služby","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/208082","0","0",
"OF-208128","Po karanténe","Odberová stolička, laboratórna stolička, zdravotnícka stolička, lekárska stolička, kreslo na kolieskach, zdravotnícke kreslo, stolička k mikroskopu, kreslo na 24-hodinové sedenie","Kreslo s opierkami rúk, špecializovaná stolička","33192000-2 Zdravotnícky nábytok; 39111100-4 Otočné sedadlá; 39112000-0 Stoličky; 39113100-8 Kreslá","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/208128","1","0",
"OF-208878","Po karanténe","Odberové vaky - štvorvaky na krv, vrátane prenájmu odberových váh","vaky na krv, štvorvaky na krv,","33141613-0 Vaky na krv; 33194210-1 Prístroje na transfúziu krvi; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/208878","1","211290,000",
"OF-209694","Po karanténe","Odvoz a likvidácia nemocničného odpadu zo zdravotnej starostlivosti","Nemocničný odpad, nebezpečný odpad, odvoz odpadu, likvidácia odpadu, služby","90524400-0 Zber, doprava a likvidácia nemocničného odpadu; 90520000-8 Služby súvisiace s rádioaktívnym, toxickým, zdravotníckym a nebezpečným odpadom","Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/209694","0","0",
"OF-209717","Po karanténe","Dodávka a montáž nábytku v jazykovej učebni a v knižnici_5","katedra učiteľa, kancelárska pracovná stolička, žiacky stôl, stolička/taburet pre žiaka","39000000-2 Nábytok (vrátane kancelárskeho nábytku), zariadenie interiéru, domáce spotrebiče (s výnimkou osvetlenia) a čistiace prostriedky; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/209717","1","0",
"OF-209719","Po karanténe","Dodávka a montáž nábytku do jazykovej učebne_1","katedra učiteľa, kancelárska pracovná stolička, žiacky stôl, stolička/taburet pre žiaka","39000000-2 Nábytok (vrátane kancelárskeho nábytku), zariadenie interiéru, domáce spotrebiče (s výnimkou osvetlenia) a čistiace prostriedky; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/209719","1","0",
"OF-210398","Po karanténe","Chladnička, mikrosystém audio a iné elektrospotrebiče","espresso kávovar, chladnička, ventilátor","39710000-2 Elektrické prístroje pre domácnosť; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/210398","1","0",
"OF-210802","Po karanténe","Kancelárske potreby","kancelárske potreby","30192000-1 Kancelárske potreby; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/210802","1","839,000",
