"OpisnyFormularIdentifikator","OpisnyFormularStav","OpisnyFormularNazov","OpisnyFormularKlucoveSlova","OpisnyFormularCpv","OpisnyFormularDruh","OpisnyFormularKategoriaSluzieb","OpisnyFormularUrl","OpisnyFormularPocetVyhlasenychZakaziek","OpisnyFormularObchodovanaSumaBezDPH",
"OF-83677","Po karanténe","Evakuačná podložka Meditech","evakuačná, záchranná","33196000-0 Zdravotné pomôcky; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/83677","0","0",
"OF-114273","Po karanténe","Dodávka originálnych tonerov do tlačiarní","originálne tonery, tonerové náplne","30125100-2 Tonerové náplne; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/114273","1","623,990",
"OF-120862","Po karanténe","Nový kolesový traktor s čelným snehovým pluhom, traktorovým návesom a  valčekovým sypačom za traktor","Poľnohospodársky traktor, kolesový traktor, snežný pluh, zimná údržba, traktorový náves, valčekový sypač","16700000-2 Traktory/ťahače; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/120862","1","38125,000",
"OF-122075","Po karanténe","HPE Serviceguard solution pre výpočtové centrum","softvérové licencie","48732000-8 Softvérový balík na zaistenie bezpečnosti dát; 72268000-1 Dodávky softvéru; 72265000-0 Konfigurovanie softvéru; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/122075","1","0",
"OF-123722","Po karanténe","Operačné plášte","odevy,plášte","18130000-9 Špeciálne pracovné odevy; 18410000-6 Špeciálne odevy; 85000000-9 Zdravotnícka a sociálna pomoc; 85100000-0 Zdravotnícke služby; 85110000-3 Nemocničné a súvisiace služby","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/123722","0","0",
"OF-127028","Po karanténe","Maskovacia úrazová sada - ruka s extrémnym zranením","sada, model, simulátor, výcvik, maskovacia,","39162200-7 Učebné pomôcky a zariadenia; 35112100-3 Záchranárske cvičné figuríny; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/127028","0","0",
"OF-127029","Po karanténe","Maskovacia úrazová sada - vojnových zranení","sada, výcvik, maskovacia, zranenie, úraz","39162200-7 Učebné pomôcky a zariadenia; 35112100-3 Záchranárske cvičné figuríny; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/127029","0","0",
"OF-129146","Po karanténe","Stravovacie poukážky","stravovanie zamestnancov","30199770-8 Stravné poukážky; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/129146","1","125483,400",
"OF-130839","Po karanténe","Nové úžitkové motorové vozidlo 4x4 pre potreby kynológie","Nové motorové vozidlo 4x4, pick up 4x4, ľahký nákladný automobil do 3,5 t N1G BE","34144700-5 Úžitkové vozidlá; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/130839","0","0",
"OF-130890","Po karanténe","Výcvikový model - nácvik koniotómie","model, simulátor, výcvik, koniotómia, ","39162200-7 Učebné pomôcky a zariadenia; 35112100-3 Záchranárske cvičné figuríny; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/130890","0","0",
