"OpisnyFormularIdentifikator","OpisnyFormularStav","OpisnyFormularNazov","OpisnyFormularKlucoveSlova","OpisnyFormularCpv","OpisnyFormularDruh","OpisnyFormularKategoriaSluzieb","OpisnyFormularUrl","OpisnyFormularPocetVyhlasenychZakaziek","OpisnyFormularObchodovanaSumaBezDPH",
"OF-102048","Po karanténe","Ethernet switche","switch","32413100-2 Sieťové smerovače; 60000000-8 Dopravné služby (bez prepravy odpadu); 50312300-8 Údržba a opravy zariadení dátových sietí","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/102048","0","0",
"OF-146194","Po karanténe","Prepravné prostriedky s vozíkom","auto, prepravný prostriedok, osobné auto, vozidlo, dodávka, SUV, terénne vozidlo, príves, autopríves","34110000-1 Osobné automobily; 34223300-9 Prívesy; 34115200-8 Motorové vozidlá na prepravu menej než 10 osôb; 34113200-4 Terénne a cestné vozidlá; 34223000-6 Prívesy a návesy; 34223310-2 Univerzálne prívesy; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/146194","0","0",
"OF-151422","Po karanténe","Nábytok do MŠ","Skrinka bez dvierok, skrinka s dvierkami, stolík, ležadlo, matrac","39160000-1 Školský nábytok; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/151422","0","0",
"OF-158675","Po karanténe","Plachta úplet s gumou","plachta","39512100-5 Plachty; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/158675","1","0",
"OF-167965","Po karanténe","Osobný automobil ","nový osobný automobil ","34110000-1 Osobné automobily; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/167965","0","0",
"OF-168188","Po karanténe","Štrbinová lampa s digitálnym zobrazením","štrbinová lampa, výkonné LED osvetlenie zdola,  PC príslušenstvo","33122000-1 Oftalmologické prístroje; 60000000-8 Dopravné služby (bez prepravy odpadu); 51430000-5 Inštalácia laboratórnych zariadení","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/168188","0","0",
"OF-172370","Po karanténe","Monitoring krvných plynov","analyzátor, online, krvné parametre, mimotelový obeh, pH, PCO2,PO2, K+, optická fluorescencia","33120000-7 Záznamové systémy a vyšetrovacie prístroje; 33123000-8 Kardiovaskulárne prístroje; 33162100-4 Prístroje operačnej sály; 33195000-3 Systém monitorovania pacientov; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/172370","1","0",
"OF-173386","Po karanténe","Vybavenie kuchyne","plynový kotol, konvenčná pec, univerzálny robot, pracovný stôl, digestor, škrabka na zemiaky, drez, regál","39221000-7 Kuchynské vybavenie; 39141000-2 Kuchynský nábytok a vybavenie; 39221100-8 Kuchynské potreby; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/173386","0","0",
"OF-173649","Po karanténe","Jednorazové plienky pre dospelých, detské jednorazové plienky (veľ. 1-3, 3-6, 5-9 kg) ","Jednorazové plienky pre dospelých, detské jednorazové plienky ","33751000-9 Jednorazové plienky; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/173649","0","0",
"OF-174080","Po karanténe","Nízkoosmolárne nefrotropné RTG kontrastné látky rozpustné vo vode","kontrastné látky, jodixanol","33600000-6 Farmaceutické výrobky; 33696800-3 Kontrastné prostriedky na röntgenovanie; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/174080","1","21268,790",
"OF-174219","Po karanténe","Potraviny-mlieko a mliečne výrobky, nátierky","potraviny, mlieko, mliečne výrobky, sójové výrobky, nátierky","15800000-6 Rôzne potravinárske výrobky; 15511000-3 Mlieko; 15510000-6 Mlieko a smotana; 15500000-3 Mliečne výrobky; 15550000-8 Mliečne výrobky rôznych druhov; 15871274-5 Nátierky na chlieb; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/174219","1","0",
