"OpisnyFormularIdentifikator","OpisnyFormularStav","OpisnyFormularNazov","OpisnyFormularKlucoveSlova","OpisnyFormularCpv","OpisnyFormularDruh","OpisnyFormularKategoriaSluzieb","OpisnyFormularUrl","OpisnyFormularPocetVyhlasenychZakaziek","OpisnyFormularObchodovanaSumaBezDPH",
"OF-265270","Po karanténe","Potraviny pre školiace stredisko Liptovský Ján - suchý koloniál","suchý koloniál","15872000-1 Bylinky a korenie; 15891000-0 Polievky a bujóny; 15871000-4 Ocot; omáčky; miešané korenisté zmesi; horčičná múčka a prášok; pripravená horčica; 15870000-7 Koreniny a chuťové prísady; 15860000-4 Káva, čaj a príbuzné produkty; 15850000-1 Cestoviny; 15840000-8 Kakao; čokoláda a cukrovinky; 15830000-5 Cukor a jemu príbuzné výrobky; 15623000-1 Škroby; 15613313-5 Müsli alebo ekvivalent; 15612000-1 Obilná alebo rastlinná múka a príbuzné výrobky; 03211300-6 Ryža; 15411100-3 Rastlinné oleje; 15332000-4 Spracované ovocie a orechy; 15331000-7 Spracovaná zelenina; 15321000-4 Ovocné šťavy; 15235000-4 Konzervované ryby; 03212220-8 Strukoviny; 15312300-1 Zemiakové lupienky; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/265270","1","0",
"OF-270073","Po karanténe","Ultrazvukový systém","ultrazvukový systém, USG, lineárna sonda","33112200-0 Ultrazvuková jednotka; 33141641-5 Sondy; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/270073","0","0",
"OF-270958","Po karanténe","Potraviny pre školiace stredisko Liptovský Ján - pekárenské výrobky","Pekárenské výrobky","15810000-9 Pekársky tovar, čerstvé pečivo a cukrárske výrobky; 15811100-7 Chlieb; 15811200-8 Rožky; 15812100-4 Pečivo; 15812122-4 Sladké koláče; 15812000-3 Pečivo a cukrovinky; 15812200-5 Torty/zákusky; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/270958","1","0",
"OF-272253","Po karanténe","Mikrobiologické kultúry","zdravotnícky spotrebný materiál","33698100-0 Mikrobiologické kultúry; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/272253","0","0",
"OF-272431","Po karanténe","Elektricky polohovateľná posteľ s hrazdou, hrazdičkou a antidekubitným matracom","lôžka, polohovateľné, motorizované, postele, elektricky, elektrické, matrace, antidekubitné, dopravné služby","33192130-2 Motorizované lôžka; 39143112-4 Matrace; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/272431","1","10720,000",
"OF-272573","Po karanténe","Laboratórne chemikálie","chemické výrobky, chemikálie, rozpúšťadlá","24320000-3 Základné organické chemikálie; 24310000-0 Základné anorganické chemikálie; 44832000-1 Rozpúšťadlá; 24311000-7 Chemické prvky, anorganické kyseliny a zlúčeniny; 24000000-4 Chemické výrobky; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/272573","0","0",
"OF-272955","Po karanténe","Kuchynské vybavenie pre domácnosť a kanceláriu","elektrické kávovary, varič , ohrievač teplej vody,","39221000-7 Kuchynské vybavenie; 30191000-4 Kancelárske zariadenia s výnimkou nábytku; 39711310-5 Elektrické kávovary; 42161000-5 Ohrievače teplej vody; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/272955","1","0",
"OF-273123","Po karanténe","Chirurgické obväzy - elastické","zdravotnícky spotrebný materiál","33141110-4 Chirurgické obväzy; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/273123","1","0",
"OF-273136","Po karanténe","Špeciálne iluminačné prostriedky v taktickom prostredí ","špeciálne iluminačné prostriedky, laserové zameriavače, taktické svietidlo, prístroje pre nočné videnie","38632000-4 Prístroje na nočné videnie; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/273136","1","0",
"OF-273218","Po karanténe","Anestéziologický prístroj s elektronickým dávkovačom anestetika a hemodynamickým monitorom  ","anestézia, anestéziologický prístroj, monitor, hemodynamický monitor","33100000-1 Zdravotnícke vybavenie; 33172100-7 Prístroje na anestéziu; 33195100-4 Monitory; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/273218","0","0",
