"OpisnyFormularIdentifikator","OpisnyFormularStav","OpisnyFormularNazov","OpisnyFormularKlucoveSlova","OpisnyFormularCpv","OpisnyFormularDruh","OpisnyFormularKategoriaSluzieb","OpisnyFormularUrl","OpisnyFormularPocetVyhlasenychZakaziek","OpisnyFormularObchodovanaSumaBezDPH",
"OF-266896","Po karanténe","Originál tonery","Tonerové náplne, tonery do laserových tlačiarní, tonery do multifunkčných zariadení, tonery do fotokopírovacích strojov","30125110-5 Toner do laserových tlačiarní/faxových prístrojov; 30125100-2 Tonerové náplne; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/266896","1","7640,000",
"OF-267607","Po karanténe","Hematologický spotrebný materiál","spotrebný materiál","33141500-5 Hematologický spotrebný materiál; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/267607","1","52521,880",
"OF-267827","Po karanténe","Združená dodávka zemného plynu","Zemný plyn, dodávka a distribúcia zemného plynu","09123000-7 Zemný plyn; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/267827","0","0",
"OF-267873","Po karanténe","Nákup nového osobného viacmiestneho automobilu kategórie M1 mikrobus","Osobný viacmiestny automobil mikrobus pre 7 osôb","34110000-1 Osobné automobily; 34114400-3 Minibusy; 34115200-8 Motorové vozidlá na prepravu menej než 10 osôb; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/267873","0","0",
"OF-267991","Po karanténe","Pneumatika 315/70 R22,5","Pneumatiky.","34351100-3 Pneumatiky pre motorové vozidlá; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/267991","1","2730,000",
"OF-268041","Po karanténe","Asfaltový betón :  AC8 obrusný II ; AC11 obrusný II, AC16 ložný II  -  ( NR_2023 - obvod 2 )","asfaltový betón, obrusná vrstva, ložná vrstva","44113300-8 Obalené kamenivo","Tovar","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/268041","1","52500,000",
"OF-268070","Po karanténe","Disky a diskové polia ","disk, pole","30200000-1 Počítačové zariadenia a spotrebný materiál; 30230000-0 Zariadenia súvisiace s počítačmi; 30234500-3 Pamäťové archivačné médiá; 30237230-0 Pamäte; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/268070","1","1315,450",
"OF-268087","Po karanténe","Odvoz a ekologická likvidácia odpadov zo zberného dvora v mestskej časti Bratislava - Záhorská Bystrica vrátane prenájmu kontajnerov.","odpad, odvoz odpadov, likvidácia odpadov, prenájom kontajnerov","90510000-5 Likvidácia a spracovanie odpadu; 90512000-9 Služby na prepravu odpadu; 63111000-0 Manipulácia s kontajnermi; 34928480-6 Kontajnery a nádoby na odpad a odpadky; 60000000-8 Dopravné služby (bez prepravy odpadu)","Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/268087","1","69500,000",
"OF-268097","Po karanténe","Zabezpečenie stravovania zamestnancov formou stravných poukážok","stravné poukážky","30199770-8 Stravné poukážky; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/268097","1","26020,500",
"OF-268105","Po karanténe","Dodávka zemného plynu","Zemný plyn","09123000-7 Zemný plyn; 65200000-5 Rozvod plynu a súvisiace služby","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/268105","1","82683,990",
"OF-268114","Po karanténe","Šijacie stroje, žehliaca technika a iné potreby na výrobu odevov","šijací stroj, žehliaca doska, žehlička, vyvíjač pary, figurína, lampa","42718100-3 Žehliace stroje; 42715000-1 Šijacie stroje; 42720000-9 Časti strojového zariadenia na výrobu textilu a odevov; 34999400-0 Presné modely; 31521100-5 Stolové lampy","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/268114","1","12908,330",
"OF-268123","Po karanténe","Dózy a obedáre plastové na uchovávanie a prenos zvarených pokrmov","dóza, obedár","39220000-0 Kuchynské zariadenie, domáce potreby a potreby pre domáce hospodárstvo a dodávky pre stravovacie zariadenia; 60000000-8 Dopravné služby (bez prepravy odpadu); 39221130-7 Nádoby na jedlo; 39222000-4 Potreby pre verejné stravovanie","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/268123","1","2333,000",
"OF-268131","Po karanténe","Čistiace a hygienické potreby","Čistiace a hygienické potreby","39831300-9 Čistiace prostriedky na podlahu; 39224300-1 Metly a kefy a iné výrobky na upratovanie domácností; 39542000-3 Handry; 33760000-5 Toaletný papier, vreckovky, uteráky na ruky a servítky; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/268131","0","0",
"OF-268142","Po karanténe","Predĺženie a rozšírenie licencií antivírusového softvéru","antivírusový softvér, ESET, ochrana počítačov, ochrana serverov","48761000-0 Antivírusový softvérový balík; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/268142","1","612,500",
"OF-268152","Po karanténe","Čistiace prostriedky","čistiace výrobky, drogéria","39800000-0 Čistiace a leštiace výrobky; 14400000-5 Soľ a čistý chlorid sodný; 33721200-2 Holiace strojčeky; 33711810-8 Holiace krémy; 33721100-1 Žiletky; 39831000-6 Pracie prostriedky; 90922000-6 Hubenie škodcov; 33741100-7 Čistiace prostriedky na ruky; 39224200-0 Kefy; 18141000-9 Pracovné rukavice; 33711610-6 Šampóny; 33711800-5 Holiace prípravky; 33711700-4 Výrobky alebo prípravky na ústnu alebo zubnú hygiénu; 39811100-1 Osviežovač vzduchu; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/268152","1","61000,000",
"OF-268165","Po karanténe","Sterilizovaná a konzervovaná zelenina a ovocie","Konzervovaná zelenina a ovocie, sterilizovaná zelenina, džem, marmeláda, lekvár, kompót, ovocné pyré, detská výživa","15332400-8 Konzervované ovocie; 15331460-9 Konzervovaná zelenina; 15332200-6 Džemy a marmelády, ovocné želé; ovocné alebo orechové pyré a pasty/pretlaky; 15331400-1 Nakladaná a/alebo konzervovaná zelenina; 15332100-5 Spracované ovocie; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/268165","1","8883,330",
"OF-268178","Po karanténe","Inertný posypový materiál - drvené kamenivo frakcie 4/8 mm, 8/11 mm alebo ekvivalent","posypový materiál, drvené kamenivo","14210000-6 Štrk, piesok, drvený kameň a štrkopiesky (do betónu); 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/268178","1","31700,000",
