"OpisnyFormularIdentifikator","OpisnyFormularStav","OpisnyFormularNazov","OpisnyFormularKlucoveSlova","OpisnyFormularCpv","OpisnyFormularDruh","OpisnyFormularKategoriaSluzieb","OpisnyFormularUrl","OpisnyFormularPocetVyhlasenychZakaziek","OpisnyFormularObchodovanaSumaBezDPH",
"OF-268206","Po karanténe","Oprava a údržba polygrafických strojov - systém DTP štúdia","Servis, oprava, profylaktická údržba","50313000-2 Údržba a opravy reprografických strojov; 45259000-7 Opravy a údržba zariadenia; 60000000-8 Dopravné služby (bez prepravy odpadu); 34913000-0 Rôzne náhradné diely","Služba; Tovar","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/268206","1","120,000",
"OF-268631","Po karanténe","Vankúše a paplóny","Vankúše a paplóny","39516110-6 Vankúše; 39512400-8 Páperové periny/paplóny; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/268631","1","2280,000",
"OF-268723","Po karanténe","Stolový počítač","počítač, ukladanie, dáta, spracovanie","30200000-1 Počítačové zariadenia a spotrebný materiál; 30213300-8 Stolový počítač; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/268723","1","326,670",
"OF-268857","Po karanténe","Kancelárske potreby, alebo ekvivalent","guľôčkové pero, zvýrazňovač, euroobaly, obálky, doklady , xerox, blok,","30192000-1 Kancelárske potreby; 30194500-0 Písacie pomôcky; 30192125-3 Zvýrazňovače; 30192121-5 Guľôčkové perá; 60000000-8 Dopravné služby (bez prepravy odpadu); 30192130-1 Ceruzky; 30199230-1 Obálky; 30199000-0 Papiernický tovar a iné položky; 30197644-2 Xerografický papier; 22816300-6 Samolepiace poznámkové bločky","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/268857","2","159,650",
"OF-268883","Po karanténe","Upratovacie služby - mesto Žilina","Upratovanie priestorov, čistenie priestorov, hygienický a čistiaci materiál","90919200-4 Čistenie (upratovanie) kancelárií; 90919000-2 Služby na upratovanie kancelárií, škôl a čistenie kancelárskeho vybavenia; 90900000-6 Čistiace a sanitárne služby; 33770000-8 Papierové hygienické výrobky; 33711900-6 Mydlo; 60000000-8 Dopravné služby (bez prepravy odpadu); 39830000-9 Čistiace výrobky; 90911300-9 Umývanie okien; 90910000-9 Upratovacie služby; 39831210-1 Saponáty na umývanie riadu; 39831600-2 Čistiace prostriedky na toalety; 39832000-3 Čistiace prostriedky na riad","Služba; Tovar","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/268883","0","0",
"OF-268921","Po karanténe","Organické chemikálie","chemikálie, organické chemikálie, kyseliny","24300000-7 Základné anorganické a organické chemikálie; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/268921","1","459,170",
"OF-268959","Po karanténe","Hutný materiál","profilová oceľ, plechy, betonárska oceľ, jäkel, pásovina, profil I, profil L, profil U, rúra oceľová, kari rohož, zvárané siete","44330000-2 Tyče, prúty, drôty a profily používané v stavebníctve; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/268959","1","11651,790",
"OF-268981","Po karanténe","Diagnostické činidlá","diagnostické činidlá, materiál, imunológia","33696300-8 Chemické činidlá; 33694000-1 Diagnostické činidlá; 33124130-5 Diagnostický spotrebný materiál; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/268981","1","1307,400",
"OF-268993","Po karanténe","Tonery","toner, tonerová náplň","30125100-2 Tonerové náplne; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/268993","1","2054,960",
"OF-269002","Po karanténe","Servery","servery, sieťové zariadenia, implementácia softvéru","48820000-2 Servery; 32420000-3 Sieťové zariadenia; 72263000-6 Implementácia softvéru; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/269002","1","28489,000",
