"OpisnyFormularIdentifikator","OpisnyFormularStav","OpisnyFormularNazov","OpisnyFormularKlucoveSlova","OpisnyFormularCpv","OpisnyFormularDruh","OpisnyFormularKategoriaSluzieb","OpisnyFormularUrl","OpisnyFormularPocetVyhlasenychZakaziek","OpisnyFormularObchodovanaSumaBezDPH",
"OF-286571","Po karanténe","Kancelárske potreby","papier, euroobaly, spinky, papierové bločky - post it, rozraďovače, perá, popisovače, obálky, etikety, lepidlá, rezačka...","30192000-1 Kancelárske potreby; 60000000-8 Dopravné služby (bez prepravy odpadu); 30190000-7 Rôzne kancelárske zariadenia a kancelárske potreby; 30197000-6 Drobné kancelárske vybavenie; 30199230-1 Obálky; 30199410-7 Samolepiaci papier","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/286571","1","1041.980",
"OF-289811","Po karanténe","Hnojivá 2024","rôzne hnojivá","24440000-0 Rôzne hnojivá; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/289811","1","20499.000",
"OF-289812","Po karanténe","Herbicídy, Insekticídy 2024","herbicídy, insekticídy, postreky, prípravky na ničenie burín a prípravky proti škodcom","24453000-4 Herbicídy; 24452000-7 Insekticídy; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/289812","1","136000.000",
"OF-290282","Po karanténe","Opravy a údržba kopírovacích strojov a príslušenstva","Oprava, fotokopírovacie zariadenia, multifunkčne zariadenia, servis, oprava a údržba, kopírovacie stroje, tlačiarne","50313100-3 Opravy fotokopírovacích strojov; 50313200-4 Údržba fotokopírovacích strojov; 60000000-8 Dopravné služby (bez prepravy odpadu); 50300000-8 Opravy, údržba a súvisiace služby týkajúce sa osobných počítačov, kancelárskeho vybavenia, telekomunikačného a audiovizuálneho vybavenia","Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/290282","0","0",
"OF-290554","Po karanténe","Kalibrácia dataloggeru COMET S3120E pre lekárenské zariadenia.","comet, datalogger, kalibrácia, lekárenské, zariadenia","50400000-9 Opravy a údržba lekárskych a presných zariadení; 50433000-9 Kalibrovanie; 60000000-8 Dopravné služby (bez prepravy odpadu)","Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/290554","1","331.670",
"OF-290610","Po karanténe","Mlieko, mliečne výrobky a vajcia","mlieko, mliečne výrobky, smotana, tvaroh, syr, maslo, jogurt","15511000-3 Mlieko; 15500000-3 Mliečne výrobky; 15551300-8 Jogurt; 15512000-0 Smotana; 15530000-2 Maslo; 15542200-1 Mäkký syr; 15544000-3 Tvrdý syr; 03142500-3 Vajcia; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/290610","0","0",
"OF-290643","Po karanténe","Dodávka nábytku a zdravotných relaxačných polohovateľných kresiel do bytových jednotiek","stolička, nočný stolík s jedálenskou doskou, zdravotné relaxačné polohovateľné kreslá","39100000-3 Nábytok; 39112000-0 Stoličky; 60000000-8 Dopravné služby (bez prepravy odpadu); 39113100-8 Kreslá; 39143123-4 Nočné stolíky","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/290643","1","6112.500",
"OF-290778","Po karanténe","Zubné lekárstvo - spotrebný tovar","injekčné striekačky, gély, endodotinický rotačný nástroj, koreňový plnič, nite, pilník, lepidlá, tekutý kofferdam, koreňové nástroje, NiTi, čapy, poháre,","33130000-0 Zubné nástroje a prístroje a nástroje a prístroje na podriadené špecializácie; 60000000-8 Dopravné služby (bez prepravy odpadu); 33140000-3 Zdravotnícky spotrebný materiál; 33134000-8 Endodontické príslušenstvo","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/290778","1","3280.000",
"OF-290854","Po karanténe","Farba a riedidlá","Syntetické farby, polyuretánové farby, riedidlá, farba na vodorovné dopravné značenie","44811000-8 Farba na vozovku; 44800000-8 Náterové farby, laky a tmely; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/290854","1","11000.000",
"OF-290872","Po karanténe","Nákup drogistického materiálu pre GP SR","toaletný papier, papierové utierky, mydlo","33772000-2 Jednorazové papierové výrobky; 33771000-5 Hygienické výrobky z papiera; 33761000-2 Toaletný papier; 33711900-6 Mydlo; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/290872","1","2249.170",
"OF-290874","Po karanténe","Železiarske výrobky a brusivá","Zámky, skrutky, brúsny papier","44316000-8 Železiarsky tovar; 44521210-3 Visiace zámky; 14811300-2 Brúsne kotúče; 44531100-2 Skrutky do dreva; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/290874","1","3325.000",
