"OpisnyFormularIdentifikator","OpisnyFormularStav","OpisnyFormularNazov","OpisnyFormularKlucoveSlova","OpisnyFormularCpv","OpisnyFormularDruh","OpisnyFormularKategoriaSluzieb","OpisnyFormularUrl","OpisnyFormularPocetVyhlasenychZakaziek","OpisnyFormularObchodovanaSumaBezDPH",
"OF-235056","Po karanténe","Náhradné diely na autobusy Sor NB12,NB18 - podvozok","Náhradné diely, autobus,Sor NB12,NB18,podvozok","34300000-0 Časti a príslušenstvo vozidiel a ich motorov; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/235056","1","1770,000",
"OF-236124","Po karanténe","Náhradné súčasti, softvér, počítač a spotrebný materiál ","Komponenty, počítač a softvér","30200000-1 Počítačové zariadenia a spotrebný materiál; 30230000-0 Zariadenia súvisiace s počítačmi; 30237000-9 Časti a príslušenstvo počítačov a spotrebný materiál k nim","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/236124","1","0",
"OF-236015","Po karanténe","Nákup nitrilových a vinylových rukavíc","Pracovné rukavice, nitril, vinyl","18424300-0 Jednorazové rukavice; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/236015","1","0",
"OF-235354","Po karanténe","Archivačné médiá: externé 2.5"" a 3,5 "" disky a USB kľúče","archivácia,  zálohovanie, externý disk, externý HDD, externý SSD,  2.5"", USB,3,5"", 3.0,USB 3.1, 1TB, 2TB, 3TB,16 GB, 32 GB, 64 GB, 256 GB, 512 GB, USB kľúče USB 3.0","30237300-2 Spotrebný materiál k počítačom; 30234500-3 Pamäťové archivačné médiá; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/235354","1","1666,650",
"OF-235849","Po karanténe","Kancelárske potreby","kancelárske potreby","30192000-1 Kancelárske potreby; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/235849","1","260,000",
"OF-235958","Po karanténe","Kancelárske potreby a papier","kancelárske potreby","30197642-8 Papier na fotokopírovanie a xerografický papier; 30192000-1 Kancelárske potreby; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/235958","1","707,500",
"OF-235583","Po karanténe","Zariadenie študovní v študentskom domove","stolička, kreslo, kovový stôl","39143000-6 Nábytok do spálne, jedálne a obývacej izby; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/235583","1","5716,670",
"OF-235749","Po karanténe","„Vybrané druhy potravín a spracovaného ovocia a zeleniny“ ","rôzné potravinárske výrobky, spracované ovocie a zelenina, cestoviny, koreniny, mlynské výrobky, polievky, cukor, droždie, vajcia, ovocné a zeleninové šťavy","15800000-6 Rôzne potravinárske výrobky; 15880000-0 Výrobky špeciálnej výživy; 15895000-8 Výrobky rýchleho občerstvenia; 03142500-3 Vajcia; 15200000-0 Spracované a konzervované ryby; 15320000-7 Ovocné a zeleninové šťavy; 15330000-0 Spracované ovocie a zelenina; 15331120-4 Spracovaná hľuzová zelenina; 15331130-7 Fazuľa, hrach, paprika, paradajky a iná zelenina; 15331150-3 Spracované strukoviny; 15331400-1 Nakladaná a/alebo konzervovaná zelenina; 15332000-4 Spracované ovocie a orechy; 15600000-4 Mlynské výrobky, škrob a škrobové výrobky; 15820000-2 Sucháre a piškóty; trvanlivé pečivo a cukrovinky; 15830000-5 Cukor a jemu príbuzné výrobky; 15841000-5 Kakao; 15850000-1 Cestoviny; 15860000-4 Káva, čaj a príbuzné produkty; 15870000-7 Koreniny a chuťové prísady; 15891000-0 Polievky a bujóny; 15898000-9 Droždie; 15899000-6 Kypriaci prášok; 60000000-8 Dopravné služby (bez prepravy odpadu); 15220000-6 Mrazené ryby, rybie filé a ostatné rybie mäso","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/235749","1","0",
"OF-235892","Po karanténe","Náhradné diely na vysokozdvižné vozíky","tesnenie, podložka, krúžok","42419200-8 Časti pracovných vozíkov; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/235892","1","0",
"OF-235288","Po karanténe","Tlač vysokoškolskej učebnice","tlač, tlačiarenská služba, výroba tlače, učebnica","79810000-5 Tlačiarenské služby; 79800000-2 Tlačiarenské a príbuzné služby; 79823000-9 Tlačiarenské a doručovateľské služby; 79824000-6 Tlačiarenské a distribučné služby; 79820000-8 Služby súvisiace s tlačou; 79821000-5 Konečná úprava tlače; 60000000-8 Dopravné služby (bez prepravy odpadu)","Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/235288","1","199,000",
