"OpisnyFormularIdentifikator","OpisnyFormularStav","OpisnyFormularNazov","OpisnyFormularKlucoveSlova","OpisnyFormularCpv","OpisnyFormularDruh","OpisnyFormularKategoriaSluzieb","OpisnyFormularUrl","OpisnyFormularPocetVyhlasenychZakaziek","OpisnyFormularObchodovanaSumaBezDPH",
"OF-254993","Po karanténe","Kancelárske stoličky","stolička, kancelárska stolička, kancelársky nábytok","39112000-0 Stoličky; 39113000-7 Rôzne sedadlá a stoličky; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/254993","1","2749.170",
"OF-269806","Po karanténe","Názov potravín: sardinky, paštéty, tuniak, mäsové konzervy","potraviny","15000000-8 Potraviny, nápoje, tabak a príbuzné produkty; 15100000-9 Živočíšne výrobky, mäso a mäsové výrobky; 15130000-8 Mäsové výrobky; 15200000-0 Spracované a konzervované ryby; 15240000-2 Ryby v konzerve a inak pripravené alebo konzervované ryby; 15131310-1 Paštéta; 15897200-4 Výrobky v konzerve; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/269806","1","0",
"OF-271226","Po karanténe","Vodoinštalačný materiál","Vodoinštalačný materiál","44411000-4 Sanitárne výrobky; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/271226","0","0",
"OF-274588","Po karanténe","Utierky časť č. 1","zdravotnícky spotrebný materiál","33141118-0 Utierky; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/274588","0","0",
"OF-274764","Po karanténe","Papierové sterilizačné vrecká časť č. 3","zdravotnícky spotrebný materiál","33198200-6 Papierové sterilizačné vrecká alebo odevy z papieroviny","Tovar","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/274764","1","5184.000",
"OF-274937","Po karanténe","Hadica pre vzduchové brzdy","Hadica pre vzduchové brzdy","44165100-5 Hadice; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/274937","1","1833.140",
"OF-275194","Po karanténe","Čistiace a hygienické prostriedky","prostriedok, kyselina, čistič, mydlo, krém, gél, dezinfekčný prostriedok, krém, sprej, zástera, ochranné rukavice, papier, servítky, sáčok, hubka, rolka, špagát, metla, kapsule, kôš, dezinfekcia, mydlo, vrecko, náplň, utierka","33700000-7 Predmety osobnej starostlivosti; 39800000-0 Čistiace a leštiace výrobky; 39224300-1 Metly a kefy a iné výrobky na upratovanie domácností; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/275194","1","23115.000",
"OF-275231","Po karanténe","Monitor pre cielenú perfúziu – GDP","monitor, mimotelový obeh, cielená perfúzia, akútne zlyhanie obličiek","33195000-3 Systém monitorovania pacientov","Tovar","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/275231","0","0",
"OF-275246","Po karanténe","Softvérová podpora pre ESRI softvér","Softvérová podpora, ESRI softvér, technická podpora","72261000-2 Softvérové podporné služby; 71356300-1 Technická podpora","Služba; Tovar","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/275246","1","0",
"OF-275294","Po karanténe","Elektroinštalačný materiál","Prúdový chránič, zásuvkový stĺpik, štartér, zásuvka, vypínač, prívodka, vidlica, ističe, svorkovnica, poistka, lišta, rozbočovacia","44322100-4 Elektroinštalačné káble; 39143122-7 Skrine so zásuvkami; 31224100-3 Zástrčky a zásuvky; 31681400-7 Elektrické súčiastky; 31219000-4 Ochranné kryty; 32442100-4 Svorkovnice; 31681000-3 Elektropríslušenstvo; 31681410-0 Elektromateriály; 31211310-4 Vypínacie poistky/vypínače; 31211300-1 Poistky; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/275294","0","0",
