"OpisnyFormularIdentifikator","OpisnyFormularStav","OpisnyFormularNazov","OpisnyFormularKlucoveSlova","OpisnyFormularCpv","OpisnyFormularDruh","OpisnyFormularKategoriaSluzieb","OpisnyFormularUrl","OpisnyFormularPocetVyhlasenychZakaziek","OpisnyFormularObchodovanaSumaBezDPH",
"OF-25180","Po karanténe","oprava výťahu  TOV 1600DX","výťah","50750000-7 Opravy a údržba výťahov; 60000000-8 Dopravné služby (bez prepravy odpadu)","Služba; Tovar","1. Opravy a údržba","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/25180","0","0",
"OF-29431","Po karanténe","Kancelársky balík  - Microsoft Office Standard 2016 ","kancelársky balík, Microsoft Office Standard, softvér, software, IT","48300000-1 Softvérový balík na vytváranie dokumentov, kreslenie, vytváranie obrázkov, harmonogramov a zlepšovanie produktivity; 48310000-4 Softvérový balík na vytváranie dokumentov; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/29431","2","6635,000",
"OF-81087","Po karanténe","Nákup hrdlových železobetónových rúr pre celkovú dĺžku 57 bm na stavbu Trenčianske Bohuslavice","Železobetónová rúra","44114220-0 Betónové rúry a ich príslušenstvo (spojky)","Tovar; Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/81087","1","6754,000",
"OF-81613","Po karanténe","Kancelárska stolička","stolička, podrúčky, kancelárska stolička","39110000-6 Sedadlá, stoličky a podobné výrobky a súvisiace časti; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/81613","0","0",
"OF-82223","Po karanténe","Ortopedický operačný stôl","Mobilný operačný stôl, stôl pre operačnú sálu, stôl pre operačné zákroky, operačný stôl, ortopedický mobilný operačný stôl","33160000-9 Operačná technika; 60000000-8 Dopravné služby (bez prepravy odpadu); 31640000-4 Stroje a prístroje s individuálnymi funkciami; 33192230-3 Operačné stoly; 33192200-4 Lekárske stoly; 33162100-4 Prístroje operačnej sály","Tovar; Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/82223","0","0",
"OF-85462","Po karanténe","Jazdené úžitkové motorové vozidlo do 3,5 t - VAN - dodávka","Jazdené úžitkové motorové vozidlo","34115300-9 Použité dopravné vozidlá; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/85462","0","0",
"OF-87731","Po karanténe","Multifunkcna laserova ciernobiela tlaciaren Xerox Workcentre 3215V_NI  ","Multifunkcna laserova ciernobiela tlaciaren ","30232110-8 Laserové tlačiarne; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/87731","1","0",
"OF-89268","Po karanténe","záznamové zariadenie","foto/video záznam, video managing, ukladanie, prenos a archivacia dát","33168000-5 Endoskopia, endochirurgické prístroje; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/89268","0","0",
"OF-90252","Po karanténe","Fakoemulzifikačná sonda  k prístroju Infinity","faco sonda","33140000-3 Zdravotnícky spotrebný materiál; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/90252","1","9039,000",
"OF-90525","Po karanténe","Výber dodávateľa technologických stojanov s PDU a klimatizáciou a UPS","zdroje nepretržitého napájania, prístrojové rozvádzače, klimatizačné zariadenia","31682200-2 Prístrojové panely, rozvádzače; 42512000-8 Klimatizačné zariadenia; 31154000-0 Zdroje nepretržitého/stáleho napájania","Tovar","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/90525","2","126853,000",
"OF-91150","Po karanténe","Organizácia pracovného stretnutia bilaterálnej komisie pre cezhraničné posudzovanie vplyvov na životné prostredie SR a Rakúska","rokovanie, stretnutie, stravovacie služby, konferenčné služby","55000000-0 Hotelové, reštauračné a maloobchodné služby; 55100000-1 Hotelové služby; 55120000-7 Služby na organizovanie stretnutí a konferencií v hoteloch; 55130000-0 Iné hotelové služby; 55300000-3 Reštauračné služby a podávanie jedál","Služba","17. Hotelové a reštauračné služby","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/91150","1","819,000",
"OF-91321","Po karanténe","Rukavice vyšetrovacie nesterilné ","vyšetrovacie rukavice, zdravotnícky materiál","33196000-0 Zdravotné pomôcky; 33140000-3 Zdravotnícky spotrebný materiál; 60000000-8 Dopravné služby (bez prepravy odpadu); 18424300-0 Jednorazové rukavice","Tovar; Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/91321","0","0",
"OF-91480","Po karanténe","Poskytovanie strážnej služby","strážna služba","79713000-5 Strážne služby","Služba","27. Ostatné služby","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/91480","1","9207,000",
"OF-91572","Po karanténe","PH meter digitálny, elektronická prenosná váha, Teplomery, Topné dosky","pH meter, váha, teplomer, ohrevné dosky","38400000-9 Nástroje na kontrolu fyzikálnych vlastností; 38310000-1 Presné váhy; 38412000-6 Teplomery; 31410000-3 Galvanické články; 60000000-8 Dopravné služby (bez prepravy odpadu); 38436310-6 Vyhrievacie dosky","Tovar; Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/91572","0","0",
"OF-91592","Po karanténe","Výškovo nastaviteľná vaňa so vstavanou dezinfekciou Classic Line","výškovo nastaviteľná vaňa, kúpací systém, dezinfekcia","44411200-6 Vane; 33192600-8 Zdvíhacie zariadenie pre zdravotnícke odvetvie; 44411000-4 Sanitárne výrobky; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","27. Ostatné služby","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/91592","1","0",
"OF-92300","Po karanténe","Rekonštrukcia priepustu Miezgovce","stavebné práce na rekonštrukcii priepustu pod cestou","45000000-7 Stavebné práce; 45233141-9 Práce na údržbe ciest; 45233142-6 Práce na oprave ciest; 60000000-8 Dopravné služby (bez prepravy odpadu)","Stavebná práca; Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/92300","0","0",
"OF-92486","Po karanténe","Výpočtová technika - súčiastky","HDD, pevný disk, SATA, SSD, RAM, pamäť, DVD+/-RW SATA mechanika, DVD-RAM USB napaľovačka, KVM Conversion option, káble KVM prepínača, PDU rozvod, kabeláž pre rack, optický patch kábel LC-LC OM3","30200000-1 Počítačové zariadenia a spotrebný materiál; 30230000-0 Zariadenia súvisiace s počítačmi; 30237000-9 Časti a príslušenstvo počítačov a spotrebný materiál k nim; 30236000-2 Rôzne počítačové vybavenie; 30233000-1 Archivačné a čítacie zariadenia; 30234400-2 Digitálne univerzálne disky (DVD); 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/92486","1","5678,900",
"OF-92648","Po karanténe","Lekárske výrobky (liečivá)","Výživová sústava, krv, srdcovo-cievny systém, močovopohlavný systém, hormonálne prípravky, antiinfekčné látky, muskuloskeletálny systém, nervový systém, dýchací systém, rôzne liečivá","33661000-1 Liečivá pre nervový systém; 33610000-9 Liečivá pre výživovú sústavu a látkovú premenu; 33621000-9 Liečivá pre krv a krvotvorné orgány; 33622000-6 Liečivá pre srdcovocievny systém; 33640000-8 Liečivá pre močovopohlavný systém; 33642000-2 Systémové hormonálne prípravky okrem pohlavných hormónov; 33651000-8 Všeobecné antiinfekčné látky na systémové použitie a očkovacie látky; 33632000-9 Liečivá pre muskuloskeletálny systém; 33670000-7 Liečivá pre dýchací systém; 33690000-3 Rôzne liečivá; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","27. Ostatné služby","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/92648","0","0",
"OF-92654","Po karanténe","Traktor s čelným nakladačom a príslušenstvom.","traktor","16710000-5 Poľnohospodárske traktory/ťahače ovládané chodcami; 60000000-8 Dopravné služby (bez prepravy odpadu); 34390000-7 Príslušenstvo ťahačov/traktorov; 16300000-8 Žacie mechanizmy; 16320000-4 Obracače sena; 16520000-6 Vykladacie prívesy pre poľnohospodárstvo; 16330000-7 Balíčkovače slamy alebo krmív; 16110000-9 Pluhy alebo kotúčové brány; 16311000-8 Kosačky trávnikov","Tovar; Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/92654","1","74200,000",
