"OpisnyFormularIdentifikator","OpisnyFormularStav","OpisnyFormularNazov","OpisnyFormularKlucoveSlova","OpisnyFormularCpv","OpisnyFormularDruh","OpisnyFormularKategoriaSluzieb","OpisnyFormularUrl","OpisnyFormularPocetVyhlasenychZakaziek","OpisnyFormularObchodovanaSumaBezDPH",
"OF-235095","Po karanténe","Infúzne roztoky  - chlorid sodný","roztoky, elektrolyty, infúzne roztoky,","33692100-8 Infúzne roztoky; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/235095","1","0",
"OF-235254","Po karanténe","Rôzne liečivá časť č. 4","liek, liečivá","33690000-3 Rôzne liečivá; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/235254","0","0",
"OF-235648","Po karanténe","Tmely, konzervačné materiály a lepidlá","tmely, konzervačné materiály, lepidlá","44830000-7 Tmely, plnivá, tesniace tmely a rozpúšťadlá; 44831000-4 Tmely, plnivá, tesniace tmely; 44831300-7 Tesniace tmely; 44831100-5 Tmely; 24963000-2 Antikorozívne výrobky; 24911200-5 Spojivá; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/235648","1","0",
"OF-235826","Po karanténe","Vzdelávacie pomôcky pre MŠ","senzorické podložky, kreatívna vzdelávacia stavebnica","37524000-7 Hry; 37524400-1 Hry zamerané na spoluprácu; 37000000-8 Hudobné nástroje, športový tovar, hry, hračky, materiály pre remeselné a umelecké práce a príslušenstvo; 37400000-2 Športový tovar a výbava; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/235826","1","420,000",
"OF-236006","Po karanténe","Hlavica centrifugálneho čerpadla ","hlavica, centrifugálne čerpadlo, mimotelový obeh","33186000-7 Jednotky pre mimotelový obeh; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/236006","0","0",
"OF-236146","Po karanténe","elektrická enegia ","dodávka elektrickej energie","09310000-5 Elektrická energia","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/236146","1","64050,130",
"OF-236257","Po karanténe","""Podpora opatrení na zmiernenie dopadov COVID-19 v nemocnici"" - Osobný automobil pre MOM","osobné motorové vozidlo","34110000-1 Osobné automobily; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/236257","0","0",
"OF-236338","Po karanténe","Cytokínový adsorbér, Hadicový set a držiak pre pripojenie do dialyzačného okruhu","cytokínový adsorbér, hladina cytokínov, SIRS, SEPSA, cytokínová búrka, polymér, CRRT, ECMO, Luer, DIN, HLM","33000000-0 Zdravotnícke vybavenie, farmaceutický materiál a výrobky osobnej starostlivosti; 33140000-3 Zdravotnícky spotrebný materiál","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/236338","1","4195,400",
"OF-236382","Po karanténe","Laboratórne sklo - podložné a krycie ","sklo laboratórne, podložné sklo, sklo krycie, sklenené výrobky pre laboratóriá, zdravotnícky spotrebný materiál","33793000-5 Sklenené výrobky pre laboratóriá; 33140000-3 Zdravotnícky spotrebný materiál; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/236382","0","0",
"OF-236435","Po karanténe","Resuscitačné lôžko pre novorodencov ","resuscitačné, novorodenecké lôžko, lôžko","39143110-0 Postele a lôžkoviny a špeciálne mäkké vybavenie; 33172200-8 Prístroje na resuscitáciu; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/236435","0","0",
