"OpisnyFormularIdentifikator","OpisnyFormularStav","OpisnyFormularNazov","OpisnyFormularKlucoveSlova","OpisnyFormularCpv","OpisnyFormularDruh","OpisnyFormularKategoriaSluzieb","OpisnyFormularUrl","OpisnyFormularPocetVyhlasenychZakaziek","OpisnyFormularObchodovanaSumaBezDPH",
"OF-91276","Po karanténe","Rukavice chirurgické sterilné ","chirurgické rukavice, zdravotnícky materiál","33196000-0 Zdravotné pomôcky; 33141420-0 Chirurgické rukavice; 33140000-3 Zdravotnícky spotrebný materiál; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/91276","1","1010,000",
"OF-146727","Po karanténe","Zdvihák hydraulický s nosnosťou 3 tony","zdvihák, hydraulický zdvihák, nosnosť, 3 tony","42413000-4 Zdviháky a zariadenia na zdvíhanie vozidiel; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/146727","1","0",
"OF-176043","Po karanténe","Zemný plyn","zemný plyn, dodávka zemného plynu, preprava a distribúcia zemného plynu","09123000-7 Zemný plyn; 65200000-5 Rozvod plynu a súvisiace služby; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/176043","1","0",
"OF-191136","Po karanténe","Dodávka zemného plynu","Zemný plyn, dodávka zemného plynu, distribúcia zemného plynu","09123000-7 Zemný plyn; 65200000-5 Rozvod plynu a súvisiace služby","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/191136","1","0",
"OF-198105","Po karanténe","Flexibilný videoureterorenoskop s príslušenstvom ","videoureterorenoskop","33125000-2 Urológia, vyšetrovacie prístroje; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/198105","0","0",
"OF-198543","Po karanténe","Dielenské zariadenia","Montážne lehátko, pneumatický uťahovák, umývací stôl, montážny vozík, momentové a rázové kľúče, sťahovák, mazací lis.","43800000-1 Dielenské zariadenia; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/198543","1","0",
"OF-198836","Po karanténe","Pranie a chemické čistenie nemocničnej bielizne","pranie, chemické čistenie, bielizeň, prádlo","98310000-9 Pranie a chemické čistenie; 98311000-6 Zber bielizne; 60000000-8 Dopravné služby (bez prepravy odpadu)","Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/198836","1","219450,000",
"OF-199160","Po karanténe","Interiérové dvere do učební","dvere interiérové","44221200-7 Dvere; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/199160","0","0",
"OF-199652","Po karanténe","Bavlnené  pletacie priadze s pletiarskym zákrutom na výrobu letných ponožiek ","bavlnené priadze, pletacie priadze","19433000-0 Bavlnená priadza; 19435200-6 Pletacie priadze; 60000000-8 Dopravné služby (bez prepravy odpadu); 19436000-1 Priadze z rastlinných textilných vlákien","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/199652","1","2875,000",
"OF-199657","Po karanténe","Pletacia priadza s pletiarskym zákrutom  na výrobu zimných ponožiek ","bavlnená priadza, pletacie priadze","19433000-0 Bavlnená priadza; 19435200-6 Pletacie priadze; 60000000-8 Dopravné služby (bez prepravy odpadu); 19436000-1 Priadze z rastlinných textilných vlákien","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/199657","1","2666,660",
"OF-199752","Po karanténe","Kurz na rozšírenie vodičského oprávnenia zo skupiny „C“ na skupinu „D“","Kurz na rozšírenie vodičského oprávnenia zo skupiny „C“ na skupinu „D“,","80411000-8 Autoškoly","Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/199752","0","0",
"OF-199760","Po karanténe","Rifľovina","Tkaniny s keprovou väzbou, tkané textílie, špeciálne tkaniny, zmesové tkaniny","19212000-5 Bavlnené tkaniny; 19240000-0 Špeciálne tkaniny; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/199760","1","0",
"OF-199842","Po karanténe","Vchodové hliníkové dvere (vonkajšie, vnútorné) a predeľovacia hliníkovosklenená stena","Dodávka materiálu so zameraním a montážou vchodových hliníkových dverí (vonkajšie, vnútorné) a predeľovacou hliníkovosklenenou stenou","44221200-7 Dvere; 45421131-1 Montáž dverí; 45262520-2 Murárske práce; 45441000-0 Sklenárske práce; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/199842","0","0",
"OF-199865","Po karanténe","4. Kamenivo na zimný posyp ciest ","Drvený kameň, kamenivo, materiál na zimnú údržbu ciest","44113910-7 Materiály na zimnú údržbu","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/199865","1","45100,000",
"OF-199890","Po karanténe","Modely a vybavenie pre výcvik ","figurína, model, výcvik, maskovacia, zranenie, úraz, simulácia","39162200-7 Učebné pomôcky a zariadenia; 35112100-3 Záchranárske cvičné figuríny; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/199890","1","0",
"OF-200215","Po karanténe","Nákup SSD diskov k rozšíreniu existujúceho diskového poľa NetApp E2824HA","SSD disky, rozšírenie diskového poľa NetApp E2824HA","30233141-1 Nadbytočné pole nezávislých diskov (RAID); 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/200215","1","0",
"OF-200373","Po karanténe","Vodoinštalačný materiál","vodoinštalačný materiál","44163000-0 Rúrky a príslušenstvo (spojky); 44165100-5 Hadice; 42131000-6 Výpusty, kohúty a ventily; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/200373","1","0",
"OF-200410","Po karanténe","Fotoaparát s príslušenstvom","fotoaparát, objektív, brašňa","38651600-9 Digitálne fotoaparáty; 18925200-1 Puzdrá; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/200410","0","0",
"OF-200489","Po karanténe","Cestné oceľové zvodidlá.","Cestné oceľové zvodidlá s príslušenstvom, bezpečnostné zariadenia, vybavenie pozemnej komunikácie","35113300-2 Bezpečnostné zariadenia; 34920000-2 Cestné príslušenstvo; 34996000-5 Regulačné, bezpečnostné alebo signalizačné zariadenia pre cestnú dopravu; 60100000-9 Služby cestnej dopravy","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/200489","1","139400,000",
"OF-200514","Po karanténe","Zváracie materiály","Zváracie materiály, Elektródy","31711140-6 Elektródy; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/200514","0","0",
"OF-200585","Po karanténe","Služby v oblasti nakladania s odpadmi v obci","odpad, zber, preprava, likvidácia, zneškodňovanie","90500000-2 Služby súvisiace s likvidáciou odpadu a odpadom; 90511000-2 Služby na zber odpadu; 90512000-9 Služby na prepravu odpadu; 90513200-8 Likvidácia tuhého komunálneho odpadu; 90510000-5 Likvidácia a spracovanie odpadu","Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/200585","0","0",
"OF-200593","Po karanténe","Jednorazové defibrilačné elektródy ","Defibrilácia, elektródy, jednorazové","31711140-6 Elektródy","Tovar","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/200593","0","0",
"OF-200596","Po karanténe","Náhradné diely do kosačiek a krovinorezov","Náhradné diely do kosačiek a krovinorezov","16311100-9 Kosačky trávnikov, parkov alebo športovísk; 44514200-8 Časti náradia; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/200596","1","0",
"OF-200703","Po karanténe","Zametacie kartáče","kartáč valcový, kartáč rotačný","39224200-0 Kefy; 34114000-9 Špeciálne vozidlá","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/200703","1","0",
"OF-200714","Po karanténe","Softvér na prevod hlasu na písaný text","audio záznam, hlas, softvér, formulár, reprodukcia","48314000-2 Softvérový balík na rozoznávanie hlasu; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/200714","0","0",
"OF-200732","Po karanténe","Pacientsky ventilátor pre umelú pľúcnu ventiláciu","pacientsky ventilátor, prístroj na umelú pľúcnu ventiláciu","33157400-9 Lekárske dýchacie prístroje; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/200732","0","0",
"OF-200790","Po karanténe","Chladič, pasta, pamäť, disky 29/2019","pc komponenty - chladič, pamäť, spotrebný materiál k pc - pasta","30237000-9 Časti a príslušenstvo počítačov a spotrebný materiál k nim; 30233100-2 Počítačové pamäťové jednotky; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/200790","1","213,990",
"OF-200824","Po karanténe","Odber, odvoz, zhodnotenie /zneškodnenie nebezpečného odpadu ","Odber, odvoz, zhodnotenie/zneškodnenie nebezpečného odapdu","90510000-5 Likvidácia a spracovanie odpadu; 90500000-2 Služby súvisiace s likvidáciou odpadu a odpadom; 90512000-9 Služby na prepravu odpadu","Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/200824","1","5000,000",
"OF-200845","Po karanténe","Tmely, konzervačný materiál a lepidlá","Lepidlo na opravu duší, lepiaca sada, tmel, laminovacia súprava, tmel na motor, záplaty na duše, lepiaca súprava","44830000-7 Tmely, plnivá, tesniace tmely a rozpúšťadlá; 44831100-5 Tmely; 44831300-7 Tesniace tmely; 24911200-5 Spojivá; 34312500-2 Tesnenia; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/200845","0","0",
"OF-200850","Po karanténe","Motorové vozidlá","Motorové vozidlá, terénne a cestné vozidlá, osobné automobily","34100000-8 Motorové vozidlá; 34110000-1 Osobné automobily; 34113200-4 Terénne a cestné vozidlá; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/200850","1","81950,000",
"OF-200860","Po karanténe","Inštalačné práce pre automatizovanú správu registratúry","implementácia softvéru, konfigurovanie softvéru, softvérové balíky a informačné systémy, dopravné služby","48000000-8 Softvérové balíky a informačné systémy; 72263000-6 Implementácia softvéru; 72265000-0 Konfigurovanie softvéru; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/200860","0","0",
"OF-200947","Po karanténe","Stolný počítač All-in-One","výkonný osobný stolný počítač  All-in-One","30200000-1 Počítačové zariadenia a spotrebný materiál; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/200947","1","1337,500",
"OF-200988","Po karanténe","Elektroinštalačný materiál - svietidla","svietidla","31532900-3 Žiarivkové svietidlá; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/200988","0","0",
"OF-200993","Po karanténe","Tmely, konzervačné materiály a lepidlá","Tmel silikónový, sekundové lepidlo, lepidlo na drevo, montážna PUR PENA, tmel silikonový transoparentný, lepidlo duvilax, lepidlo na obklady, tmel sklenársky, lepidlo na dlažbu mrazuvzdorné","44831300-7 Tesniace tmely; 24911200-5 Spojivá; 44831100-5 Tmely; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/200993","0","0",
"OF-200996","Po karanténe","Kartotékové skrine ","kartotéky, lístkovnice, registračky, skrine, kartotékové skrine","39132200-8 Kartotékové skrine; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/200996","1","533,330",
"OF-201030","Po karanténe","Vrecká na psie exkrementy","vrecká, sáčky, psie exkrementy","19640000-4 Polyetylénový odpad a odpadkové vrecká a vaky; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/201030","1","0",
"OF-201040","Po karanténe","likvidácia nebezpečných vecí","likvidácia nebezpečných vecí","90500000-2 Služby súvisiace s likvidáciou odpadu a odpadom; 60000000-8 Dopravné služby (bez prepravy odpadu)","Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/201040","1","0",
"OF-201042","Po karanténe","Nákup kancelárskeho papiera","xerografický papier, formát A4, Xerografický  papier  formátu A3","30197643-5 Papier na fotokopírovanie; 30197644-2 Xerografický papier; 30197642-8 Papier na fotokopírovanie a xerografický papier; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/201042","0","0",
