"OpisnyFormularIdentifikator","OpisnyFormularStav","OpisnyFormularNazov","OpisnyFormularKlucoveSlova","OpisnyFormularCpv","OpisnyFormularDruh","OpisnyFormularKategoriaSluzieb","OpisnyFormularUrl","OpisnyFormularPocetVyhlasenychZakaziek","OpisnyFormularObchodovanaSumaBezDPH",
"OF-298175","Po karanténe","Oprava hasiacich prístrojov ","hasiaci prístroj, kontrola, požiarna ochrana","71356100-9 Technická kontrola; 50514000-1 Opravy a údržba kovových nádob; 35111300-8 Hasiace zariadenia; 60000000-8 Dopravné služby (bez prepravy odpadu)","Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/298175","1","804.070",
"OF-298403","Po karanténe","Audiovizuálne zariadenia","audiosystém, reproduktor, mikrofón, powerbanka, video prepínač","32340000-8 Mikrofóny a reproduktory; 32342300-5 Mikrofónové a reproduktorové sústavy; 32342410-9 Zvukové zariadenie; 32333000-6 Prístroj na videozáznam alebo reprodukciu; 32320000-2 Televízne a audiovizuálne zariadenia; 30237280-5 Napájacie príslušenstvo; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/298403","1","8073.170",
"OF-298469","Po karanténe","Licenčný maintenance SAS VIYA","licencia, SAS, SAS VIYA","72261000-2 Softvérové podporné služby","Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/298469","1","114100.000",
"OF-298550","Po karanténe","Kovové šatníkové skrine, kancelárske skrine, liekové skrine a  kartotékové skrine ","kovová šatníková skriňa, kovová kartotéková skriňa, kartotéka, kancelárska kovová skriňa,","33192000-2 Zdravotnícky nábytok; 39132100-7 Archivačné skrine; 39132200-8 Kartotékové skrine; 39143121-0 Šatníky; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/298550","0","0",
"OF-298823","Po karanténe","Odvoz a likvidácia nebezpečného odpadu","odpad, likvidácia, zber, preprava","90520000-8 Služby súvisiace s rádioaktívnym, toxickým, zdravotníckym a nebezpečným odpadom; 60000000-8 Dopravné služby (bez prepravy odpadu)","Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/298823","0","0",
"OF-298841","Po karanténe","Služba potlače elektronických čipových kariet","potlač, potlač kariet","79811000-2 Služby v oblasti digitálnej tlače; 30162000-2 Smart (inteligentné) karty; 60000000-8 Dopravné služby (bez prepravy odpadu)","Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/298841","0","0",
"OF-298852","Po karanténe","ŠZM - obväzový materiál , striekačky a ihly","obväzový materiál , striekačky a ihly","33140000-3 Zdravotnícky spotrebný materiál; 33141310-6 Injekčné striekačky; 33194120-3 Potreby na infúzie; 33141119-7 Obklady/obväzy; 18424300-0 Jednorazové rukavice; 60000000-8 Dopravné služby (bez prepravy odpadu); 33751000-9 Jednorazové plienky","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/298852","1","0",
"OF-298911","Po karanténe","Vrecia na odpad","PE vrecia na odpad","19640000-4 Polyetylénový odpad a odpadkové vrecká a vaky; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/298911","0","0",
"OF-298975","Po karanténe","Kancelársky nábytok (pre FPV a FMK)","stolička, stôl, kontajner, skriňa, kreslo, taburetka, stolík, komoda, vešiak, paraván","39130000-2 Kancelársky nábytok; 39100000-3 Nábytok; 39121200-8 Stoly; 39121100-7 Písacie stoly; 39112000-0 Stoličky; 39113000-7 Rôzne sedadlá a stoličky; 39141300-5 Skrine; 39122000-3 Skrine a knižnice; 39132100-7 Archivačné skrine; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/298975","1","20568.290",
"OF-299006","Po karanténe","Skúška dlhodobej stability zariadenia a bezpečnostno - technická kontrola mobilného RTG Fujifilm XD2000 FDR XAIR ","Technická, bezpečnostná, rtg, fujifilm, fdr, xd2000, skúška, stabilita, dlhodobá, kontrola.","50421000-2 Opravy a údržba lekárskych zariadení; 33111000-1 Röntgenové prístroje; 60000000-8 Dopravné služby (bez prepravy odpadu)","Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/299006","1","1066.000",
