"OpisnyFormularIdentifikator","OpisnyFormularStav","OpisnyFormularNazov","OpisnyFormularKlucoveSlova","OpisnyFormularCpv","OpisnyFormularDruh","OpisnyFormularKategoriaSluzieb","OpisnyFormularUrl","OpisnyFormularPocetVyhlasenychZakaziek","OpisnyFormularObchodovanaSumaBezDPH",
"OF-233456","Po karanténe","Drevotrieskové dosky","doska, DTD, drevotrieska,","44191300-8 Drevotriesková doska; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/233456","0","0",
"OF-238282","Po karanténe","Farba antikorózna konštrukčná VAGONA S 2553/STN 5450 ","farba antikorózna konštrukčná VAGONA S 2553/STN 5450 KAKI","44810000-1 Náterové farby; 60000000-8 Dopravné služby (bez prepravy odpadu); 44800000-8 Náterové farby, laky a tmely","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/238282","1","3749,950",
"OF-242144","Po karanténe","Servis, údržba a opravy veľkokuchynských zariadení  ","Servis, oprava a údržba, plynový sporák, varný kotol, smažiaca panvica, konvektomat, mäsomlynec, umývačka riadu, stroj rezací, škrabka","50530000-9 Opravy a údržba strojov; 60000000-8 Dopravné služby (bez prepravy odpadu); 50883000-8 Opravy a údržba zariadenia pre verejné stravovanie; 42215200-8 Zariadenia na spracovanie potravín; 50531100-7 Opravy a údržba kotlov; 50531200-8 Služby na údržbu plynových zariadení; 50000000-5 Opravárske a údržbárske služby","Služba; Tovar","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/242144","0","0",
"OF-244095","Po karanténe","Ložiská","Ložiská","44440000-6 Ložiská; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/244095","0","0",
"OF-251182","Po karanténe","Nákup drogériového tovaru pre potreby Národnej diaľničnej spoločnosti, a.s.","drogériový tovar","39800000-0 Čistiace a leštiace výrobky; 33700000-7 Predmety osobnej starostlivosti; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/251182","1","0",
"OF-251274","Po karanténe","Realizácia interiérového vybavenia dvoch depozitárov s montážou v rámci projektu financovaného z programu spolupráce INTERREG V-A SK-AT 2014 - 2020. ","Interiérové vybavenie","39290000-1 Rôzne vybavenie a zariadenie interiérov; 39150000-8 Rôzny nábytok a vybavenie; 39171000-1 Vitríny; 45421153-1 Montáž vstavaného nábytku; 45432120-1 Montáž dvojitej podlahy; 45255400-3 Montážne práce","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/251274","0","0",
"OF-252180","Po karanténe","Pracovné odevy pre záchranárov","bundy, nohavice, odevy, pracovné odevy","18110000-3 Pracovné odevy; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/252180","0","0",
"OF-252579","Po karanténe","Elektrolyt","kyselina sírová, elektrolyt, AKB","24311411-1 Kyselina sírová; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/252579","0","0",
"OF-253329","Po karanténe","Stravné poukážky","Stravné poukážky, dodanie stravných poukážok","30199770-8 Stravné poukážky; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/253329","1","7139,330",
"OF-253382","Po karanténe","Nákup ručných pneumatických a motorových prístrojov","Motorová píla","42650000-7 Pneumatické alebo motorové ručné nástroje; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/253382","1","0",
"OF-253407","Po karanténe","Kancelársky papier pre laserové multifunkčné zariadenia a atramentové tlačiarne ","papier do laserovej tlačiarne; papier do fotokopírovacieho stroja","30197642-8 Papier na fotokopírovanie a xerografický papier; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/253407","1","3583,320",
"OF-253466","Po karanténe","Kryoablačný elektrofyziologický set na abláciu pľúcnych žíl","kryoablačný set, elektrofyziologický set, katéter","33141200-2 Katétre; 33141240-4 Príslušenstvo ku katétrom; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/253466","0","0",
"OF-253574","Po karanténe","Dodávka elektrickej energie vrátane distribučných a ostatných  služieb","elektrika, elektrická energia, distribúcia","09310000-5 Elektrická energia; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/253574","0","0",
