"OpisnyFormularIdentifikator","OpisnyFormularStav","OpisnyFormularNazov","OpisnyFormularKlucoveSlova","OpisnyFormularCpv","OpisnyFormularDruh","OpisnyFormularKategoriaSluzieb","OpisnyFormularUrl","OpisnyFormularPocetVyhlasenychZakaziek","OpisnyFormularObchodovanaSumaBezDPH",
"OF-141363","Po karanténe","Čistiace prostriedky","Čistiace prostriedky, dezinfekčné prostriedky, umývacie prostriedky, leštiace prostriedky, odmasťovacie prostriedky, prostriedky na odstraňovanie vodného kameňa, vedrá, zmetáky","39800000-0 Čistiace a leštiace výrobky; 39831300-9 Čistiace prostriedky na podlahu; 39831600-2 Čistiace prostriedky na toalety; 39832000-3 Čistiace prostriedky na riad; 39830000-9 Čistiace výrobky; 39832100-4 Čistiaci prášok na riad; 39831220-4 Odmasťovacie prostriedky; 39831210-1 Saponáty na umývanie riadu; 39831200-8 Saponáty; 24455000-8 Dezinfekčné prostriedky; 39224000-8 Metly a kefy a iné predmety rôznych typov; 39224300-1 Metly a kefy a iné výrobky na upratovanie domácností; 39224100-9 Metly; 39224310-4 WC kefy; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/141363","1","3332,500",
"OF-141374","Po karanténe","Multifunkčné zariadenie Canon iR Advance C5535i, alebo ekvivalentný","multifunkčné zariadenie, obojstranná tlač, skenovanie","30121430-6 Digitálne rozmnožovacie stroje; 30121000-3 Zariadenia na fotokopírovanie a termografické kopírovanie; 38520000-6 Skenery; 30216110-0 Skenery na používanie s počítačom","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/141374","0","0",
"OF-141406","Po karanténe","Vodoinštalačný materiál ","ventil, sifón, ppr rúry, koleno, batéria","42130000-9 Výpusty, kohúty, ventily a podobné príslušenstvo; 44164310-3 Rúry a príslušenstvo (spojky); 42131260-6 Guľové/plavákové ventily; 44167400-2 Kolená; 42131240-0 Priame (guľové) ventily; 44167300-1 Ohyby, nátrubky a príslušenstvo na rúrky; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/141406","1","1583,320",
"OF-141424","Po karanténe","Zdravotnícke tlačivá","Zdravotnícke tlačivá ","22000000-0 Tlačené výrobky a príbuzné produkty; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/141424","1","337,000",
"OF-141431","Po karanténe","Infúzna súprava na gravitačné aj pretlakové podanie 150cm, aspiračný tŕň minispike modrý, intravenózna kanyla bez portu, Bezpečnostná intravenózna kanyla bez portu","Infúzna súprava na gravitačné aj pretlakové podanie 150cm, aspiračný tŕň minispike modrý, intravenózna kanyla bez portu, Bezpečnostná intravenózna kanyla bez portu","33140000-3 Zdravotnícky spotrebný materiál; 33194120-3 Potreby na infúzie; 33194000-6 Prístroje a nástroje na transfúziu a infúziu; 33196000-0 Zdravotné pomôcky; 33141626-4 Dávkovacie súpravy; 33141240-4 Príslušenstvo ku katétrom; 33141300-3 Punkcia ciev, prístroje na odber vzoriek krvi; 33141320-9 Lekárske ihly; 33141321-6 Ihly na anestéziu; 33141322-3 Arteriálne ihly; 33141327-8 Ihly s odtokom; 33141220-8 Kanyly; 33141328-5 Epidurálne ihly; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/141431","0","0",
"OF-141438","Po karanténe","Bezkontaktný tonometer s pachymetrom ","tonometer, oftalmologické prístroje","33122000-1 Oftalmologické prístroje; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/141438","1","7400,000",
"OF-141449","Po karanténe","Prístroje a zariadenia pre laboratórnu diagnostiku. ","mraziaci box, pumpa, softvér, spektrofotometer, inkubátor","39711120-6 Mrazničky; 42513000-5 Chladiace a mraziace zariadenia; 42513100-6 Mraziace zariadenia; 42122450-9 Vákuové čerpadlá; 48100000-9 Softvérový balík pre konkrétne odvetvie; 48180000-3 Softvérový balík pre zdravotníctvo; 33152000-0 Inkubátory; 38433000-9 Spektrometre; 60000000-8 Dopravné služby (bez prepravy odpadu); 51430000-5 Inštalácia laboratórnych zariadení","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/141449","1","0",
"OF-141456","Po karanténe","Oprava nakladača Bobcat T3571"," Oprava nakladača Bobcat","50114000-7 Oprava a údržba nákladných vozidiel; 34330000-9 Náhradné diely pre vozidlá na prepravu tovaru, pre dodávky a osobné automobily","Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/141456","1","3095,000",
"OF-141463","Po karanténe","Horúcovzdušný sterilizátor s nútenou cirkuláciou vzduchu s objemom 222 litrov","sterilizátor, horúcovzdušný ","33191100-6 Sterilizátory; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/141463","1","3834,170",
"OF-141481","Po karanténe","Stavebný materiál","zatrávňovacia dlažba, flexibilné stavebné lepidlo, silikátová penetrácia, vysoko koncentrovaný roztok na likvidáciu rias a plesní, tekutá hydroizolácia","44111700-8 Dlaždice; 44111400-5 Nátery a obklady/izolácie/opláštenie múrov; 44111800-9 Malta (stavebná); 24312120-1 Chloridy; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/141481","1","193,000",
