"OpisnyFormularIdentifikator","OpisnyFormularStav","OpisnyFormularNazov","OpisnyFormularKlucoveSlova","OpisnyFormularCpv","OpisnyFormularDruh","OpisnyFormularKategoriaSluzieb","OpisnyFormularUrl","OpisnyFormularPocetVyhlasenychZakaziek","OpisnyFormularObchodovanaSumaBezDPH",
"OF-3239","Po karanténe","mobil","telekomunikačné zariadenie","32510000-1 Bezdrôtový telekomunikačný systém; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/3239","0","0",
"OF-42318","Po karanténe","Mobilné hlasové a dátové služby, mobilné telefóny, mobilný internet","Telekomunikačné služby, Telefónne služby, Telefonovanie, Mobilné telefóny, Mobilný internet","64212000-5 Mobilné telefónne služby; 32250000-0 Mobilné telefóny","Služba; Tovar","5. Telekomunikačné služby ","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/42318","0","0",
"OF-50072","Po karanténe","Plastové vtokové mreže dažďových vpustov pre pozemné komunikácie","Plastové vtokové mreže","44423750-3 Kryty kanálov; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/50072","0","0",
"OF-50987","Po karanténe","Anestéziologická pracovná stanica","Anestéziologická pracovná stanica","33172100-7 Prístroje na anestéziu; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/50987","0","0",
"OF-54494","Po karanténe","Vodoinštalacný materiál","napúšťací ventil na WC, vypúšťacie zariadenie na WC, vodoinštalačný materiál","39370000-6 Vodoinštalácie; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/54494","1","2010,000",
"OF-55190","Po karanténe","Nákup 4 novovyrobených stanov s konštrukciou a celým príslušenstvom","stany, príslušenstvo stanu, konštrukcia, ochranné a tieniace plachty, nepremokavé plachty","39522530-1 Stany; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/55190","1","15997,390",
"OF-55448","Po karanténe","Dýchací prístroj s uzavretým okruhom","dýchací prístroj","44611200-8 Dýchacie prístroje; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/55448","1","88000,000",
"OF-55569","Po karanténe","Termovízna kamera","kamera","38431000-5 Detekčné prístroje; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/55569","2","121040,830",
"OF-55817","Po karanténe","Chladiaci box pre zosnulých","box, zosnulých, plexisklo-sklo z hornej časti rovný povrch, drevený rám ","33971000-7 Vybavenie márnic; 60000000-8 Dopravné služby (bez prepravy odpadu); 42513000-5 Chladiace a mraziace zariadenia; 42513210-0 Chladiace vitríny","Tovar; Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/55817","1","0",
"OF-57429","Po karanténe","Nákup svetelnej, zvukovej a kancelárskej techniky","stroboskop, reflektor, osobný počítač, notebook, softvér, tlačiareň, statív, zvuková karta,","31000000-6 Elektrické stroje, prístroje, zariadenia a spotrebný tovar; osvetlenie; 31527000-6 Bodové reflektory; 38562000-2 Stroboskopy; 30213000-5 Osobné počítače; 30213100-6 Prenosné počítače; 48520000-9 Multimediálny softvérový balík; 30232150-0 Atramentové tlačiarne; 30232110-8 Laserové tlačiarne; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/57429","1","11780,000",
"OF-58505","Po karanténe","Staničné údržbové batérie","batéria, záložný zdroj elektrickej energie","31440000-2 Batérie; 31422000-0 Sady batérií; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/58505","1","12950,000",
"OF-60708","Po karanténe","Asfaltová zmes, obaľovaná za tepla AC 11 obrusná 50/70","asfaltová zmes AC 11 obrusná","44113620-7 Asfalt; 44113700-2 Materiály na opravu ciest","Tovar; Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/60708","1","95833,330",
"OF-62755","Po karanténe","Dodávka úžitkového elektromobilu","elektromobil, vozidlo na elektrický pohon, preprava ","34144900-7 Vozidlá na elektrický pohon","Tovar","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/62755","1","26200,000",
