"OpisnyFormularIdentifikator","OpisnyFormularStav","OpisnyFormularNazov","OpisnyFormularKlucoveSlova","OpisnyFormularCpv","OpisnyFormularDruh","OpisnyFormularKategoriaSluzieb","OpisnyFormularUrl","OpisnyFormularPocetVyhlasenychZakaziek","OpisnyFormularObchodovanaSumaBezDPH",
"OF-38326","Po karanténe","Notebooky 42ks","Notebooky na prácu so samostatnou grafikou ","30213100-6 Prenosné počítače; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/38326","1","9727,000",
"OF-44977","Po karanténe","Reťaze","Reťaze","16820000-9 Časti lesníckych mechanizmov; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/44977","0","0",
"OF-61981","Po karanténe","Nákup a dodávka elektrospotrebičov","chladnička, práčka, umývačka, varná doska","39700000-9 Spotrebiče pre domácnosť; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/61981","1","17900,010",
"OF-73932","Po karanténe","Rámy na obrazy","Rám, obraz","39298200-9 Rámy na obrazy; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/73932","1","93,000",
"OF-74869","Po karanténe","Opravy vonkajšej kanalizácie","opravy a údržba, kanalizácia","50700000-2 Opravy a údržba vnútornej inštalácie budov; 90000000-7 Kanalizačné služby, služby na odstraňovanie odpadu, čistenie a environmentálne služby; 45330000-9 Kanalizačné a sanitárne práce","Služba","1. Opravy a údržba","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/74869","1","7730,000",
"OF-75460","Po karanténe","Tabletovaná soľ regeneračná","soľ, tabletovaná, tabletková, tabletová, regeneračná, regeneráciu, zmäkčovanie","14400000-5 Soľ a čistý chlorid sodný; 15872400-5 Soľ; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/75460","2","509,000",
"OF-76618","Po karanténe","Servis osobných motorových vozidiel","servis motorových vozidiel, oprava motorových vozidiel","50100000-6 Opravy, údržba a súvisiace služby pre vozidlá a príbuzné vybavenie; 34330000-9 Náhradné diely pre vozidlá na prepravu tovaru, pre dodávky a osobné automobily","Služba; Tovar","1. Opravy a údržba","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/76618","1","5900,000",
"OF-80386","Po karanténe","Čistiace prostriedky","čistiace prostriedky","39832000-3 Čistiace prostriedky na riad; 39831300-9 Čistiace prostriedky na podlahu; 33741100-7 Čistiace prostriedky na ruky; 33631600-8 Antiseptiká a dezinfekčné prostriedky; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/80386","0","0",
"OF-81904","Po karanténe","Umelecko-remeselná obnova balkóna a kamenného schodiska","Umelecko-remeselná obnova, vodoodelnosť","45262600-7 Rôzne špecializované remeselné stavebné práce; 45324000-4 Štukatérske práce; 45000000-7 Stavebné práce; 45262000-1 Špecializované remeselnícke stavebné práce okrem strešných prác; 45262100-2 Lešenárske práce; 45262690-4 Celková údržba chátrajúcich budov; 45261420-4 Izolačné práce proti vode; 44900000-9 Kameň na stavebné účely, vápenec, sadrovec a bridlica","Stavebná práca; Služba; Tovar","27. Ostatné služby","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/81904","1","0",
"OF-83779","Po karanténe","Čistička filmových pásov","čistička, kino film, 16mm, 35mm","32321100-0 Filmové zariadenia; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/83779","1","88000,000",
