"OpisnyFormularIdentifikator","OpisnyFormularStav","OpisnyFormularNazov","OpisnyFormularKlucoveSlova","OpisnyFormularCpv","OpisnyFormularDruh","OpisnyFormularKategoriaSluzieb","OpisnyFormularUrl","OpisnyFormularPocetVyhlasenychZakaziek","OpisnyFormularObchodovanaSumaBezDPH",
"OF-184800","Po karanténe","stolový počítač, monitor, klávesnica, notebook, počítačová myš","stolový počítač, monitor, klávesnica, notebook, počítačová myš","30200000-1 Počítačové zariadenia a spotrebný materiál; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/184800","1","1966,670",
"OF-184491","Po karanténe","Dodávka PLC systémov s príslušenstvom","PLC systémy, riadiace systémy","38570000-1 Regulačné a kontrolné zariadenia a prístroje; 31682210-5 Prístrojové vybavenie a regulačné zariadenia; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/184491","1","3391,250",
"OF-185361","Po karanténe","Kanalizácia a vodovodná prípojka- dodávka materiálu","Stavebný materiál určený na vybudovanie vodovodnej prípojky a kanalizácie.","44131000-7 Kanalizačné šachty; 44163110-4 Odvodňovacie rúrky; 44163130-0 Kanalizačné rúry; 44164310-3 Rúry a príslušenstvo (spojky); 44167400-2 Kolená","Tovar","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/185361","1","0",
"OF-184030","Po karanténe","Dodávka a pokládka koberca do kancelárie"," koberec, interiérový, metrážny, sokel, pokládka","39531000-3 Koberce; 39530000-6 Koberce, rohože a predložky; 39531310-9 Kobercové dlážkové krytiny; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/184030","1","999,170",
"OF-184468","Po karanténe","Spotrebný materiál a reagencie ","centrifugačné skúmavky, mikroplatne, kultivácia buniek","33694000-1 Diagnostické činidlá; 33192500-7 Skúmavky; 19520000-7 Plastové výrobky; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/184468","1","2268,000",
"OF-185261","Po karanténe","Chemikálie – Dodanie spotrebného chemického materiálu a molekulárne-biologických kitov-Chemikálie a spotrebný materiál pre molekulárnu biológiu I.","chemikálie, spotrebný materiál","33124130-5 Diagnostický spotrebný materiál; 24300000-7 Základné anorganické a organické chemikálie; 24315000-5 Rôzne anorganické chemikálie; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/185261","1","0",
"OF-184259","Po karanténe","Základné potraviny a koreniny","koreniny, základné potraviny, ryža, ocot, soľ, čaj, uhorky sterilizované, hrášok sterilizovaný, fazuľka, kukurica, lečo, paradajkový pretlak, chren, krupica, sójové platy, cukor, kakaový prášok, škorica, hrozienka, sirup, mak, múka, ryža, šampiňóny, horčica, kečup, kompót, krúpy, džem, med","15870000-7 Koreniny a chuťové prísady; 15863000-5 Čaj; 15872100-2 Paprika; 15872200-3 Korenie; 15871000-4 Ocot; omáčky; miešané korenisté zmesi; horčičná múčka a prášok; pripravená horčica; 15872400-5 Soľ; 15871110-8 Ocot alebo ekvivalent; 03211300-6 Ryža; 15831600-8 Med; 15831000-2 Cukor; 15871230-5 Paradajkový kečup; 15612130-1 Hladká múka; 15612110-5 Hrubá múka; 15612000-1 Obilná alebo rastlinná múka a príbuzné výrobky; 15841000-5 Kakao; 03222115-2 Hrozienka; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/184259","1","60916,660",
"OF-184966","Po karanténe","TOSHIBA HDD CANVIO FOR DESKTOP 3TB,"," 3,5"", USB 3.0, černý HDWC330EK3JA","30234000-8 Pamäťové médiá; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/184966","1","78,320",
"OF-185470","Po karanténe","Mrazená hydina, mrazené ryby a mrazené výrobky ","kuracie rezne, kurčatá, stehná, kačica, morčacie rezne, mrazené ryby a ostatné rybie mäso a mrazené výrobky ","15112000-6 Hydina; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/185470","1","0",
"OF-184866","Po karanténe","Čistiace a hygienické potreby","Čistiaci prášok na riad, Čistiace prostriedky na toalety,  Prostriedok na umývanie podláh, Saponát na umývanie riadu, Mydlo na pranie, Cheiron alebo ekvivalent, Grilpur alebo ekvivalent, Savo Perex, Pulirapid alebo ekvivalent, Leštenka na nábytok, Osviežovač vzduchu, WC blok, Hubka na riad, WC kefy, Handra na podlahu, Švédska handra, Metla ciroková, Kefa ryžová s násadou, Drôtenka vileda alebo ekvivalent, Indulona alebo ekvivalent, Solvina alebo ekvivalent, Kryštálová sóda, Toaletné mydlo, Tekuté mydlo, Savo proti plesni, Odpadové vrecká, Vrecia čierne na odpad,  Rukavice jednorázové a gumenné, Papierové obrúsky, Toaletný papier,  Kôš na odpadky, Prostriedok na čistenie odtokov,  Aviváž, ","39831210-1 Saponáty na umývanie riadu; 39830000-9 Čistiace výrobky; 39831250-3 Vyplachovacie roztoky; 39812200-9 Leštidlá na obuv; 39812000-7 Leštidlá a krémy; 39811300-3 Dezodoranty; 39811100-1 Osviežovač vzduchu; 39811000-0 Prípravky na parfumovanie alebo dezodoráciu miestností; 39224320-7 Špongie; 39224310-4 WC kefy; 39224300-1 Metly a kefy a iné výrobky na upratovanie domácností; 39224100-9 Metly; 39224200-0 Kefy; 39221180-2 Kuchárske potreby; 33741200-8 Krémy na ruky alebo telové mlieka; 33741100-7 Čistiace prostriedky na ruky; 33711900-6 Mydlo; 39221200-9 Jedálenské potreby; 19640000-4 Polyetylénový odpad a odpadkové vrecká a vaky; 18424300-0 Jednorazové rukavice; 24455000-8 Dezinfekčné prostriedky; 39831000-6 Pracie prostriedky; 39220000-0 Kuchynské zariadenie, domáce potreby a potreby pre domáce hospodárstvo a dodávky pre stravovacie zariadenia; 39831220-4 Odmasťovacie prostriedky; 39832100-4 Čistiaci prášok na riad; 39831600-2 Čistiace prostriedky na toalety; 39831300-9 Čistiace prostriedky na podlahu","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/184866","1","5245,830",
"OF-185444","Po karanténe","Dodávka zemného plynu","Dodávka zemného plynu, preprava zemného plynu,distribúcia zemného plynu, služby obchodníka","09123000-7 Zemný plyn; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/185444","1","0",
"OF-184408","Po karanténe","Stravovanie zamestnancov prostredníctvom elektronických stravných kariet  a stravných lístkov","Elektronické stravné karty, stravné lístky, zabezpečenie hromadného stravovania zamestnancov","55520000-1 Služby hromadného stravovania; 60000000-8 Dopravné služby (bez prepravy odpadu)","Služba; Tovar","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/184408","1","129943,600",
"OF-184883","Po karanténe","Licencie ","Licencie ","48218000-9 Softvérový balík na riadenie licencií; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/184883","1","102816,000",
"OF-184969","Po karanténe","Dodávka dataprojektorov  ","dataprojektor s ultrakrátkou projekčnou vzdialenosťou","38652120-7 Videoprojektory; 30100000-0 Kancelárske stroje, vybavenie a spotrebný materiál s výnimkou počítačov, tlačiarní a nábytku; 39162200-7 Učebné pomôcky a zariadenia; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/184969","1","2481,670",
"OF-185301","Po karanténe","Obehové čerpadla na ÚK alebo ekvivalent","obehové čerpadla, ústredné kurenie","42122000-0 Čerpadlá; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/185301","1","0",
"OF-185158","Po karanténe","Originál tonery do zariadení HP, SHARP, Brother, Zebra","Toner, atrament, originál","30125110-5 Toner do laserových tlačiarní/faxových prístrojov; 30125120-8 Toner do fotokopírovacích strojov; 60000000-8 Dopravné služby (bez prepravy odpadu); 30192320-0 Pásky do tlačiarní","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/185158","1","35000,000",
"OF-184133","Po karanténe","Zabezpečenie stravovania zamestnancov prostredníctvom stravných poukážok","Stravné poukážky, dodanie stravných poukážok, zabezpečenie stravovania v zmluvných stravovacích zariadeniach","30199770-8 Stravné poukážky; 55520000-1 Služby hromadného stravovania; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/184133","1","47685,230",
"OF-185387","Po karanténe","Mrazené vnútornosti","kuracia pečeň, bravčová pečeň, hovädzie držky","15112130-6 Kurčatá; 15110000-2 Mäso; 15113000-3 Bravčové mäso; 15111100-0 Hovädzie mäso","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/185387","1","3250,000",
"OF-184451","Po karanténe","Kancelárske kreslo","kreslo, kancelárske kreslo, nábytok","39130000-2 Kancelársky nábytok; 39113100-8 Kreslá","Tovar","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/184451","1","0",
"OF-184365","Po karanténe","Zákusky ","zákusky","15812200-5 Torty/zákusky; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/184365","1","1928,000",
"OF-184926","Po karanténe","Zabezpečenie stravovania zamestnancov formou stravných poukážok","stravné poukážky, stravné lístky","30199770-8 Stravné poukážky; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/184926","1","50360,000",
"OF-184840","Po karanténe","Tonery ","tonery","30125100-2 Tonerové náplne; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/184840","1","1206,670",
"OF-185258","Po karanténe","Canon i-SENSYS MF421dw","čiernobiela tlačiareň, skener, kopírka, multifunkčné zariadenie","30232110-8 Laserové tlačiarne; 30121100-4 Fotokopírovacie stroje; 30120000-6 Zariadenia na fotokopírovanie a ofsetovú tlač; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/185258","1","1083,330",
"OF-185201","Po karanténe","Zabezpečenie stravovacích služieb formou stravných poukážok","stravné poukážky, zabezpečenie stravovania","55300000-3 Reštauračné služby a podávanie jedál; 55520000-1 Služby hromadného stravovania; 30199770-8 Stravné poukážky; 60000000-8 Dopravné služby (bez prepravy odpadu)","Služba; Tovar","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/185201","1","199796,800",
"OF-185344","Po karanténe","Pekársky tovar","Chlieb, pečivo, potraviny","15811000-6 Pekársky tovar; 15811100-7 Chlieb; 15811200-8 Rožky; 15812100-4 Pečivo; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/185344","1","0",
"OF-184826","Po karanténe","Náhradné diely na autobusy Citelis","Náhradné diely, autobus, Citelis","34900000-6 Rôzne dopravné zariadenia a náhradné diely; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/184826","1","6349,990",
"OF-184683","Po karanténe","Profesionálny bubnový sušič bielizne","sušič bielizne, ","42716200-0 Sušičky; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/184683","1","1083,330",
