"OpisnyFormularIdentifikator","OpisnyFormularStav","OpisnyFormularNazov","OpisnyFormularKlucoveSlova","OpisnyFormularCpv","OpisnyFormularDruh","OpisnyFormularKategoriaSluzieb","OpisnyFormularUrl","OpisnyFormularPocetVyhlasenychZakaziek","OpisnyFormularObchodovanaSumaBezDPH",
"OF-277967","Po karanténe","Železiarske výrobky a brusivá ","závitové tyče, kotúče, matice, klince","44331000-9 Tyče; 44333000-3 Drôty; 44112120-5 Profilové diely; 44172000-6 Plechy (stavebné); 60000000-8 Dopravné služby (bez prepravy odpadu); 14811300-2 Brúsne kotúče; 44531700-8 Železné alebo oceľové predmety so závitom","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/277967","1","2650.000",
"OF-285815","Po karanténe","Športové náradie a náčinie pre OR HaZZ","bežecký pás, olympijská tyč, kĺb činky, jednoduchá činka, V adaptér, karimatky","37400000-2 Športový tovar a výbava; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/285815","0","0",
"OF-285941","Po karanténe","Poľnohospodárske stroje a príslušenstvo","zametacia metla, kosačka, krovinorez, akú motorová píla, záhradné nožnice","16000000-5 Poľnohospodárske stroje; 60000000-8 Dopravné služby (bez prepravy odpadu); 16310000-1 Kosačky; 03100000-2 Poľnohospodárske a záhradnícke produkty; 16311000-8 Kosačky trávnikov; 16311100-9 Kosačky trávnikov, parkov alebo športovísk; 39241200-5 Nožnice; 39241000-3 Nože a nožnice","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/285941","1","2740.820",
"OF-286546","Po karanténe","ŠZM - obväzový materiál , striekačky a ihly","obväzový materiál , striekačky a ihly","33140000-3 Zdravotnícky spotrebný materiál; 33141310-6 Injekčné striekačky; 33194120-3 Potreby na infúzie; 33141119-7 Obklady/obväzy; 18424300-0 Jednorazové rukavice; 60000000-8 Dopravné služby (bez prepravy odpadu); 33751000-9 Jednorazové plienky","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/286546","1","0",
"OF-286970","Po karanténe","Zabezpečenie stravovania prostredníctvom elektronických stravovacích kariet","elektronické stravné karty, dodanie","30237131-6 Elektronické karty; 55520000-1 Služby hromadného stravovania","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/286970","1","28197.940",
"OF-287270","Po karanténe","Automatický robotický systém na predúpravu vzoriek s technikou μSPE pre analýzy pesticídov rastlinného a živočíšneho pôvodu","automatický robotický systém, predúprava vzoriek","39300000-5 Rôzne zariadenia; 60000000-8 Dopravné služby (bez prepravy odpadu); 80511000-9 Školenie pracovníkov; 51430000-5 Inštalácia laboratórnych zariadení","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/287270","1","95791.670",
"OF-287379","Po karanténe","Akumulátory pre zdravotnícke prístroje","akumulátor, zdravotnícky, prístroj","31400000-0 Akumulátory, galvanické články a batérie; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/287379","1","7666.670",
"OF-287430","Po karanténe","Špeciálne bunkové kultúry","Špeciálne bunkové kultúry","24960000-1 Rôzne chemické výrobky; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/287430","1","1725.000",
"OF-287497","Po karanténe","Zabezpečenie diagnostík - drogy","diagnostika","33141625-7 Diagnostické súpravy; 33694000-1 Diagnostické činidlá; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/287497","1","3618.180",
"OF-287519","Po karanténe","Elektrické prístroje a spotrebiče","Elektrické prístroje","31521100-5 Stolové lampy; 39711110-3 Chladničky s mrazničkou; 39711310-5 Elektrické kávovary; 39711362-4 Mikrovlné rúry; 39713100-4 Umývačky riadu; 39713430-6 Vysávače prachu; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/287519","0","0",
