"OpisnyFormularIdentifikator","OpisnyFormularStav","OpisnyFormularNazov","OpisnyFormularKlucoveSlova","OpisnyFormularCpv","OpisnyFormularDruh","OpisnyFormularKategoriaSluzieb","OpisnyFormularUrl","OpisnyFormularPocetVyhlasenychZakaziek","OpisnyFormularObchodovanaSumaBezDPH",
"OF-129718","Po karanténe","Špeciálny pracovný stroj AEBI MT 750 4x4 alebo ekvivalent ","Špeciálny pracovný stroj, trojstranný sklápač, posýpacia nadstavba, snehová radlica","34114000-9 Špeciálne vozidlá; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/129718","0","0",
"OF-187935","Po karanténe","Upratovacie služby","Upratovanie priestorov, čistenie priestorov, hygienický a čistiaci materiál","90919200-4 Čistenie (upratovanie) kancelárií; 90919000-2 Služby na upratovanie kancelárií, škôl a čistenie kancelárskeho vybavenia; 90900000-6 Čistiace a sanitárne služby; 33770000-8 Papierové hygienické výrobky; 33711900-6 Mydlo","Služba; Tovar","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/187935","1","31500,000",
"OF-192416","Po karanténe","Čistiaci a umývací stroj","Čistiaci a umývací stroj","42900000-5 Rôzne strojové zariadenia na všeobecné a osobitné účely; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/192416","1","1900,000",
"OF-193469","Po karanténe","špeciálna farba v spreji","sprej, farba mankiewicz, farba v spreji","44812210-0 Olejové farby; 60000000-8 Dopravné služby (bez prepravy odpadu); 24200000-6 Farby a pigmenty; 98314000-7 Farbenie; 44810000-1 Náterové farby; 44800000-8 Náterové farby, laky a tmely","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/193469","0","0",
"OF-194453","Po karanténe","Antihistaminiká","liek, liečivá","33675000-2 Antihistaminiká na systémové použitie; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/194453","1","16081,550",
"OF-194982","Po karanténe","Očný laser","laserová fotokoagulácia , liečba sietnice","33122000-1 Oftalmologické prístroje; 60000000-8 Dopravné služby (bez prepravy odpadu); 33128000-3 Lekársky laser, iný ako pre chirurgiu","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/194982","1","92870,000",
"OF-195527","Po karanténe","Odber, odvoz a likvidácia nebezpečného a ostatného biologického odpadu ","Služby, odpad, zdravotnícky odpad, nebezpečný odpad, likvidácia odpadu, odvoz odpadu","90520000-8 Služby súvisiace s rádioaktívnym, toxickým, zdravotníckym a nebezpečným odpadom; 90524400-0 Zber, doprava a likvidácia nemocničného odpadu","Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/195527","1","172000,000",
"OF-195961","Po karanténe","med PVC, džem jahodový PVC, džem marhuľový PVC, nutela PVC, nutela DIA PVC","potraviny","15831600-8 Med; 15300000-1 Ovocie, zelenina a súvisiace výrobky; 15332200-6 Džemy a marmelády, ovocné želé; ovocné alebo orechové pyré a pasty/pretlaky; 15332270-7 Ovocné pyré; 15332290-3 Džemy; 15332291-0 Marhuľový džem; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/195961","1","4639,000",
"OF-195995","Po karanténe","Vykonávanie údržby, servisných služieb a odborných prehliadok výťahov.","Servis a revízie výťahov.","50750000-7 Opravy a údržba výťahov; 71632000-7 Technické skúšky; 60000000-8 Dopravné služby (bez prepravy odpadu)","Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/195995","2","73800,000",
"OF-196650","Po karanténe","Zabezpečenie stravovania zamestnancov prostredníctvom stravných poukážok ","Stravné lístky, stravné poukážky, dodanie stravných lístkov, zabezpečenie stravovania","55520000-1 Služby hromadného stravovania; 30199770-8 Stravné poukážky; 30237131-6 Elektronické karty; 60000000-8 Dopravné služby (bez prepravy odpadu)","Služba; Tovar","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/196650","1","192663,900",
