"OpisnyFormularIdentifikator","OpisnyFormularStav","OpisnyFormularNazov","OpisnyFormularKlucoveSlova","OpisnyFormularCpv","OpisnyFormularDruh","OpisnyFormularKategoriaSluzieb","OpisnyFormularUrl","OpisnyFormularPocetVyhlasenychZakaziek","OpisnyFormularObchodovanaSumaBezDPH",
"OF-154538","Po karanténe","Traktor s príslušenstvom na údržbu obecných plôch","Traktor Kubota M5091 alebo ekvivalent, radlica na sneh, sypač, bagrovacie zariadenie, mulčovacie rameno","16000000-5 Poľnohospodárske stroje; 16600000-1 Špeciálne mechanizmy pre poľnohospodárstvo alebo lesníctvo; 16700000-2 Traktory/ťahače; 16800000-3 Časti poľnohospodárskych a lesníckych mechanizmov","Tovar","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/154538","0","0",
"OF-185724","Po karanténe","Quantum, HP - poskytovanie technickej podpory na prevádzkované zariadenia NEW","Quantum Stornext M662XL, Quantum Stornext QD6000, Quantum Stornext AEL6000, HPE SN6000B,","72100000-6 Hardvérové konzultačné služby (poradenstvo); 48700000-5 Obslužné programy softvérových balíkov; 48800000-6 Informačné systémy a servery; 60000000-8 Dopravné služby (bez prepravy odpadu)","Služba; Tovar","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/185724","0","0",
"OF-191248","Po karanténe","Vysokozdvižný vozík terénny so spaľovacím dieselovým motorom","Vysokozdvižný vozík","42415110-2 Vysokozdvižné vozíky","Tovar","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/191248","1","35000,000",
"OF-193029","Po karanténe","Zabezpečenie  virtuálneho aplikačného firewal-u","Firewall, softvér","48730000-4 Softvérový balík na zaistenie bezpečnosti; 72263000-6 Implementácia softvéru; 72227000-2 Poradenstvo pri integrácii softvéru","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/193029","1","74416,670",
"OF-193069","Po karanténe","Licencie pre Asset Management xCost","nákup, tovar, licencia","48219300-9 Softvérový balík pre administratívu; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/193069","1","94000,000",
"OF-193421","Po karanténe","Tlačivá","tlačivá","22458000-5 Tlačoviny na objednávku; 30192800-9 Samolepiace etikety; 30199230-1 Obálky; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/193421","0","0",
"OF-193455","Po karanténe","Opasok kožený","opasok, odevné doplnky","18425000-4 Opasky; 18420000-9 Odevné doplnky; 19120000-3 Koža z hoviad alebo koní; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/193455","1","24325,990",
"OF-193719","Po karanténe","Výplň kabíny na vysokozdvižný vozík Hyundai 25D-9E","kabína, vysokozdvižný vozík","42419200-8 Časti pracovných vozíkov","Tovar","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/193719","0","0",
"OF-194631","Po karanténe","Kancelárske potreby, alebo ekvivalent","guľôčkové pero, zvýrazňovač, zošity, euroobaly, kancelársky papier","30192000-1 Kancelárske potreby; 30194500-0 Písacie pomôcky; 30192125-3 Zvýrazňovače; 30192121-5 Guľôčkové perá; 30197644-2 Xerografický papier; 60000000-8 Dopravné služby (bez prepravy odpadu); 22851000-0 Rýchloviazače; 30199230-1 Obálky","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/194631","1","334,170",
"OF-195401","Po karanténe","Oprava zdvíhacích zariadení (žeriavy a rolovacie brány)","Oprava zdvíhacích zariadení (žeriavy a rolovacie brány)","50531400-0 Opravy a údržba žeriavov; 60000000-8 Dopravné služby (bez prepravy odpadu)","Služba; Tovar","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/195401","0","0",
"OF-195410","Po karanténe","Oprava výťahov","Oprava výťahov","50750000-7 Opravy a údržba výťahov; 60000000-8 Dopravné služby (bez prepravy odpadu)","Služba; Tovar","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/195410","1","3000,000",
"OF-195451","Po karanténe","Stravovacie karty, stravné poukážky","stravovacia karta, stravná poukážka","30160000-8 Magnetické karty; 30199770-8 Stravné poukážky; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/195451","0","0",
"OF-195543","Po karanténe","Microsoft Office Standart 2016 SK OLP NL Gov,","Softvér, software,  office","48300000-1 Softvérový balík na vytváranie dokumentov, kreslenie, vytváranie obrázkov, harmonogramov a zlepšovanie produktivity; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/195543","0","0",
"OF-195580","Po karanténe","Špeciálny spotrebný materiál a inštalácia","špeciálny spotrebný materiál, výrobky, inštalácia","39230000-3 Špeciálne výrobky; 31711000-3 Elektronický spotrebný materiál; 31731000-9 Elektrotechnický spotrebný materiál; 31600000-2 Elektrické zariadenia a prístroje; 38433000-9 Spektrometre; 38432200-4 Chromatografy; 51540000-9 Inštalácia špeciálnych strojov a zariadení; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/195580","1","16700,000",
"OF-195684","Po karanténe","Mini vŕtací systém","Mini vŕtací systém, vrták, batéria, akumulátor, sterilizačný kontajner, nadstavce","43130000-3 Vŕtacie zariadenie; 43132300-0 Vŕtačky; 33100000-1 Zdravotnícke vybavenie; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/195684","0","0",
"OF-195880","Po karanténe","Rozšírenie a modernizácia serverovej infraštruktúry","hardvér, technická podpora, inštalácia","30210000-4 Stroje na spracovanie údajov (hardvér); 48710000-8 Softvérový balík na zálohovanie a obnovu; 48000000-8 Softvérové balíky a informačné systémy; 48800000-6 Informačné systémy a servery; 48820000-2 Servery; 32422000-7 Sieťové komponenty; 72000000-5 Služby informačných technológií: konzultácie, vývoj softvéru, internet a podpora","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/195880","1","117998,000",
