"OpisnyFormularIdentifikator","OpisnyFormularStav","OpisnyFormularNazov","OpisnyFormularKlucoveSlova","OpisnyFormularCpv","OpisnyFormularDruh","OpisnyFormularKategoriaSluzieb","OpisnyFormularUrl","OpisnyFormularPocetVyhlasenychZakaziek","OpisnyFormularObchodovanaSumaBezDPH",
"OF-119243","Po karanténe","„Nákup pohonných hmôt na palivové karty“","bezhotovostný nákup pohonných hmôt  na palivové karty v sieti čerpacích staníc v EÚ. ","30163100-0 Karty na čerpanie pohonnýchlátok; 09134100-8 Motorová nafta; 09132100-4 Bezolovnatý benzín; 50112300-6 Umývanie osobných motorových vozidiel a podobné služby; 24951311-8 Prípravky proti zamŕzaniu; 33100000-1 Zdravotnícke vybavenie; 39831500-1 Čistiace prostriedky na autá; 09211000-1 Mazacie oleje a mazivá; 39800000-0 Čistiace a leštiace výrobky; 39810000-3 Vonné látky a vosky; 39811100-1 Osviežovač vzduchu; 39812300-0 Leštiace vosky; 39830000-9 Čistiace výrobky; 31531000-7 Žiarovky; 31211300-1 Poistky; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/119243","0","0",
"OF-135358","Po karanténe","Zemný plyn","Zemný plyn","09123000-7 Zemný plyn; 65200000-5 Rozvod plynu a súvisiace služby","Tovar","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/135358","1","0",
"OF-137541","Po karanténe","Kompostery","komposter, kompostovacie zariadenia, kompostovanie","39234000-1 Škatule na kompost; 77120000-7 Kompostovanie; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/137541","0","0",
"OF-138880","Po karanténe","Pramenitá voda stolová","Voda, stolová voda, pitný režim","41110000-3 Pitná voda; 60112000-6 Služby verejnej cestnej dopravy; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/138880","0","0",
"OF-152754","Po karanténe","Plachta zakrývacia","plachta, zakrývacia, patologická, exitus, jednorazová plachta, netkaná textília","33140000-3 Zdravotnícky spotrebný materiál; 39512100-5 Plachty; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/152754","0","0",
"OF-153047","Po karanténe","Pohonné hmoty","nafta motorová, bezolovnatý benzín, pohonné hmoty ","09134100-8 Motorová nafta; 09132100-4 Bezolovnatý benzín; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/153047","1","0",
"OF-155558","Po karanténe","Mobilný digitálny RTG prístroj s C-ramenom","RTG, C-rameno, skiaskopia, mobilný, digitálny, chirurgia, ortopédia, trauma","33111000-1 Röntgenové prístroje; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/155558","1","0",
"OF-156883","Po karanténe","Nákup a dodanie elektrických spotrebičov","mraznička, nárezový stroj, kanvica, umývačka, kávovar, perkolátor ","39220000-0 Kuchynské zariadenie, domáce potreby a potreby pre domáce hospodárstvo a dodávky pre stravovacie zariadenia; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/156883","1","0",
"OF-157531","Po karanténe","Jednorazové rukavice a chirurgické rukavice č.1","zdravotnícky materiál","18424300-0 Jednorazové rukavice; 33141420-0 Chirurgické rukavice; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/157531","1","0",
"OF-157533","Po karanténe","Jednorazové rukavice a chirurgické rukavice č.2","zdravotnícky materiál","18424300-0 Jednorazové rukavice; 33141420-0 Chirurgické rukavice; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/157533","0","0",
"OF-157535","Po karanténe","Jednorazové rukavice a chirurgické rukavice č.3","zdravotnícky materiál","18424300-0 Jednorazové rukavice; 33141420-0 Chirurgické rukavice; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/157535","1","0",
"OF-158027","Po karanténe","Plachta prenášacia do 95kg a do 150kg","plachta, prenášacia, prenos pacienta, netkaná textília","33140000-3 Zdravotnícky spotrebný materiál; 39512100-5 Plachty; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/158027","0","0",
"OF-158618","Po karanténe","Príslušenstvo k drénom 1.časť","zdravotnícky materiál- redonové drenážne súpravy","33141642-2 Príslušenstvo k drénom; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/158618","0","0",
"OF-158621","Po karanténe","Príslušenstvo k drénom 2.časť","zdravotnícky materiál - operačné odsávanie","33141642-2 Príslušenstvo k drénom; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/158621","0","0",
"OF-158622","Po karanténe","Príslušenstvo k drénom 3.časť","zdravotnícky materiál- operačné odsávanie","33141642-2 Príslušenstvo k drénom; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/158622","0","0",
"OF-158725","Po karanténe","Kancelársky papier","papier do fotokopírky,  papier do tlačiarní a multifunkčných zariadení, papier na písanie, kancelárske potreby, písacie potreby","30192000-1 Kancelárske potreby; 30197642-8 Papier na fotokopírovanie a xerografický papier; 30197643-5 Papier na fotokopírovanie; 30197620-8 Písací papier; 30199720-3 Listový papier","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/158725","0","0",
"OF-158745","Po karanténe","Hygienické potreby","toaletný papier, mydlo, utierky, papierové obrúsky, hygienické sáčky, osviežovač","33760000-5 Toaletný papier, vreckovky, uteráky na ruky a servítky; 33761000-2 Toaletný papier; 33763000-6 Papierové uteráky na ruky; 33764000-3 Papierové servítky; 33711900-6 Mydlo; 60000000-8 Dopravné služby (bez prepravy odpadu); 33771000-5 Hygienické výrobky z papiera","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/158745","0","0",
"OF-158754","Po karanténe","Toaletný papier Jumbo","toaletný papier do zásobníka Jumbo 19cm","33761000-2 Toaletný papier; 33760000-5 Toaletný papier, vreckovky, uteráky na ruky a servítky; 33772000-2 Jednorazové papierové výrobky; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/158754","0","0",
"OF-159800","Po karanténe","Monitory vitálnych funkcií + centrála","monitory, centrálna jednotka, držiaky ","33195000-3 Systém monitorovania pacientov; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/159800","1","0",
"OF-160067","Po karanténe","Externé reklamné a propagačné stojany a panely Blizzard alebo ekvivalent","banner, prezentačný stojan","39294100-0 Informačné a propagačné výrobky; 60000000-8 Dopravné služby (bez prepravy odpadu); 79810000-5 Tlačiarenské služby","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/160067","1","1583,330",
"OF-160089","Po karanténe","Pranie a chemické čistenie nemocničnej bielizne","pranie, čistenie, dezinfekcia, bielenie, žehlenie, skladanie, balenie/triedenie, drobné opravy nemocničnej bielizne, dovoz čistej hygienickej bielizne a odvoz použitej bielizne ","98310000-9 Pranie a chemické čistenie; 98311000-6 Zber bielizne; 98315000-4 Žehlenie; 60000000-8 Dopravné služby (bez prepravy odpadu)","Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/160089","0","0",
"OF-160391","Po karanténe","Injekčné striekačky","zdravotnícky materiál","33141310-6 Injekčné striekačky; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/160391","1","43900,000",
"OF-160433","Po karanténe","Výpočtová technika a tlačiarne","počítače, monitory, multifunkčné zariadenia, laserové tlačiarne, záložné zdroje, skenery, WiFi AP","30000000-9 Kancelárske a počítacie stroje, vybavenie a spotrebný materiál s výnimkou nábytku a softvérových balíkov; 30213000-5 Osobné počítače; 30213300-8 Stolový počítač; 30231000-7 Počítačové monitory a konzoly; 30232100-5 Tlačiarne a zapisovače; 30236000-2 Rôzne počítačové vybavenie; 30237300-2 Spotrebný materiál k počítačom; 30237460-1 Počítačové klávesnice; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/160433","1","0",
"OF-160509","Po karanténe","Predĺženie licencií na antivírusový softvér v najnovšej generácii","antivírus, softvér, ESET, ochrana pred vírusmi, antivírusová ochrana, antispyware","48761000-0 Antivírusový softvérový balík; 48760000-3 Softvérový balík na ochranu pred vírusmi; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/160509","1","8125,000",
"OF-160520","Po karanténe","Holmium Laser","Urologický laser, laser na urologické operačné výkony","33169100-3 Chirurgický laser; 51410000-9 Inštalácia lekárskych zariadení; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Stavebná práca; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/160520","0","0",
"OF-160700","Po karanténe","Ochranné oblečenie - pomôcky proti rtg žiareniu","RTG zástery, kabáty, goliere, okuliare ochrana proti rtg žiarenie","35113420-9 Ochranné protijadrové a protiradiačné oblečenie; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/160700","1","3950,000",
"OF-161118","Po karanténe","Chirurgický CO2 laser","laser","33169100-3 Chirurgický laser; 60000000-8 Dopravné služby (bez prepravy odpadu); 51410000-9 Inštalácia lekárskych zariadení","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/161118","0","0",
"OF-161597","Po karanténe","Výstavná interiérová vitrína","vitrína, vystavovanie, výstavné predmety","39171000-1 Vitríny; 39100000-3 Nábytok; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/161597","0","0",
"OF-161691","Po karanténe","Stoličky, kreslá","jedálenské stoličky, čalúnené kreslá, kreslo kancelárske otočné na kolieskach, kreslo ergonomické, záťažové dispečérske kreslo, kreslo na nepretržitú prevádzku, stolička kancelárska, stolička kancelárska, stolička konferenčná","39112000-0 Stoličky; 39112100-1 Jedálenské stoličky; 60000000-8 Dopravné služby (bez prepravy odpadu); 39113100-8 Kreslá; 39110000-6 Sedadlá, stoličky a podobné výrobky a súvisiace časti; 39111100-4 Otočné sedadlá; 39113000-7 Rôzne sedadlá a stoličky; 39130000-2 Kancelársky nábytok","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/161691","1","0",
"OF-161892","Po karanténe","Plastové podnosy na výdaj stravy","plastový podnos, plastová tácka","39221200-9 Jedálenské potreby; 39221000-7 Kuchynské vybavenie; 39222200-6 Tácne na jedlo; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/161892","1","957,490",
"OF-162039","Po karanténe","Nákup nových osobných motorových vozidiel","Motorové vozidlá, preprava osôb, preprava batožiny","34100000-8 Motorové vozidlá; 34110000-1 Osobné automobily; 60000000-8 Dopravné služby (bez prepravy odpadu); 34115000-6 Iné osobné automobily","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/162039","1","49999,170",
"OF-162528","Po karanténe","Stravné poukážky","stravné poukážky, dodanie stravných poukážok, zabezpečenie stravovania","30199770-8 Stravné poukážky; 55520000-1 Služby hromadného stravovania; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/162528","0","0",
"OF-162843","Po karanténe","Dodávka originálnych  tonerov do tlačiarní, kopírovacích strojov, faxov","Tonery, spotrebný materiál, originálny","30125100-2 Tonerové náplne; 30125110-5 Toner do laserových tlačiarní/faxových prístrojov; 30125120-8 Toner do fotokopírovacích strojov; 90510000-5 Likvidácia a spracovanie odpadu","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/162843","0","0",
