"OpisnyFormularIdentifikator","OpisnyFormularStav","OpisnyFormularNazov","OpisnyFormularKlucoveSlova","OpisnyFormularCpv","OpisnyFormularDruh","OpisnyFormularKategoriaSluzieb","OpisnyFormularUrl","OpisnyFormularPocetVyhlasenychZakaziek","OpisnyFormularObchodovanaSumaBezDPH",
"OF-176894","Po karanténe","rokuróniumbromid","myorelaxanciá, muskuloskeletálny systém","33632000-9 Liečivá pre muskuloskeletálny systém; 33632200-1 Svalové relaxanciá; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/176894","1","0",
"OF-177521","Po karanténe","Prísada protivymrazovacia do leteckého paliva s vysokým bodom vzplanutia ","prísada, letecké palivo, voda ","24951200-7 Aditíva do olejov; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/177521","1","6950,000",
"OF-177830","Po karanténe","Testy expresie génov","RPS14, RPS9, ARFRP1, RAB24, USP36, SNRPB, TERF2, RAB22A,   DHFRL1/DHFR2,GAPDH","24950000-8 Špecializované chemické výrobky; 33696500-0 Laboratórne činidlá; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/177830","1","1990,000",
"OF-178391","Po karanténe","Letenky: Viedeň - Kyjev- Viedeň ","Letenka, letecká preprava     ","60410000-5 Pravidelné letecké dopravné služby","Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/178391","1","0",
"OF-178557","Po karanténe","Mlieko a mliečne výrobky","Mlieko, smotana, jogurty, puding, mliečna ryža, tvaroh, bryndza, syry, tatárska omáčka, majonéza","15500000-3 Mliečne výrobky; 15511000-3 Mlieko; 15512000-0 Smotana; 15551300-8 Jogurt; 15551000-5 Jogurt a ostatné fermentované mliečne výrobky; 15540000-5 Syrárske výrobky; 15550000-8 Mliečne výrobky rôznych druhov; 15871273-8 Majonéza","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/178557","1","0",
"OF-176353","Po karanténe","Zber, odvoz a zneškodnenie kuchynského odpadu","zber, odber, odvoz, zneškodnenie, kuchynský odpad, likvidácia, biologický rozložiteľný odpad, odpady, jedlé oleje a tuky, manipulácia s odpadmi, ","90500000-2 Služby súvisiace s likvidáciou odpadu a odpadom; 90510000-5 Likvidácia a spracovanie odpadu; 90511000-2 Služby na zber odpadu; 90512000-9 Služby na prepravu odpadu; 90513000-6 Služby na spracovanie a likvidáciu nie nebezpečného odpadu","Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/176353","1","1440,000",
"OF-175892","Po karanténe","Materiál pre retransférovú tlačiareň Fargo HDP 5000 a biela plastová karta","HDP film, HDP toner, čistiaca súprava k Fargo HDP 5000, karta PVC","30192400-5 Reprografický spotrebný materiál; 30192320-0 Pásky do tlačiarní; 22455000-4 Identifikačné karty; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/175892","1","6666,670",
"OF-177687","Po karanténe","Fúrik stavebný 60 l, rebrík 3x7 hlinikový výsuvný,lopata hliníková velká s drevenou násadou","Fúrik stavebný 60 l bantam kolo, rebrík 3x7 hlinikový výsuvný,lopata hliníková velká s drevenou násadou","42415200-0 Pracovné vozíky; 44423200-3 Rebríky; 44511120-2 Lopaty; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/177687","1","363,000",
"OF-177664","Po karanténe","Nabíjacie svietidlo halogénové","Nabíjacie svietidlo halogénové Emos 3810 12x LED 2304 (alebo ekvivalent)","31521330-6 Nabíjateľné prenosné elektrické lampy; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/177664","1","216,670",
"OF-177289","Po karanténe","HemosIL ","antiXa aktivita, antiIIa aktivita","33694000-1 Diagnostické činidlá; 33696500-0 Laboratórne činidlá; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/177289","1","2616,450",
"OF-176419","Po karanténe","Zdravotnícky materiál ","Zdravotnícky spotrebný materiál, ovínadlá, obklady, obväzy, chirurgické obväzy, balíky obväzov, zdravotnícka pomôcka, papier na operačné stoly, podložka pod pacienta- inkontinenčné podložky, zdravotnícke vybavenie, dopravné služby, kompresy z gázy, tampón stáčaný, fixačné, textilné, náplasti, vyšetrovacie, chirurgické rukavice, zdravotnícka gáza, vata, materiál a výrobky osobnej starostlivosti, čistiaca a ošetrujúca pena                                      ","33140000-3 Zdravotnícky spotrebný materiál; 33141119-7 Obklady/obväzy; 33141113-4 Ovínadlá; 33141110-4 Chirurgické obväzy; 33100000-1 Zdravotnícke vybavenie; 60000000-8 Dopravné služby (bez prepravy odpadu); 33198000-4 Výrobky z papiera na nemocničné účely; 33196000-0 Zdravotné pomôcky; 33000000-0 Zdravotnícke vybavenie, farmaceutický materiál a výrobky osobnej starostlivosti; 33141114-2 Zdravotnícka gáza; 33141117-3 Vata; 33141420-0 Chirurgické rukavice; 33141112-8 Náplasti; 33141116-6 Balíky obväzov","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/176419","1","4789,250",
"OF-176960","Po karanténe","kolistimetát sodný ","antibiotiká, antiinfektíva, antibakteriálne látky na systémové použitie, polymyxíny","33651100-9 Látky ničiace baktérie na systémové použitie; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/176960","1","6296,990",
"OF-177438","Po karanténe","Nákup farebného kopírovacie stroja","Farebné multifunkčné kopírovacie zariadenie - tlač, skenovanie, kopírovanie, faxovanie (voliteľné) - formát A4, A3, SRA3 zo všetkých zásobníkov","30121100-4 Fotokopírovacie stroje; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/177438","1","0",
"OF-176977","Po karanténe","Nové zimné pneumatiky a disky  ","pneumatiky, disky","34351100-3 Pneumatiky pre motorové vozidlá; 34324000-4 Kolesá, ich časti a príslušenstvo; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/176977","1","365,830",
"OF-178374","Po karanténe","Zemiaky konzumné, rôzne","zemiaky konzumné, ","03212100-1 Zemiaky; 03200000-3 Obilniny, zemiaky, zelenina, ovocie a orechy; 03210000-6 Obilniny a zemiaky; 15310000-4 Zemiaky a zemiakové výrobky; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/178374","1","0",
"OF-176502","Po karanténe","Ochranné odevy, obuv a doplnky","Blúza pre kuchára, Nohavice pre kuchára, Zástera s náprsenkou vodeodolná, Pracovné topánky, Pracovné rukavice, Pracovné nohavice, Pracovná blúza, Nože","18110000-3 Pracovné odevy; 18143000-3 Ochranný výstroj; 60000000-8 Dopravné služby (bez prepravy odpadu); 18830000-6 Ochranná obuv; 39241120-0 Kuchynské nože; 18141000-9 Pracovné rukavice","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/176502","1","1699,980",
"OF-178560","Po karanténe","Uzavretý odberový systém krvi","Odber krvi piestom aj vákuom v jednomOdberové ihly bez pomôcky k odberovým súpravám s možnosťou odberu piestom aj vákuom v jednom","33192500-7 Skúmavky; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/178560","1","0",
"OF-177913","Po karanténe","Obstaranie záhradných kompostérov pre domácnosti","škatula, kompost","39234000-1 Škatule na kompost; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/177913","1","10583,330",
"OF-178849","Po karanténe","Oprava vozidla Mercedes Benz UNIMOG U400","oprava a údržba, Mercedes Benz UNIMOG U400","50100000-6 Opravy, údržba a súvisiace služby pre vozidlá a príbuzné vybavenie; 34330000-9 Náhradné diely pre vozidlá na prepravu tovaru, pre dodávky a osobné automobily","Služba; Tovar","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/178849","1","0",
"OF-176745","Po karanténe","Chemikálie na Ni testovanie","Dimethylglyoxime, Sodium tetraborate decahydrate, Hydrogen peroxide solution SIGMA-ALDRICH","24327000-2 Rôzne organické chemikálie; 24315000-5 Rôzne anorganické chemikálie; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/176745","1","208,330",
"OF-177163","Po karanténe","Chemikálie "," N,N-Dimetylformamid, Tetrahydrofurán","24320000-3 Základné organické chemikálie","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/177163","1","596,000",
