"OpisnyFormularIdentifikator","OpisnyFormularStav","OpisnyFormularNazov","OpisnyFormularKlucoveSlova","OpisnyFormularCpv","OpisnyFormularDruh","OpisnyFormularKategoriaSluzieb","OpisnyFormularUrl","OpisnyFormularPocetVyhlasenychZakaziek","OpisnyFormularObchodovanaSumaBezDPH",
"OF-279690","Po karanténe","Odber, odvoz, zneškodňovanie a likvidácia odpadov ","Odber, odvoz, zneškodňovanie a likvidácia odpadov","90510000-5 Likvidácia a spracovanie odpadu; 90500000-2 Služby súvisiace s likvidáciou odpadu a odpadom; 90512000-9 Služby na prepravu odpadu","Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/279690","1","635.000",
"OF-286044","Po karanténe","Káble, konektory a nabíjačky","nabíjačky, predlžovacie káble, uzemňovací kábel, napájací kábel, adaptéry","31158100-9 Nabíjače batérií; 60000000-8 Dopravné služby (bez prepravy odpadu); 31111000-7 Adaptéry; 44320000-9 Káble a súvisiace výrobky; 31320000-5 Elektrické rozvodné káble; 44322100-4 Elektroinštalačné káble; 30237132-3 Rozhranie univerzálnej sériovej zbernice (USB); 31224810-3 Predlžovacie káble; 44321000-6 Káble; 31681500-8 Nabíjačky","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/286044","1","950.000",
"OF-290766","Po karanténe","Opravy, ošetrovanie a revízie lokomotív","Technická kontrola, revízia, odborná prehliadka lokomotív","50221000-0 Opravy a údržba lokomotív; 60000000-8 Dopravné služby (bez prepravy odpadu)","Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/290766","1","0",
"OF-291473","Po karanténe","Umývacie prostriedky do umývačiek riadu","umývacie prostriedky","39832000-3 Čistiace prostriedky na riad; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/291473","0","0",
"OF-291843","Po karanténe","Osobný počítač s monitorom","osobný počítač, monitor, PC","30213000-5 Osobné počítače; 30231000-7 Počítačové monitory a konzoly; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/291843","0","0",
"OF-292401","Po karanténe","Dodávka elektrickej energie na obdobie od 1.11.2024-31.10.2025","elektrická energia","09310000-5 Elektrická energia","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/292401","1","0",
"OF-292439","Po karanténe","Polypropylenové skúmavky a mikroskúmavky","sterilné centrifugačné skúmavky, mikroskúmavky, vrchnák, polypropylén, kónické dno,","33140000-3 Zdravotnícky spotrebný materiál; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/292439","1","0",
"OF-292442","Po karanténe","Multiparametrový fotometer ","Multiparametrový fotometer, oltika, LED diódy, interferenčné filtre, grafický displej,","38000000-5 Laboratórne, optické a presné prístroje a vybavenie (s výnimkou skiel); 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/292442","0","0",
"OF-292579","Po karanténe","Spotrebný materiál pre elektrónovú mikroskopiu","spotrebný materiál, kapsuly, držiak kapsúl, slučka, rúčka pre slučku, pinzeta, sieťka","33140000-3 Zdravotnícky spotrebný materiál; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/292579","1","2439.000",
"OF-292641","Po karanténe","Ostatné interiérové vybavenie","Časti nábytku, vešiaky","30195800-0 Závesné vešiaky alebo držiaky; 39157000-7 Časti nábytku; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/292641","1","0",
