"OpisnyFormularIdentifikator","OpisnyFormularStav","OpisnyFormularNazov","OpisnyFormularKlucoveSlova","OpisnyFormularCpv","OpisnyFormularDruh","OpisnyFormularKategoriaSluzieb","OpisnyFormularUrl","OpisnyFormularPocetVyhlasenychZakaziek","OpisnyFormularObchodovanaSumaBezDPH",
"OF-222467","Po karanténe","Webkamery a slúchadlá s mikrofónom a temenným mostom","webkamera, slúchadlá, temenný most","30237000-9 Časti a príslušenstvo počítačov a spotrebný materiál k nim; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/222467","1","1275,000",
"OF-223718","Po karanténe"," Tlač brožúrky ,,Regionálna kuchárka""","tlač, propagačný leták","22100000-1 Tlačené knihy, brožúry a letáky; 22462000-6 Propagačný materiál; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/223718","1","630,900",
"OF-224654","Po karanténe","Žiarovo pozinkované rúry  ZN 2"" (Ø 60 mm)","rúry, stĺpy, stožiare","44144000-1 Stĺpy; 60000000-8 Dopravné služby (bez prepravy odpadu); 44212200-1 Piliere, stožiare, veže, pylóny a stĺpy","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/224654","1","3600,000",
"OF-223635","Po karanténe","Nákup  umelohmotných vencov","umelohmotný veniec, veniec čečinový umelohmotný","39296000-3 Pohrebný spotrebný materiál; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/223635","1","83,330",
"OF-223403","Po karanténe","Nákup osobných ochranných pracovných prostriedkov - pracovných odevov a obuvi","tričko, mikina s kapucňou, bunda, pracovná obuv, rukavice","18100000-0 Pracovné odevy, špeciálne pracovné odevy a doplnky; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/223403","1","1741,670",
"OF-224740","Po karanténe","Zabezpečenie stravovania formou stravných poukážok","Zabezpečenie stravovania v zmluvných stravovacích zariadeniach, stravné poukážky, dodanie stravných poukážok","55520000-1 Služby hromadného stravovania; 60000000-8 Dopravné služby (bez prepravy odpadu); 30199770-8 Stravné poukážky","Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/224740","1","137603,610",
"OF-222882","Po karanténe","Tonery do tlačiarní","tonery čierne a farebné","30125100-2 Tonerové náplne; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/222882","1","1040,000",
"OF-222181","Po karanténe","Drogistický tovar","prací prášok, čistiaci prostriedok, mydlo, dezinfekcia, aviváž, mop, vrecia, farba, lak, lepidlo, pasta, rukavice, sitko, gél","39831000-6 Pracie prostriedky; 39830000-9 Čistiace výrobky; 33711900-6 Mydlo; 18930000-7 Vrecia a vaky; 18141000-9 Pracovné rukavice; 44820000-4 Laky; 44810000-1 Náterové farby","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/222181","1","833,320",
"OF-222968","Po karanténe","Zberné vrecia do skartovacieho stroja KOBRA 400 H, ","Zberné vrecia, skartovací stroj KOBRA 400 H,","30124000-4 Časti a príslušenstvo kancelárskych strojov; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/222968","1","433,330",
"OF-222699","Po karanténe","Vyšetrovacie LED svietidlo zdravotnícke. ","Vyšetrovacie, LED, svietidlo, zdravotnícke.","33167000-8 Operačné lampy; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/222699","1","15240,000",
"OF-222550","Po karanténe"," Tlačiareň laserová ","tlačiareň HP","30232110-8 Laserové tlačiarne; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/222550","1","293,320",
"OF-222450","Po karanténe","Liek ATC skupiny č. J06BB16","Palivizumab","33651520-9 Imunoglobulíny; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/222450","1","0",
"OF-223303","Po karanténe","Robot univerzálny  ","univerzálny robot, krájač zeleniny, mlynček na mäso, mlynček na mak,","39312000-2 Zariadenia na prípravu jedál; 39220000-0 Kuchynské zariadenie, domáce potreby a potreby pre domáce hospodárstvo a dodávky pre stravovacie zariadenia; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/223303","1","5150,000",
"OF-223821","Po karanténe","Videobronchoskop s príslušenstvom","videobronchoskop, videoprocesor ( svetelný zdroj), HD medicínsky monitor, odsávacia pumpa, endoskopický vozík, tester, cytologická kefka, bioptické kliešte","33168000-5 Endoskopia, endochirurgické prístroje; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/223821","1","31250,000",
"OF-224339","Po karanténe","Potravinársky teplomer, vlhkomer, kvapalinový teplomer kalibrovaný","Potravinársky teplomer, vlhkomer, kvapalinový teplomer kalibrovaný","38412000-6 Teplomery; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/224339","1","0",
