"OpisnyFormularIdentifikator","OpisnyFormularStav","OpisnyFormularNazov","OpisnyFormularKlucoveSlova","OpisnyFormularCpv","OpisnyFormularDruh","OpisnyFormularKategoriaSluzieb","OpisnyFormularUrl","OpisnyFormularPocetVyhlasenychZakaziek","OpisnyFormularObchodovanaSumaBezDPH",
"OF-98150","Po karanténe","Dodávka potravín pre stravovacie zriadenie ","trvanlivé potraviny, koreniny, konzervy","15000000-8 Potraviny, nápoje, tabak a príbuzné produkty; 03117200-6 Semená rastlín používané v konkrétnych odvetviach; 15241000-9 Nakladané ryby alebo ryby v konzerve; 15242000-6 Pripravené pokrmy z rýb; 15321100-5 Pomarančová šťava; 15321600-0 Jablková šťava; 15321800-2 Koncentrované šťavy; 15332412-5 Spracované hrozienka; 15820000-2 Sucháre a piškóty; trvanlivé pečivo a cukrovinky; 15831200-4 Biely cukor; 15831500-7 Cukrové sirupy; 15831600-8 Med; 15841300-8 Nesladený kakaový prášok; 15842100-3 Čokoláda; 15842200-4 Čokoládové výrobky; 15861100-2 Pražená káva; 15864100-3 Porciovaný čaj; 15871210-9 Sójová omáčka; 15871250-1 Horčica; 15871260-4 Omáčky; 15872100-2 Paprika; 15872200-3 Korenie; 15872300-4 Bylinky; 15891100-1 Mäsové polievky; 15891500-5 Bujóny; 15891900-9 Zeleninové polievky; 15894300-4 Pripravené pokrmy; 15131310-1 Paštéta; 15897200-4 Výrobky v konzerve; 15898000-9 Droždie; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/98150","4","0",
"OF-148853","Po karanténe","Čistiace a leštiace výrobky","čistiace pomôcky, čistiace potreby, čistiace prostriedky","39800000-0 Čistiace a leštiace výrobky; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/148853","0","0",
"OF-149022","Po karanténe","Smaltované uličné tabule, súpisné čísla, orientačné čísla","smaltované uličné tabule, súpisné čísla ,orientačné čísla","34992300-0 Označenie ulíc; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/149022","1","1750,000",
"OF-150203","Po karanténe","Náhrady minerálnych prvkov","calcium gluconicum, calcium chloridum dihydr., magnesium sulfas, kalium chloratum, náhrady minerálnych prvkov, účinné látky","33600000-6 Farmaceutické výrobky; 33610000-9 Liečivá pre výživovú sústavu a látkovú premenu; 33616000-1 Vitamíny; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/150203","1","9526,440",
"OF-151340","Po karanténe","Magnetické miešadlo","magnetické miešadlo","42910000-8 Destilačné, filtračné alebo rektifikačné prístroje; 38400000-9 Nástroje na kontrolu fyzikálnych vlastností; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/151340","0","0",
"OF-152189","Po karanténe","Tonery originálne do tlačiarní a kopírovacích strojov","Tonery","30125100-2 Tonerové náplne; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/152189","1","32165,230",
"OF-152431","Po karanténe","Stravné poukážky 2018","stravné poukážky, dodanie stravných poukážok, zabezpečenie stravovania v zmluvných stravovacích zariadeniach","30199770-8 Stravné poukážky; 60000000-8 Dopravné služby (bez prepravy odpadu); 55520000-1 Služby hromadného stravovania","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/152431","1","100749,600",
"OF-152508","Po karanténe","Nástenný dávkovač pákový ","dávkovacie zariadenie","42993200-5 Dávkovacie zariadenia; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/152508","0","0",
"OF-152568","Po karanténe","Predĺženie podpory a nákup nových licencií  McAfee produktov","podpora, licencie","48760000-3 Softvérový balík na ochranu pred vírusmi; 72000000-5 Služby informačných technológií: konzultácie, vývoj softvéru, internet a podpora","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/152568","0","0",
"OF-152632","Po karanténe","Kancelársky papier (xerografický) A4, A3 biely","Papier na fotokopírovanie a xerografický papier A4, A3","30197642-8 Papier na fotokopírovanie a xerografický papier; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/152632","0","0",
