"OpisnyFormularIdentifikator","OpisnyFormularStav","OpisnyFormularNazov","OpisnyFormularKlucoveSlova","OpisnyFormularCpv","OpisnyFormularDruh","OpisnyFormularKategoriaSluzieb","OpisnyFormularUrl","OpisnyFormularPocetVyhlasenychZakaziek","OpisnyFormularObchodovanaSumaBezDPH",
"OF-186585","Po karanténe","Dodávka a inštalácia ultrazvukových prístrojov - 4 ks"," ultrazvukový systém, sonograf, špeciálne technológie, meranie, kardiológia, mamológia, urológia, rádiológia","33112000-8 Echo, ultrazvukové a dopplerovské zobrazovacie zariadenia; 51410000-9 Inštalácia lekárskych zariadení; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/186585","0","0",
"OF-186599","Po karanténe","Farby a riedidlá","Farby, riedidlá, emaily, laky, nátery, spreje, tvrdidlo, gumoasfaltový náter","44800000-8 Náterové farby, laky a tmely; 44810000-1 Náterové farby; 44820000-4 Laky; 44830000-7 Tmely, plnivá, tesniace tmely a rozpúšťadlá; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/186599","0","0",
"OF-186617","Po karanténe","Osobné motorové vozidlá pre potreby OS ZZS","motorové vozidlo, osobné motorové vozidlo","34110000-1 Osobné automobily; 34113000-2 Vozidlá s náhonom štyroch kolies; 34100000-8 Motorové vozidlá; 34114000-9 Špeciálne vozidlá; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/186617","1","0",
"OF-186736","Po karanténe","Pranie a chemické čistenie","pranie, chemické čistenie","98310000-9 Pranie a chemické čistenie; 98311000-6 Zber bielizne; 98312000-3 Čistenie textilu; 98312100-4 Impregnovanie textilu; 98315000-4 Žehlenie; 60000000-8 Dopravné služby (bez prepravy odpadu)","Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/186736","1","0",
"OF-186836","Po karanténe","Stravné lístky","stravné lístky a dodanie stravných lístkov, gastrolístky, stravné poukážky","30199770-8 Stravné poukážky; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/186836","1","186434,150",
"OF-186850","Po karanténe","Žiarovky, žiarivky - elektromaterál ","žiarovky, žiarivky, štartér, obímka, tlmivka, LED","31532920-9 Žiarovky a žiarivkové lampy; 31531000-7 Žiarovky; 31681410-0 Elektromateriály; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/186850","1","12583,330",
"OF-185731","Po karanténe","Letné pneumatiky Kleber","Letné pneumatiky Kleber","34351100-3 Pneumatiky pre motorové vozidlá; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/185731","0","0",
"OF-185899","Po karanténe","3 D tlačiareň","3 D tlačiareň","30232100-5 Tlačiarne a zapisovače; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/185899","1","1232,500",
"OF-188521","Po karanténe","Nábytkové kovanie","nábytkové závesy, zásuvkové výsuvy,dverové kovanie","44523000-2 Pánty, kovanie a drobné príslušenstvo; 44523200-4 Kovania; 44523100-3 Pánty; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/188521","1","0",
"OF-188522","Po karanténe","Čistiace a hygienické potreby","čistiace potreby, hygienické potreby","39800000-0 Čistiace a leštiace výrobky; 39832100-4 Čistiaci prášok na riad; 39831600-2 Čistiace prostriedky na toalety; 39811100-1 Osviežovač vzduchu; 39831210-1 Saponáty na umývanie riadu; 33741200-8 Krémy na ruky alebo telové mlieka; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/188522","1","0",
"OF-188539","Po karanténe","Hydinové salámy a párky  ","hydinové výrobky, hydinová saláma, hydinové párky,  hydinové cigáro","15131500-0 Hydinové výrobky; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/188539","0","0",
"OF-188557","Po karanténe","Kosenie sídliskovej zelene a starostlivosť o trávnaté plochy(lokalita 6)","kosenie, hrabanie, odvoz odpadu","77314100-5 Údržba trávnikov; 77300000-3 Záhradnícke služby; 77313000-7 Údržba parkov; 90610000-6 Služby na čistenie a zametanie ulíc; 90510000-5 Likvidácia a spracovanie odpadu","Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/188557","0","0",
"OF-188558","Po karanténe","Kosenie sídliskovej zelene a starostlivosť o trávnaté plochy(lokalita 7)","kosenie, hrabanie, odvoz odpadu","77314100-5 Údržba trávnikov; 77300000-3 Záhradnícke služby; 77313000-7 Údržba parkov; 90610000-6 Služby na čistenie a zametanie ulíc; 90510000-5 Likvidácia a spracovanie odpadu","Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/188558","0","0",
"OF-188571","Po karanténe","Odkvapová vanička","odkvapová vanička","34928480-6 Kontajnery a nádoby na odpad a odpadky; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/188571","1","0",
