"OpisnyFormularIdentifikator","OpisnyFormularStav","OpisnyFormularNazov","OpisnyFormularKlucoveSlova","OpisnyFormularCpv","OpisnyFormularDruh","OpisnyFormularKategoriaSluzieb","OpisnyFormularUrl","OpisnyFormularPocetVyhlasenychZakaziek","OpisnyFormularObchodovanaSumaBezDPH",
"OF-197364","Po karanténe","Likvidácia biologického rozložiteľného odpadu a kalov ","Biologické odpady","90510000-5 Likvidácia a spracovanie odpadu","Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/197364","1","31500,000",
"OF-220659","Po karanténe","Tlačiareň s piezoelektrickou atramentovou technológiou s vytvrdzovaní UV svetlom (UV Curable Inkjet)","Tlačiareň","30232150-0 Atramentové tlačiarne","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/220659","0","0",
"OF-226762","Po karanténe","Veľkoplošný (dočasný) pútač","pútač, informačná tabuľa, reklamná tabuľa, publicita projektov EÚ","39294100-0 Informačné a propagačné výrobky; 35261000-1 Informačné panely; 30195000-2 Tabule; 79822500-7 Grafické návrhy; 79800000-2 Tlačiarenské a príbuzné služby; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/226762","1","295,000",
"OF-229468","Po karanténe","Elektrochirurgický generátor","Elektrochirurgický, generátor, koalgulácia, odsávanie","33161000-6 Elektrochirurgické jednotky; 51400000-6 Inštalácia lekárskych a chirurgických zariadení; 80511000-9 Školenie pracovníkov; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/229468","0","0",
"OF-233193","Po karanténe","Čistiace prostriedky","Čistiace prostriedky, hygienické prostriedky, prostriedky na odstraňovanie vodného kameňa, leštiace prostriedky, vrecia na odpad","39830000-9 Čistiace výrobky; 60000000-8 Dopravné služby (bez prepravy odpadu); 39800000-0 Čistiace a leštiace výrobky","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/233193","1","7114,000",
"OF-233266","Po karanténe","Trubky, potrubia a armatúry","Rúry, kolená, vsuvky, opravný strmeň, nátrubky","44163000-0 Rúrky a príslušenstvo (spojky); 44164310-3 Rúry a príslušenstvo (spojky); 44167400-2 Kolená; 44167300-1 Ohyby, nátrubky a príslušenstvo na rúrky; 44167200-0 Opravné svorky a manžety (límce); 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/233266","1","506,250",
"OF-234385","Po karanténe","Pracovné odevy  do kuchyne ","nohavice, tričko, mikina, čiapka, zástera","18100000-0 Pracovné odevy, špeciálne pracovné odevy a doplnky; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/234385","1","932,990",
"OF-234493","Po karanténe","Čistiace a hygienické potreby","Čistiaci prášok na riad, Čistiace prostriedky na toalety,  Prostriedok na umývanie podláh, Saponát na umývanie riadu, Mydlo na pranie, Cheiron alebo ekvivalent, Grilpur alebo ekvivalent, Savo Perex, Pulirapid alebo ekvivalent,  Osviežovač vzduchu, WC blok, Hubka na riad, WC kefy, Handra na podlahu, Metla ciroková, Drôtenka vileda, Indulona alebo ekvivalent, Tekuté mydlo, Savo proti plesni, Odpadové vrecká, Vrecia čierne na odpad,  Rukavice jednorázové a gumené, y, Prostriedok na čistenie odtokov,  Mydlo mazľavé, Okena, Suprachlór, Zmeták s násadou, Zmeták s lopatkou, Zvon gumový, Mop a náhrada na mop, prostriedok na umývanie podláh, Handra švédska, Kefa ryžová a násada.","39831210-1 Saponáty na umývanie riadu; 39830000-9 Čistiace výrobky; 39831250-3 Vyplachovacie roztoky; 39811100-1 Osviežovač vzduchu; 39811000-0 Prípravky na parfumovanie alebo dezodoráciu miestností; 39224320-7 Špongie; 39224310-4 WC kefy; 39224300-1 Metly a kefy a iné výrobky na upratovanie domácností; 39224100-9 Metly; 39224200-0 Kefy; 39221180-2 Kuchárske potreby; 33741100-7 Čistiace prostriedky na ruky; 33711900-6 Mydlo; 39221200-9 Jedálenské potreby; 19640000-4 Polyetylénový odpad a odpadkové vrecká a vaky; 18424300-0 Jednorazové rukavice; 39220000-0 Kuchynské zariadenie, domáce potreby a potreby pre domáce hospodárstvo a dodávky pre stravovacie zariadenia; 39831220-4 Odmasťovacie prostriedky; 39832100-4 Čistiaci prášok na riad; 39831600-2 Čistiace prostriedky na toalety; 39831300-9 Čistiace prostriedky na podlahu","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/234493","1","6616,670",
"OF-234830","Po karanténe","Kancelárske potreby","kancelársky papier, obálky, kancelárske spinky, zošit, šanón, ceruzka, pero","30192000-1 Kancelárske potreby; 30197000-6 Drobné kancelárske vybavenie; 30197100-7 Sponky, cvočky, pripináčiky; 30197200-8 Krúžkové viazače a spony na papier; 30197220-4 Spony na papier; 30197320-5 Zošívačky; 30197321-2 Rozošívače; 30197330-8 Dierovače; 30197642-8 Papier na fotokopírovanie a xerografický papier; 30197643-5 Papier na fotokopírovanie; 30197644-2 Xerografický papier; 30199000-0 Papiernický tovar a iné položky; 30199230-1 Obálky; 30199780-1 Podpisové knihy; 22800000-8 Papierové alebo lepenkové registre, účtovné knihy, rýchloviazače, formuláre a iné druhy tlačeného papierenského tovaru; 22810000-1 Papierové alebo lepenkové registre; 22815000-6 Zápisníky; 22816000-3 Bloky; 22816100-4 Poznámkové bloky; 22830000-7 Zošity; 22850000-3 Rýchloviazače a súvisiace príslušenstvo; 22851000-0 Rýchloviazače; 22852000-7 Zakladače; 22852100-8 Spisové dosky; 30192121-5 Guľôčkové perá; 30192122-2 Plniace perá; 30192124-6 Fixky; 30192125-3 Zvýrazňovače; 30192130-1 Ceruzky; 30192160-0 Korektory; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/234830","1","2720,000",
"OF-234842","Po karanténe","Chemikálie pre laboratória","kyseliny, normanaly, hydranaly, acetonitril, acetón, toluén","24300000-7 Základné anorganické a organické chemikálie; 24311000-7 Chemické prvky, anorganické kyseliny a zlúčeniny","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/234842","0","0",
