"OpisnyFormularIdentifikator","OpisnyFormularStav","OpisnyFormularNazov","OpisnyFormularKlucoveSlova","OpisnyFormularCpv","OpisnyFormularDruh","OpisnyFormularKategoriaSluzieb","OpisnyFormularUrl","OpisnyFormularPocetVyhlasenychZakaziek","OpisnyFormularObchodovanaSumaBezDPH",
"OF-213233","Po karanténe","SSD a operačné pamäte","SSD, Pamäťové médiá, RAM","30234000-8 Pamäťové médiá; 30236110-6 Pamäť s náhodným prístupom (RAM); 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/213233","1","806,000",
"OF-213333","Po karanténe","Zametací, umývací a čistiaci stroj","Stroj na čistenie a údržbu miestnych komunikácií a chodníkov","34144431-8 Zametacie vozidlá s odsávaním; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/213333","1","131665,830",
"OF-213167","Po karanténe","Tlač  vizitiek ","tlač, tlačiarenská služba, výroba tlače","79810000-5 Tlačiarenské služby; 79820000-8 Služby súvisiace s tlačou; 60000000-8 Dopravné služby (bez prepravy odpadu)","Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/213167","1","25,000",
"OF-212729","Po karanténe","Interiérové vybavenie pracovne nábytkom","nábytok, skrinka, šatník, stôl, kontajner, stolík, skrinka","39100000-3 Nábytok; 39160000-1 Školský nábytok; 39141300-5 Skrine","Tovar","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/212729","1","932,500",
"OF-213665","Po karanténe","Skartovačka","Skartovačka stupňa P-4 a vyšší","30191400-8 Skartovače; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/213665","1","0",
"OF-213399","Po karanténe","Náhradné diely na autobusy Sor NB12,NB18 - karoséria","Náhradné diely, autobus,Sor NB12,NB18,karoséria","34300000-0 Časti a príslušenstvo vozidiel a ich motorov; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/213399","1","0",
"OF-212463","Po karanténe","Ovocie a zelenina","ovocie, zelenina, banány, citrusové plody, jablká, hrušky, hrozno, slivky, brokolica, cibuľa, kaleráb, kapusta, paradajky, paprika, mrkva, šalát, zeler, zemiaky","03220000-9 Zelenina, ovocie a orechy; 03222200-5 Citrusové plody; 03222320-2 Jablká, hrušky a dule; 03222111-4 Banány; 03222340-8 Hrozno; 03222334-3 Slivky; 03221430-9 Brokolica; 03221113-1 Cibuľa; 03221410-3 Kapusta; 03221240-0 Paradajka; 15872100-2 Paprika; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/212463","1","0",
"OF-212629","Po karanténe","Kancelárske potreby","obálky, papier, šanón, euroobal, blok, náboje do zošívačky, zošívačka, rozraďovač, pentelka, ceruzka, pero, náplň do pera, strúhadlo, guma, pravítko, centropen, stojan na perá,nožnice, pravítko, lepiaca páska,  pečiatková farba, klipy na dokumenty, lepidlo,  dosky spisové, listová zásuvka, lišty zasúvacie, žiadanka na prepravu osôb a nákladu, záznam o prev. osob. mot.vozidla, zvlhčovač prstov, kalkulačka.","30192000-1 Kancelárske potreby; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/212629","1","2665,830",
"OF-213033","Po karanténe","Nádoby, obaly a obalový materiál","sud, plachtovina, papier, vrecia","44619400-6 Sudy; 39522110-1 Nepremokavé plachty; 37823100-4 Nepremastiteľný papier; 39293000-2 Umelé výrobky; 35113490-0 Ochranný plášť; 44192100-3 PVC pena; 44610000-9 Cisterny, zásobníky, kontajnery a tlakové nádoby; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/213033","1","0",
"OF-213133","Po karanténe","Plechové disky","Plechové disky","37453300-1 Disky; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/213133","1","104,000",
"OF-213548","Po karanténe","Vitamíny 2","Lieky","33690000-3 Rôzne liečivá","Tovar","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/213548","1","0",
