"OpisnyFormularIdentifikator","OpisnyFormularStav","OpisnyFormularNazov","OpisnyFormularKlucoveSlova","OpisnyFormularCpv","OpisnyFormularDruh","OpisnyFormularKategoriaSluzieb","OpisnyFormularUrl","OpisnyFormularPocetVyhlasenychZakaziek","OpisnyFormularObchodovanaSumaBezDPH",
"OF-267200","Po karanténe","Kancelárske potreby","spisové dosky, zakladače pákové, obaly, rýchloviazače PVC","30192000-1 Kancelárske potreby; 22852100-8 Spisové dosky; 22850000-3 Rýchloviazače a súvisiace príslušenstvo; 22852000-7 Zakladače; 30199230-1 Obálky; 30197100-7 Sponky, cvočky, pripináčiky; 30193000-8 Organizéry a príslušenstvo; 22830000-7 Zošity; 60000000-8 Dopravné služby (bez prepravy odpadu); 30192900-0 Korekčné prostriedky; 30192125-3 Zvýrazňovače","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/267200","0","0",
"OF-268806","Po karanténe","Nákup potravín: mlieko, maslo, smotana sladká, smotana kyslá, syr tvrdý, syr tavený, tvaroh, jogurty, oleje, tuky, omáčky","potraviny","15000000-8 Potraviny, nápoje, tabak a príbuzné produkty; 15500000-3 Mliečne výrobky; 15512000-0 Smotana; 15512200-2 Smotana s vyšším obsahom tuku; 15512900-9 Smotana na šľahanie; 15540000-5 Syrárske výrobky; 15541000-2 Lahôdkový syr; 15543000-6 Strúhaný, práškový, syr s modrou plesňou a iný syr; 15543300-9 Strúhaný syr; 15544000-3 Tvrdý syr; 15545000-0 Syrové nátierky; 15550000-8 Mliečne výrobky rôznych druhov; 15551000-5 Jogurt a ostatné fermentované mliečne výrobky; 15551300-8 Jogurt; 15551310-1 Neochutený jogurt; 15551320-4 Ochutený jogurt; 15530000-2 Maslo; 15511000-3 Mlieko; 15551500-0 Cmar; 15411000-2 Živočíšne alebo rastlinné oleje; 15411110-6 Olivový olej; 15411200-4 Olej na varenie; 15412200-1 Rastlinné tuky; 15430000-1 Jedlé tuky; 15871260-4 Omáčky; 15871273-8 Majonéza; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/268806","1","42400,000",
"OF-269999","Po karanténe","Výhrevný výdajný pult","pult","39314000-6 Priemyselné vybavenie kuchýň; 39312000-2 Zariadenia na prípravu jedál; 60000000-8 Dopravné služby (bez prepravy odpadu); 39221000-7 Kuchynské vybavenie","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/269999","1","2035,000",
"OF-270505","Po karanténe","Predĺženie licencií antivírusového softvéru ESET vrátane prevádzkovej podpory","softvér, ochrana pred vírusmi, licencie, predĺženie licencií, prevádzková podpora","48761000-0 Antivírusový softvérový balík; 72000000-5 Služby informačných technológií: konzultácie, vývoj softvéru, internet a podpora; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/270505","1","12226,000",
"OF-270670","Po karanténe","Obalový materiál - Baliaci materiál pre studenú stravu","fólia, tácky, misky, poháre","30199000-0 Papiernický tovar a iné položky; 39222100-5 Potreby pre verejné stravovanie na jedno použitie; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/270670","0","0",
"OF-270941","Po karanténe","Hnojivá","rôzne hnojivá","24440000-0 Rôzne hnojivá; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/270941","0","0",
"OF-270975","Po karanténe","Strelivo určené na športové účely ","športové strelivo, náboje","35331500-8 Náboje; 35331000-3 Strelivo do strelných zbraní a vojnové prostriedky; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/270975","1","8318,330",
"OF-271159","Po karanténe","Pranie a chemické čistenie ","pranie prádla a bielizne, chemické čistenie prádla a bielizne, žehlenie prádla a bielizne","98310000-9 Pranie a chemické čistenie; 60000000-8 Dopravné služby (bez prepravy odpadu); 98315000-4 Žehlenie; 98311000-6 Zber bielizne","Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/271159","1","1074,770",
"OF-271314","Po karanténe","Biologické chlopňové protézy pre implantáciu do mitrálnej pozície","chlopňa, chlopňová protéza, perikardiálna","33182220-7 Srdcové chlopne; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/271314","1","73181,850",
"OF-271408","Po karanténe","Batérie pre SLAB, UNDERWATER BEACON","batéria, akumulátor, letecká technika","31400000-0 Akumulátory, galvanické články a batérie; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/271408","0","0",
