"OpisnyFormularIdentifikator","OpisnyFormularStav","OpisnyFormularNazov","OpisnyFormularKlucoveSlova","OpisnyFormularCpv","OpisnyFormularDruh","OpisnyFormularKategoriaSluzieb","OpisnyFormularUrl","OpisnyFormularPocetVyhlasenychZakaziek","OpisnyFormularObchodovanaSumaBezDPH",
"OF-131499","Po karanténe","CNC 5-osé obrábacie centrum."," CNC, centrum, softvér, fréza, sústruh, príslušenstvo k CNC strojom","42623000-9 Frézovačky; 42621100-6 CNC sústruhy; 48323000-8 Softvérový balík pre výrobu pomocou počítača (CAM); 48321000-4 Softvérový balík na navrhovanie pomocou počítača (CAD); 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/131499","0","0",
"OF-129663","Po karanténe","Ovínadlá sadrové, hydrofilné škrobené","ovínadlá, obväzový materiál, sadrové, hydrofilné škrobené","33141113-4 Ovínadlá; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/129663","0","0",
"OF-132654","Po karanténe","Perimeter","perimeter, vyšetrenie zorného poľa","33122000-1 Oftalmologické prístroje; 51410000-9 Inštalácia lekárskych zariadení; 80511000-9 Školenie pracovníkov; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/132654","0","0",
"OF-134457","Po karanténe","Elektricky polohovateľne postele s príslušenstvom","lôžko,polohovateľné,matrac,posteľ,hrazda,hrazdička,pasívny,antidekubitný","33192130-2 Motorizované lôžka; 60000000-8 Dopravné služby (bez prepravy odpadu); 39143112-4 Matrace","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/134457","0","0",
"OF-134493","Po karanténe","Drevotrieskové dosky laminátové a ABS hrany","Drevotrieskové dosky laminátové /DTDL/na výrobu nábytku do interierov, vyhovujúce vo všetkých parametroch normám EN 312-3 a hranovacie pásky ABS používané na ohranenie hrán DTDL.","44191300-8 Drevotriesková doska; 44173000-3 Pás; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/134493","1","8500,000",
"OF-134540","Po karanténe","Chladená stolová centrifúga","cetrifúga, stolová odstredivka","42931120-8 Stolné odstredivky; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/134540","1","2619,990",
"OF-134576","Po karanténe","Nákup konvektomatu  ","Elektrický konvektomat bojlerový, programovateľný s príslušenstvom ","39221100-8 Kuchynské potreby","Tovar","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/134576","1","10374,170",
"OF-134640","Po karanténe","Knihy-odborné publikácie","knihy, odborná literatúra","22111000-1 Knihy pre školy; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/134640","1","868,180",
"OF-134690","Po karanténe","Servis, údržba a opravy nákladných motorových vozidiel","Servis, údržba a opravy nákladných motorových vozidiel","50110000-9 Opravy a údržbárske služby pre motorové vozidlá a súvisiace vybavenie; 34300000-0 Časti a príslušenstvo vozidiel a ich motorov; 60000000-8 Dopravné služby (bez prepravy odpadu)","Služba; Tovar","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/134690","0","0",
"OF-134776","Po karanténe","vysávač","vysávač","42999100-6 Vysávače prachu nie pre domácnosť; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/134776","1","452,000",
