"OpisnyFormularIdentifikator","OpisnyFormularStav","OpisnyFormularNazov","OpisnyFormularKlucoveSlova","OpisnyFormularCpv","OpisnyFormularDruh","OpisnyFormularKategoriaSluzieb","OpisnyFormularUrl","OpisnyFormularPocetVyhlasenychZakaziek","OpisnyFormularObchodovanaSumaBezDPH",
"OF-71111","Po karanténe","Darčekové poukážky","darčekové poukážky","30199750-2 Poukážky; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/71111","1","4730,000",
"OF-71126","Po karanténe","Výmena okien a dverí telocvične","okná, dvere, rekonštrukcia, stavebné práce, telocvičňa","45000000-7 Stavebné práce; 45212290-5 Opravy a údržba súvisiace so športovými zariadeniami; 60000000-8 Dopravné služby (bez prepravy odpadu); 44221000-5 Okná, dvere a súvisiace prvky; 44221100-6 Okná; 44221200-7 Dvere","Stavebná práca; Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/71126","1","11200,000",
"OF-71128","Po karanténe","Nohavičky  plienkové SENI BASIC pre dospelých velkosť  3 ","plienkové nohavičky, pomôcky pre inkontinenciu, jednorázové plienky","33751000-9 Jednorazové plienky; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/71128","1","2945,450",
"OF-71141","Po karanténe","Lyžiarsky výcvik pre žiakov ZŠ","ubytovanie, doprava, stravovanie, skipas, lyžiarské stredisko, zdravotná služba","55000000-0 Hotelové, reštauračné a maloobchodné služby; 92000000-1 Rekreačné, kultúrne a športové služby; 85000000-9 Zdravotnícka a sociálna pomoc; 60000000-8 Dopravné služby (bez prepravy odpadu)","Služba","17. Hotelové a reštauračné služby","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/71141","1","2830,000",
"OF-71158","Po karanténe","Toaletný papier a papierove utierky.","Toaletný papier a papierove utierky.","33772000-2 Jednorazové papierové výrobky; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/71158","1","332,500",
"OF-71160","Po karanténe","Dodávka motorovej nafty","nafta, pohonné hmoty, palivá","09134100-8 Motorová nafta; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/71160","2","15720,000",
"OF-71175","Po karanténe","Tlač informačných materiálov","tlač, tlačiarenská služba, výroba tlače, tlač a distribúcia materiálov, ","79800000-2 Tlačiarenské a príbuzné služby; 79810000-5 Tlačiarenské služby; 79820000-8 Služby súvisiace s tlačou; 79824000-6 Tlačiarenské a distribučné služby; 60000000-8 Dopravné služby (bez prepravy odpadu)","Služba","15. Tlačiarenské a publikačné služby za poplatok alebo na základe zmluvy","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/71175","1","209,000",
"OF-71177","Po karanténe","Služby zvukového technika a technického zabezpečenia","tlmočnícka technika, konferencia","92370000-5 Služby zvukového technika; 60000000-8 Dopravné služby (bez prepravy odpadu)","Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/71177","1","21172,000",
"OF-71226","Po karanténe","Meranie plazmatických proteínov s aplikáciou na analyzátor „Immage 800“","Plazmatické proteíny, IgG, IgA, IgM, IgE, CRP, ASO (ASLO)","33141625-7 Diagnostické súpravy; 33124130-5 Diagnostický spotrebný materiál; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/71226","0","0",
"OF-71228","Po karanténe","Prietoková cytometria s aplikáciou na analyzátor „FC500“","Celulárna imunita, lymfocyty, prietoková cytometria, CD markery, fluorochromy ","33694000-1 Diagnostické činidlá; 33696500-0 Laboratórne činidlá; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/71228","1","5060,000",
"OF-71243","Po karanténe","Kúpa a dodávka hygienického materiálu a čistiacich prostriedkov ","dezinfekcia,čistenie, osobná hygiena, zásobník na papier","33700000-7 Predmety osobnej starostlivosti; 33711900-6 Mydlo; 33760000-5 Toaletný papier, vreckovky, uteráky na ruky a servítky; 39831210-1 Saponáty na umývanie riadu","Tovar; Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/71243","0","0",
"OF-71245","Po karanténe","Tonerové náplne a pásky do tlačiarní","Tonerové náplne, pásky do tlačiarní","30125100-2 Tonerové náplne; 30192320-0 Pásky do tlačiarní; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/71245","1","474,900",
"OF-71260","Po karanténe","Zvýšenie bezpečnosti a prevencie proti vandalizmu na verejných priestoroch","Stavebné práce,Bezpečnostné kamery,lampy/svietidlá,","45000000-7 Stavebné práce; 31520000-7 Lampy/svietidlá a príslušenstvo k nim; 34928530-2 Pouličné lampy; 35125300-2 Bezpečnostné kamery; 60000000-8 Dopravné služby (bez prepravy odpadu)","Stavebná práca; Služba; Tovar","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/71260","1","78300,000",
