"OpisnyFormularIdentifikator","OpisnyFormularStav","OpisnyFormularNazov","OpisnyFormularKlucoveSlova","OpisnyFormularCpv","OpisnyFormularDruh","OpisnyFormularKategoriaSluzieb","OpisnyFormularUrl","OpisnyFormularPocetVyhlasenychZakaziek","OpisnyFormularObchodovanaSumaBezDPH",
"OF-209732","Po karanténe","Xerografický valec","tonery do laserových tlačiarní, tonery do multifunkčných zariadení","30125110-5 Toner do laserových tlačiarní/faxových prístrojov; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/209732","1","780,000",
"OF-207860","Po karanténe","Mlieko a mliečne výrobky","mlieko, mliečne výrobky, smotana, tvaroh, syr, maslo, jogurt","15511000-3 Mlieko; 15500000-3 Mliečne výrobky; 15551300-8 Jogurt; 15512000-0 Smotana; 15530000-2 Maslo; 15542200-1 Mäkký syr; 15544000-3 Tvrdý syr; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/207860","1","0",
"OF-209632","Po karanténe","Skúmavky s K3EDTA ","skúmavka","19500000-1 Gumené a plastové materiály; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/209632","1","33,330",
"OF-209231","Po karanténe","Laminátor","laminátor","30190000-7 Rôzne kancelárske zariadenia a kancelárske potreby; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/209231","1","97,990",
"OF-209128","Po karanténe","Soľ tabletovaná regeneračná ","soľ","14400000-5 Soľ a čistý chlorid sodný; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/209128","1","7650,000",
"OF-210250","Po karanténe","Mrazené potraviny","Mrazené ryby, Mrazená zelenina, Mrazené polotovary","15896000-5 Hlboko zmrazené výrobky; 15331170-9 Mrazená zelenina; 15221000-3 Mrazené ryby; 15311000-1 Mrazené zemiaky","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/210250","1","0",
"OF-210067","Po karanténe","Termosy na prepravu jedla","jedlo, preprava","39221130-7 Nádoby na jedlo; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/210067","1","1020,820",
"OF-209314","Po karanténe","Spotrebný kancelársky materiál","kancelárske potreby","30199000-0 Papiernický tovar a iné položky; 30197000-6 Drobné kancelárske vybavenie; 30199230-1 Obálky; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/209314","1","0",
"OF-209028","Po karanténe","Vyčistenie odlučovača tukov","odlučovač tukov, lapač tukov, odvoz, likvidácia","90000000-7 Kanalizačné služby, služby na odstraňovanie odpadu, čistenie a environmentálne služby; 90510000-5 Likvidácia a spracovanie odpadu; 90524300-9 Odstraňovanie biologického odpadu; 90500000-2 Služby súvisiace s likvidáciou odpadu a odpadom; 60000000-8 Dopravné služby (bez prepravy odpadu)","Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/209028","1","2416,670",
"OF-209546","Po karanténe","Diagnostické ELISA súpravy na vyšetrenie prítomnosti priónového proteínu u hovädzieho dobytka a u malých prežúvavcov","Diagnostické súpravy","33141625-7 Diagnostické súpravy; 60000000-8 Dopravné služby (bez prepravy odpadu); 33141310-6 Injekčné striekačky; 33192500-7 Skúmavky; 33141320-9 Lekárske ihly","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/209546","1","63650,000",
