"OpisnyFormularIdentifikator","OpisnyFormularStav","OpisnyFormularNazov","OpisnyFormularKlucoveSlova","OpisnyFormularCpv","OpisnyFormularDruh","OpisnyFormularKategoriaSluzieb","OpisnyFormularUrl","OpisnyFormularPocetVyhlasenychZakaziek","OpisnyFormularObchodovanaSumaBezDPH",
"OF-22314","Po karanténe","Návleky na obuv a posteľ ","návlek, obuv, posteľ  ","33140000-3 Zdravotnícky spotrebný materiál; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/22314","0","0",
"OF-32034","Po karanténe","Pasívny vakový zdvihák s elektrickým zdvihom - MAXI TWIN COMPACT alebo ekvivalent  so závesným vakom","Pasívny vakový zdvihák, transport, kúpanie, sprchovanie, toaleta, hygiena","44411000-4 Sanitárne výrobky; 33192600-8 Zdvíhacie zariadenie pre zdravotnícke odvetvie; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/32034","0","0",
"OF-40250","Po karanténe","Multifunkčné zariadenie farebné","tlačiareň","30232110-8 Laserové tlačiarne; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/40250","1","208,330",
"OF-66806","Po karanténe","Súprava školského nábytku (1 x dvojmiestny stôl a 2 x stolička)","súprava školského nábytku (1 x dvojmiestny stôl a 2 x stolička)","39160000-1 Školský nábytok; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/66806","1","4500,000",
"OF-71290","Po karanténe","Nerezový termos 5 l","termos, prenos stravy","39221130-7 Nádoby na jedlo; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/71290","1","682,500",
"OF-71947","Po karanténe","Odborné prehliadky a skúšky vyhradených technických zariadení elektrických ","odborné prehliadky, odborné skúšky elektrických zariadení, revízie elektrických spotrebičov","50711000-2 Opravy a údržba elektrických zariadení budov","Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/71947","1","1350,000",
"OF-102840","Po karanténe","Dodávkový pohrebný automobil.","Dodávkový pohrebný automobil na prepravu ľudských pozostatkov a ľudských ostatkov, pohrebné vozidlo.","34100000-8 Motorové vozidlá; 34136000-9 Dodávkové automobily; 34144000-8 Motorové vozidlá na špeciálne účely; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/102840","0","0",
"OF-115860","Po karanténe","Tlačiareň HP LaserJet Pro 400 M402dn C5F94A alebo ekvivalent","PC, tlačiareň, hardware, zariadenie k počítaču, tonery, príslušenstvo, IT, informačná technika ","30200000-1 Počítačové zariadenia a spotrebný materiál; 30230000-0 Zariadenia súvisiace s počítačmi; 30232000-4 Periférne vybavenie; 30232100-5 Tlačiarne a zapisovače; 30232110-8 Laserové tlačiarne; 30100000-0 Kancelárske stroje, vybavenie a spotrebný materiál s výnimkou počítačov, tlačiarní a nábytku; 30120000-6 Zariadenia na fotokopírovanie a ofsetovú tlač; 30125000-1 Časti a príslušenstvo fotokopírovacích prístrojov; 30125100-2 Tonerové náplne; 30125110-5 Toner do laserových tlačiarní/faxových prístrojov","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/115860","1","915,830",
"OF-121817","Po karanténe","Skriňa otvorená - čerešňa","skriňa","39000000-2 Nábytok (vrátane kancelárskeho nábytku), zariadenie interiéru, domáce spotrebiče (s výnimkou osvetlenia) a čistiace prostriedky; 60000000-8 Dopravné služby (bez prepravy odpadu); 39100000-3 Nábytok; 39200000-4 Zariadenie interiéru","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/121817","1","0",
"OF-122910","Po karanténe","Polohovacie postele - kovové (biele), nočné stolíky- kovové(biele), matrace- nepremokavé","posteľ, stolík, matrac","39143110-0 Postele a lôžkoviny a špeciálne mäkké vybavenie; 39143123-4 Nočné stolíky; 39143112-4 Matrace; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/122910","0","0",
"OF-123672","Po karanténe","Nákladné vozidlo s príslušenstvom","nákladné vozidlo","34134000-5 Plošinové a vyklápacie nákladné automobily; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/123672","0","0",
"OF-125515","Po karanténe","Otočné pracovné sedadlá na kolieskach","Otočné pracovné sedadlá na kolieskach","39111100-4 Otočné sedadlá; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/125515","1","2882,500",
"OF-125706","Po karanténe","Kancelársky nábytok","Kancelársky, kancelárske, nábytok, stoličky, stolička, kreslo, stôl, stoly, pod PC, počítačový","39111100-4 Otočné sedadlá; 39121100-7 Písacie stoly; 39134100-1 Počítačové stoly; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/125706","1","2533,320",
"OF-126031","Po karanténe","Pekárenské a cukrárenské výrobky","chlieb, pečivo a cukrovinky, sladké koláče","15810000-9 Pekársky tovar, čerstvé pečivo a cukrárske výrobky; 15811100-7 Chlieb; 15811200-8 Rožky; 15811300-9 Croissanty; 15812100-4 Pečivo; 15813000-0 Raňajkové pečivo; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/126031","0","0",
"OF-127635","Po karanténe","zdravotnícky materiál respiratory a medical","PEG, drény, husí krk, anestetické masky, krytie, náplasti, prúžky do glukometra","33170000-2 Anestézia a resuscitácia; 33141220-8 Kanyly; 33141200-2 Katétre; 33195000-3 Systém monitorovania pacientov; 33140000-3 Zdravotnícky spotrebný materiál; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/127635","0","0",
"OF-128169","Po karanténe","zdravotnícky materiál ","Alkoholové dezinfekčné tampóny, odsávací katéter, katéter, prikrývka na ohrev pacienta","33170000-2 Anestézia a resuscitácia; 33790000-4 Laboratórny, zdravotnícky alebo farmaceutický sklenený tovar; 33141200-2 Katétre; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/128169","0","0",
"OF-128184","Po karanténe","zdravotnícky materiál - monitoring","snímač k prístroju Somanetic pediatrický,snímač k prístroju Somanetic pre dospelých, EKG elektródy, kyslíkové okuliare,","33170000-2 Anestézia a resuscitácia; 33141220-8 Kanyly; 33141200-2 Katétre; 33195000-3 Systém monitorovania pacientov; 33140000-3 Zdravotnícky spotrebný materiál; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/128184","0","0",
