"OpisnyFormularIdentifikator","OpisnyFormularStav","OpisnyFormularNazov","OpisnyFormularKlucoveSlova","OpisnyFormularCpv","OpisnyFormularDruh","OpisnyFormularKategoriaSluzieb","OpisnyFormularUrl","OpisnyFormularPocetVyhlasenychZakaziek","OpisnyFormularObchodovanaSumaBezDPH",
"OF-239305","Po karanténe","Výrobky z gázy a zdravotnícke tampóny časť 2","tampóny, gáza","33140000-3 Zdravotnícky spotrebný materiál; 60000000-8 Dopravné služby (bez prepravy odpadu); 33141115-9 Zdravotnícke tampóny; 33141114-2 Zdravotnícka gáza","Tovar","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/239305","0","0",
"OF-240384","Po karanténe","Kancelárske potreby","Kancelárske potreby, farebný papier, sponky, ceruzky, gumy a perá, fixy, zošívačky","30192000-1 Kancelárske potreby; 30192100-2 Vymazávacie potreby (guma, zmizík); 30192121-5 Guľôčkové perá; 30192124-6 Fixky; 30192125-3 Zvýrazňovače; 30192130-1 Ceruzky; 30192133-2 Strúhadlá na ceruzky; 30192160-0 Korektory; 30192800-9 Samolepiace etikety; 30192910-3 Korekčný pás alebo páska; 30197110-0 Svorky; 30197120-3 Cvočky; 30197130-6 Pripináčiky; 30197210-1 Krúžkové viazače; 30197220-4 Spony na papier; 30197320-5 Zošívačky; 30197620-8 Písací papier; 30197630-1 Papier na tlač alebo iné grafické účely; 30197644-2 Xerografický papier; 30199230-1 Obálky; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/240384","1","516,670",
"OF-243371","Po karanténe","Pracovné diáre, plánovacie kalendáre , daňové tlačivá na rok 2022, kancelárske potreby ","pracovné diáre, kalendáre, tlačivá, kancelárske potreby","30192000-1 Kancelárske potreby; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/243371","1","2415,830",
"OF-244034","Po karanténe","Komplexná dodávka USG prístroja","USG, ultrasonografický prístroj","33112000-8 Echo, ultrazvukové a dopplerovské zobrazovacie zariadenia; 51410000-9 Inštalácia lekárskych zariadení; 50421000-2 Opravy a údržba lekárskych zariadení; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/244034","0","0",
"OF-244466","Po karanténe","Sada chirurgických nástrojov určená k operáciám štítnej žľazy, klasickým prístupom (3 kompletné sety) vrátane súvisiacich služieb - časť č.1","nožnice, svorka, kliešte, pinzeta, retraktor, hák, sonda, ihelec","33162200-5 Nástroje operačnej sály; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/244466","1","25300,000",
"OF-244763","Po karanténe","Mäso a mäsové výrobky","bravčové mäso, hovädzie mäso, hydina, mäsové výrobky","15100000-9 Živočíšne výrobky, mäso a mäsové výrobky; 15113000-3 Bravčové mäso; 15111100-0 Hovädzie mäso; 15112000-6 Hydina; 15130000-8 Mäsové výrobky; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/244763","1","0",
"OF-244986","Po karanténe","Analyzátor na rýchlu PCR diagnostiku ochorenia COVID-19 ","prístroj, PCR, POCT, real time, test","38951000-6 Zariadenie na polymerázovú reťazovú reakciu (PCR) v reálnom čase; 33140000-3 Zdravotnícky spotrebný materiál; 51430000-5 Inštalácia laboratórnych zariadení; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/244986","2","45278,600",
"OF-245109","Po karanténe","Združená dodávka elektrickej energie","elektrická energia","09310000-5 Elektrická energia; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/245109","0","0",
"OF-245196","Po karanténe","Osobné motorové vozidlá do 3,5 tony","osobné motorové vozidlo, osobný automobil","34110000-1 Osobné automobily","Tovar","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/245196","0","0",
"OF-245287","Po karanténe","Kancelársky papier","kancelársky papier biely, kancelársky papier farebný, vizitkový papier, recyklovaný papier","30197642-8 Papier na fotokopírovanie a xerografický papier; 60000000-8 Dopravné služby (bez prepravy odpadu); 30197643-5 Papier na fotokopírovanie; 30197630-1 Papier na tlač alebo iné grafické účely; 30197644-2 Xerografický papier","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/245287","1","49677,800",
