"OpisnyFormularIdentifikator","OpisnyFormularStav","OpisnyFormularNazov","OpisnyFormularKlucoveSlova","OpisnyFormularCpv","OpisnyFormularDruh","OpisnyFormularKategoriaSluzieb","OpisnyFormularUrl","OpisnyFormularPocetVyhlasenychZakaziek","OpisnyFormularObchodovanaSumaBezDPH",
"OF-279307","Po karanténe","Nákup čistiacich potrieb 2024","čistiace potreby, nákup čistiacich potrieb","39000000-2 Nábytok (vrátane kancelárskeho nábytku), zariadenie interiéru, domáce spotrebiče (s výnimkou osvetlenia) a čistiace prostriedky","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/279307","0","0",
"OF-279922","Po karanténe","Dodanie bezpečnostných zariadení - Firewall vrátane supportu","bezpečnostné zariadenie, ochrana Firewall vrátane supportu","32400000-7 Siete; 32413100-2 Sieťové smerovače; 35113300-2 Bezpečnostné zariadenia; 35100000-5 Pohotovostné a zabezpečovacie zariadenia; 30200000-1 Počítačové zariadenia a spotrebný materiál; 72610000-9 Počítačové podporné služby; 32420000-3 Sieťové zariadenia; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/279922","1","75705.600",
"OF-280007","Po karanténe","Vybavenie kuchynských zariadení","Kuchynské potreby, kuchynské vybavenie, kuchynské potreby, stravovacie zariadenia","39220000-0 Kuchynské zariadenie, domáce potreby a potreby pre domáce hospodárstvo a dodávky pre stravovacie zariadenia; 39221000-7 Kuchynské vybavenie; 39221100-8 Kuchynské potreby; 39241120-0 Kuchynské nože; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/280007","1","1249.170",
"OF-281111","Po karanténe","Propagačné predmety pre účely projektu ""Milling""","propagačné predmety, pero, USB kľúč, magnetka","39294100-0 Informačné a propagačné výrobky; 79810000-5 Tlačiarenské služby; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/281111","1","948.330",
"OF-280425","Po karanténe","Vybudovanie nového OAIM - prístrojové vybavenie: Počítačové zostavy s monitormi a tlačiarňami","počítač, výpočtová technika, tlačiareň, multifunkčné zariadenie, multifunkčná tlačiareň, monitor","30213000-5 Osobné počítače; 30231000-7 Počítačové monitory a konzoly; 30232110-8 Laserové tlačiarne; 30120000-6 Zariadenia na fotokopírovanie a ofsetovú tlač; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/280425","1","8450.000",
"OF-282997","Po karanténe","Univerzálne využiteľné darčekové poukážky","darčekové poukážky","30199750-2 Poukážky; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/282997","1","0",
"OF-283015","Po karanténe","Licencie Windows server 2022","Licencia, softvér, windows server","48214000-1 Softvérový balík pre sieťové operačné systémy; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/283015","0","0",
"OF-283016","Po karanténe","Počítače SFF","Počítače, Malé stolové počítače","30213000-5 Osobné počítače; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/283016","1","0",
"OF-283033","Po karanténe","Kancelársky papier  ","papier na tlač","30197630-1 Papier na tlač alebo iné grafické účely; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/283033","1","0",
"OF-283047","Po karanténe","Kity a sekundárne protilátky","Kity a sekundárne protilátky; cytoplazmatický a nukleárny frakcinačný kit; vysokovýťažný in vitro transkripčný MEGAscript kit; qPCR kit na kvantifikáciu gDNA a cDNA;  protilátka Donkey Anti-Rabbit IgG (Alexa Fluor® 488); protilátka Donkey Anti-Mouse IgG (Alexa Fluor® 488) preadsorbed;","24300000-7 Základné anorganické a organické chemikálie; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/283047","1","0",
"OF-283048","Po karanténe","Prenosný počítač","Notebook","30213100-6 Prenosné počítače; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/283048","1","0",
"OF-283065","Po karanténe","Nákup veľkoobjemového kolesového nakladača s príslušenstvom","Nakladač","34140000-0 Ťažkotonážne motorové vozidlá; 34144710-8 Nakladače na kolesách; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/283065","0","0",
"OF-283080","Po karanténe","Diagnostické testy","diagnostika, protilátky","33694000-1 Diagnostické činidlá; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/283080","1","0",
