"OpisnyFormularIdentifikator","OpisnyFormularStav","OpisnyFormularNazov","OpisnyFormularKlucoveSlova","OpisnyFormularCpv","OpisnyFormularDruh","OpisnyFormularKategoriaSluzieb","OpisnyFormularUrl","OpisnyFormularPocetVyhlasenychZakaziek","OpisnyFormularObchodovanaSumaBezDPH",
"OF-100823","Po karanténe","Stravné poukážky","stravné poukážky, stravovanie zamestnancov","30199770-8 Stravné poukážky; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/100823","1","4898,530",
"OF-105375","Po karanténe","Originálny spotrebný materiál pre tlačiarne, kopírovacie stroje a faxy od výrobcov zariadení požadovaných značiek","toner, odpadová nádoba, valec","30125100-2 Tonerové náplne; 30125120-8 Toner do fotokopírovacích strojov; 30125110-5 Toner do laserových tlačiarní/faxových prístrojov; 60000000-8 Dopravné služby (bez prepravy odpadu); 30237310-5 Doplnkové náplne do tlačiarní","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/105375","0","0",
"OF-110957","Po karanténe","Prenájom traktora (malotraktor) so zimným príslušenstvom (radlica a sypač)","traktor, radlica, sypač, prenájom, zimná údržba","90620000-9 Odpratávanie snehu; 90630000-2 Odpratávanie ľadu","Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/110957","0","0",
"OF-121090","Po karanténe","Nové motorové vozidlo - minibus - 17 miestne","nové motorové vozidlo - minibus, palivo nafta","34120000-4 Motorové vozidlá na prepravu 10 alebo viac osôb; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/121090","1","29945,840",
"OF-124008","Po karanténe","Prezentačné systémy","roll-up, pop-up, stojan na letáky","39294100-0 Informačné a propagačné výrobky; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/124008","0","0",
"OF-124100","Po karanténe"," Koreniny, strukoviny, cukrovinky"," Korenia, strukoviny, cukrovinky","15891600-6 Vývary; 15870000-7 Koreniny a chuťové prísady; 60000000-8 Dopravné služby (bez prepravy odpadu); 15331130-7 Fazuľa, hrach, paprika, paradajky a iná zelenina; 15331131-4 Spracovaná fazuľa; 15331133-8 Lúpaný a polený hrach","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/124100","0","0",
"OF-125598","Po karanténe","Osobné ochranné pracovné pomôcky","topánky, osobné ochranné pracovné pomôcky, čiapka, monterky, košele, bundy, tričká, polokošele, ","18000000-9 Odevy, obuv, brašnárske výrobky a príslušenstvo; 35113400-3 Ochranné a bezpečnostné odevy; 18100000-0 Pracovné odevy, špeciálne pracovné odevy a doplnky; 18200000-1 Zvršky; 18300000-2 Odevy; 18400000-3 Špeciálne odevy a doplnky; 18800000-7 Obuv; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/125598","0","0",
"OF-126920","Po karanténe","Model resuscitačný výcvikový","model, resuscitácia, figurína, výcvik","39162200-7 Učebné pomôcky a zariadenia; 35112100-3 Záchranárske cvičné figuríny; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/126920","0","0",
"OF-126963","Po karanténe","Model resuscitačný výukový s príslušenstvom","model, resuscitácia, figurína, výcvik","39162200-7 Učebné pomôcky a zariadenia; 35112100-3 Záchranárske cvičné figuríny; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/126963","1","7167,000",
"OF-127025","Po karanténe","Model univerzálna figurína- výcviková záchranárska dospelá 80 kg ","model, resuscitácia, figurína, výcvik","35112100-3 Záchranárske cvičné figuríny; 39162200-7 Učebné pomôcky a zariadenia; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/127025","1","971,000",
