"OpisnyFormularIdentifikator","OpisnyFormularStav","OpisnyFormularNazov","OpisnyFormularKlucoveSlova","OpisnyFormularCpv","OpisnyFormularDruh","OpisnyFormularKategoriaSluzieb","OpisnyFormularUrl","OpisnyFormularPocetVyhlasenychZakaziek","OpisnyFormularObchodovanaSumaBezDPH",
"OF-292315","Po karanténe","Papierové hygienické výrobky ","toaletný papier, papierové rolky, kuchynské utierky, skladané utierky, ZZ papierové uteráky,","33760000-5 Toaletný papier, vreckovky, uteráky na ruky a servítky; 33761000-2 Toaletný papier; 33764000-3 Papierové servítky; 33770000-8 Papierové hygienické výrobky; 33771000-5 Hygienické výrobky z papiera; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/292315","1","113900.000",
"OF-292549","Po karanténe","Kancelárske potreby","spisové dosky, zakladače pákové, obaly, rýchloviazače PVC","30192000-1 Kancelárske potreby; 22852100-8 Spisové dosky; 22850000-3 Rýchloviazače a súvisiace príslušenstvo; 22852000-7 Zakladače; 30199230-1 Obálky; 30197100-7 Sponky, cvočky, pripináčiky; 30193000-8 Organizéry a príslušenstvo; 22830000-7 Zošity; 60000000-8 Dopravné služby (bez prepravy odpadu); 30192900-0 Korekčné prostriedky; 30192125-3 Zvýrazňovače","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/292549","0","0",
"OF-293534","Po karanténe","Okná, dvere a príslušenstvo","Horizontálne žalúzie","39515430-8 Vodorovné žalúzie; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/293534","1","390.820",
"OF-293602","Po karanténe","Hlukomer","Hlukomer","38400000-9 Nástroje na kontrolu fyzikálnych vlastností; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/293602","1","57.490",
"OF-289592","Po karanténe","Upratovanie, čistenie ","Upratovanie, čistenie, nátery","90919000-2 Služby na upratovanie kancelárií, škôl a čistenie kancelárskeho vybavenia; 90911000-6 Služby na upratovanie ubytovacích zariadení, budov a čistenie okien; 90911200-8 Čistenie (upratovanie) budov; 90919200-4 Čistenie (upratovanie) kancelárií; 90919300-5 Čistenie (upratovanie) škôl; 45452000-0 Čistenie exteriérov budov; 90919100-3 Čistenie kancelárskych zariadení; 42924740-8 Prístroje na čistenie pod vysokým tlakom; 90610000-6 Služby na čistenie a zametanie ulíc; 45261220-2 Nátery striech a iné práce na povrchovej úprave striech; 45442180-2 Opakované natieranie a maľovanie; 45261221-9 Nátery striech; 45442190-5 Odstraňovanie náterov; 45261200-6 Pokrývačské práce a nátery striech; 45442110-1 Maľby a natieranie budov; 45442120-4 Natieranie a nanášanie ochranných vrstiev na konštrukcie; 45442121-1 Natieranie konštrukcií","Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/289592","0","0",
"OF-293736","Po karanténe","Prenosné potenciostaty","Prenosný potenciostat, cyklická voltampérometria, chronoampérometria","38400000-9 Nástroje na kontrolu fyzikálnych vlastností; 60000000-8 Dopravné služby (bez prepravy odpadu); 38341320-6 Voltmetre","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/293736","1","2375.000",
"OF-293985","Po karanténe","Tmely, konzervačné materiály a lepidlá ","úrípravok tesniaci montážna kvapalina na pneumatiky, prípravok na ošetrovanie gumy čistič, oživovač, náter ochranný na gumové časti techniky, tesnenie silikónové v kartuši, tmel tesniaci na výfuky, tmel karosársky","44831300-7 Tesniace tmely; 34312500-2 Tesnenia; 44831100-5 Tmely; 39820000-6 Organické povrchovo aktívne prostriedky; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/293985","1","1000.000",
"OF-293987","Po karanténe","Chemikálie a spotrebný materiál","chemikália, materiál, chemikália, laboratórium, výskum, pokus","24000000-4 Chemické výrobky; 24300000-7 Základné anorganické a organické chemikálie; 38000000-5 Laboratórne, optické a presné prístroje a vybavenie (s výnimkou skiel); 38437000-7 Laboratórne pipety a príslušenstvo; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/293987","1","0",
"OF-294002","Po karanténe","Kontrolné prístroje a pomôcky ","Vyhľadávač a trasovač káblov pod zemou","38410000-2 Meracie nástroje; 35124000-9 Detektory kovov; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/294002","1","3189.170",
"OF-294121","Po karanténe","Osobné počítače ","osobný počítač","30213000-5 Osobné počítače; 60000000-8 Dopravné služby (bez prepravy odpadu); 48624000-8 Softvérový balík pre operačný systém osobného počítača (PC)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/294121","2","13745.820",
