"OpisnyFormularIdentifikator","OpisnyFormularStav","OpisnyFormularNazov","OpisnyFormularKlucoveSlova","OpisnyFormularCpv","OpisnyFormularDruh","OpisnyFormularKategoriaSluzieb","OpisnyFormularUrl","OpisnyFormularPocetVyhlasenychZakaziek","OpisnyFormularObchodovanaSumaBezDPH",
"OF-215518","Po karanténe","Tonerové náplne a renovácia tonerov","Renovácia tonerov, tonery, tonerové náplne, náplne do kopírovacích strojov","30125100-2 Tonerové náplne; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/215518","1","76759,000",
"OF-250919","Po karanténe","Zabezpečenie stravovania zamestnancov prostredníctvom stravných poukážok","Stravné lístky, stravné poukážky, dodanie stravných lístkov, zabezpečenie stravovania","30199770-8 Stravné poukážky; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/250919","1","15840,000",
"OF-251626","Po karanténe","Polygrafický materiál pre ofsetovú tlač – tlačové dosky ","ofsetové platne ;  tlačove dosky ; procesné  termálne CTP platne ; štandardné platne","22510000-8 Ofsetové dosky; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/251626","1","0",
"OF-251911","Po karanténe","Lieky ATC skupina N01 - N07","lieky, antiepileptiká,lieky, anestetiká, analgetiká, antiepileptiká, antiparkinsoniká, psycholeptiká, psychoanaleptiká, inéliečivá na centrálnu nervovú sústavu, ostatné liečivá pre nervový systém, iné liečivá na centrálnunervovú sústavu","33661100-2 Anestetiká; 33661200-3 Analgetiká; 33661300-4 Antiepileptiká; 33661400-5 Liečivá proti Parkinsonovej chorobe; 33661500-6 Psycholeptiká; 33661600-7 Psychoanaleptiká; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/251911","1","0",
"OF-252041","Po karanténe","Ochranný prostriedok proti ektoparazitom","ochranný prostriedok, repelent, hmyz","33631600-8 Antiseptiká a dezinfekčné prostriedky; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/252041","1","1283,330",
"OF-252191","Po karanténe","Prenosná taška na prepravu kyslíkovej fľaše s objemom 2l","Prenosná taška, kyslíková fľaša","33100000-1 Zdravotnícke vybavenie; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/252191","1","1800,000",
"OF-252259","Po karanténe","Zariadenia na ohrev vody a príslušenstvo","elektrický ohrievač vody, beztlakový, pod umývadlo, zásobníkový, beztlaková batéria","39715100-8 Elektrické prietokové alebo zásobníkové ohrievače vody a ponorné ohrievače; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/252259","1","433,330",
"OF-252306","Po karanténe","Multifunkčná laserová tlačiareň","Multifunkčná laserová tlačiareň","30232110-8 Laserové tlačiarne; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/252306","1","163,000",
"OF-252319","Po karanténe","výpočtová technika","Stolový PC, Monitor, Klávesnica + myš, slúchadlá","30213300-8 Stolový počítač; 30231000-7 Počítačové monitory a konzoly; 30237460-1 Počítačové klávesnice; 32342100-3 Slúchadlá; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/252319","1","799,000",
"OF-252327","Po karanténe","Likvidácia ostatného odpadu","zemina a kamenivo","90500000-2 Služby súvisiace s likvidáciou odpadu a odpadom","Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/252327","1","69899,880",
