"OpisnyFormularIdentifikator","OpisnyFormularStav","OpisnyFormularNazov","OpisnyFormularKlucoveSlova","OpisnyFormularCpv","OpisnyFormularDruh","OpisnyFormularKategoriaSluzieb","OpisnyFormularUrl","OpisnyFormularPocetVyhlasenychZakaziek","OpisnyFormularObchodovanaSumaBezDPH",
"OF-21564","Po karanténe","Žiarovo pozinkované rúry  ZN 2"" (Ø 60 mm)","rúry, stĺpy, stožiare","44144000-1 Stĺpy; 60000000-8 Dopravné služby (bez prepravy odpadu); 44212200-1 Piliere, stožiare, veže, pylóny a stĺpy","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/21564","0","0",
"OF-87784","Po karanténe","Biele tričká s jednofarebnou potlačou","tričko s potlačou","18331000-8 Tričká s krátkym rukávom; 22462000-6 Propagačný materiál; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/87784","0","0",
"OF-88928","Po karanténe","Nákup kancelárskeho nábytku ","kancelársky nábytok, sektorový nábytok, nábytok, zariadenie kancelárie","39130000-2 Kancelársky nábytok; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/88928","1","6583,330",
"OF-103763","Po karanténe","Nákup originálnych kancelárskych tonerových kaziet a atramentových náplní","Tonerové náplne, tonery, dodávka, rámcová zmluva","30125100-2 Tonerové náplne; 30125110-5 Toner do laserových tlačiarní/faxových prístrojov; 30192113-6 Atramentové náplne; 90510000-5 Likvidácia a spracovanie odpadu; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/103763","1","8250,000",
"OF-107738","Po karanténe","Chirurgické obväzy- elastické","chirurgické obväzy - elastické","33141110-4 Chirurgické obväzy; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/107738","1","0",
"OF-109491","Po karanténe","Servisné úkony a vykonávanie opráv porúch špeciálnych pravostranných zametacích nadstavieb KZ6"," Oprava, servis, pravostranné zamietacie nadstavby, zametacie nadstavby KZ6","50100000-6 Opravy, údržba a súvisiace služby pre vozidlá a príbuzné vybavenie","Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/109491","1","203880,000",
"OF-117905","Po karanténe","Montáž chladiacej technológie","Montáž chladiacej technológie pre chladiaci box","42513200-7 Chladiace zariadenia","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/117905","0","0",
"OF-117931","Po karanténe","Osobné motorové vozidlo","osobný automobil","34100000-8 Motorové vozidlá; 34110000-1 Osobné automobily; 34115200-8 Motorové vozidlá na prepravu menej než 10 osôb; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/117931","1","6300,000",
"OF-119816","Po karanténe","Prefabrikovaná prenosná betónová garáž vrátane dopravy na miesto určenia","Prefabrikovaná prenosná betónová garáž vrátane výklopných vrát a dopravy na miesto určenia","44613400-4 Skladovacie kontajnery; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/119816","0","0",
"OF-120532","Po karanténe","Analytický a štatistický program STATA 14-MP2","softvér, softvérové licencie, štatistické spracovanie, analýzy","48460000-0 Analytický, vedecký, matematický a prognostický softvérový balík; 48463000-1 Softvérový balík pre štatistiku","Tovar","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/120532","1","0",
